Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4
35,Ille-et-Vilaine,35001,Acigné,0001,928,710,"76,51%",218,"23,49%",694,"74,78%","97,75%",13,"1,40%","1,83%",3,"0,32%","0,42%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,263,"28,34%","37,90%",,4,RN,VANHAECKE,Bérénice,FEMININ,128,"13,79%","18,44%",,5,UG,LAHAIS,Tristan,MASCULIN,303,"32,65%","43,66%",élu,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,0002,912,700,"76,75%",212,"23,25%",678,"74,34%","96,86%",17,"1,86%","2,43%",5,"0,55%","0,71%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,241,"26,43%","35,55%",,4,RN,VANHAECKE,Bérénice,FEMININ,100,"10,96%","14,75%",,5,UG,LAHAIS,Tristan,MASCULIN,337,"36,95%","49,71%",élu,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,0003,956,728,"76,15%",228,"23,85%",713,"74,58%","97,94%",12,"1,26%","1,65%",3,"0,31%","0,41%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,304,"31,80%","42,64%",,4,RN,VANHAECKE,Bérénice,FEMININ,93,"9,73%","13,04%",,5,UG,LAHAIS,Tristan,MASCULIN,316,"33,05%","44,32%",élu,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,0004,914,723,"79,10%",191,"20,90%",710,"77,68%","98,20%",11,"1,20%","1,52%",2,"0,22%","0,28%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,227,"24,84%","31,97%",,4,RN,VANHAECKE,Bérénice,FEMININ,118,"12,91%","16,62%",,5,UG,LAHAIS,Tristan,MASCULIN,365,"39,93%","51,41%",élu,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,0005,915,734,"80,22%",181,"19,78%",721,"78,80%","98,23%",10,"1,09%","1,36%",3,"0,33%","0,41%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,220,"24,04%","30,51%",,4,RN,VANHAECKE,Bérénice,FEMININ,109,"11,91%","15,12%",,5,UG,LAHAIS,Tristan,MASCULIN,392,"42,84%","54,37%",élu,,,,,,,,,
35,Ille-et-Vilaine,35001,Acigné,0006,871,666,"76,46%",205,"23,54%",659,"75,66%","98,95%",5,"0,57%","0,75%",2,"0,23%","0,30%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,258,"29,62%","39,15%",,4,RN,VANHAECKE,Bérénice,FEMININ,102,"11,71%","15,48%",,5,UG,LAHAIS,Tristan,MASCULIN,299,"34,33%","45,37%",élu,,,,,,,,,
35,Ille-et-Vilaine,35022,Bécherel,0001,494,376,"76,11%",118,"23,89%",369,"74,70%","98,14%",6,"1,21%","1,60%",1,"0,20%","0,27%",1,RN,D'ORSANNE,Virginie,FEMININ,100,"20,24%","27,10%",,2,ENS,FAILLÉ,Charlotte,FEMININ,85,"17,21%","23,04%",,4,UG,ROUAUX,Claudia,FEMININ,184,"37,25%","49,86%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0001,826,630,"76,27%",196,"23,73%",621,"75,18%","98,57%",8,"0,97%","1,27%",1,"0,12%","0,16%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,226,"27,36%","36,39%",,4,RN,VANHAECKE,Bérénice,FEMININ,76,"9,20%","12,24%",,5,UG,LAHAIS,Tristan,MASCULIN,319,"38,62%","51,37%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0002,949,716,"75,45%",233,"24,55%",700,"73,76%","97,77%",13,"1,37%","1,82%",3,"0,32%","0,42%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,288,"30,35%","41,14%",,4,RN,VANHAECKE,Bérénice,FEMININ,122,"12,86%","17,43%",,5,UG,LAHAIS,Tristan,MASCULIN,290,"30,56%","41,43%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0003,830,618,"74,46%",212,"25,54%",606,"73,01%","98,06%",7,"0,84%","1,13%",5,"0,60%","0,81%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,231,"27,83%","38,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,101,"12,17%","16,67%",,5,UG,LAHAIS,Tristan,MASCULIN,274,"33,01%","45,21%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0004,967,729,"75,39%",238,"24,61%",707,"73,11%","96,98%",16,"1,65%","2,19%",6,"0,62%","0,82%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,268,"27,71%","37,91%",,4,RN,VANHAECKE,Bérénice,FEMININ,126,"13,03%","17,82%",,5,UG,LAHAIS,Tristan,MASCULIN,313,"32,37%","44,27%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0005,685,546,"79,71%",139,"20,29%",532,"77,66%","97,44%",8,"1,17%","1,47%",6,"0,88%","1,10%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,210,"30,66%","39,47%",,4,RN,VANHAECKE,Bérénice,FEMININ,91,"13,28%","17,11%",,5,UG,LAHAIS,Tristan,MASCULIN,231,"33,72%","43,42%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0006,931,733,"78,73%",198,"21,27%",720,"77,34%","98,23%",10,"1,07%","1,36%",3,"0,32%","0,41%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,268,"28,79%","37,22%",,4,RN,VANHAECKE,Bérénice,FEMININ,109,"11,71%","15,14%",,5,UG,LAHAIS,Tristan,MASCULIN,343,"36,84%","47,64%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0007,713,567,"79,52%",146,"20,48%",552,"77,42%","97,35%",11,"1,54%","1,94%",4,"0,56%","0,71%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,224,"31,42%","40,58%",,4,RN,VANHAECKE,Bérénice,FEMININ,67,"9,40%","12,14%",,5,UG,LAHAIS,Tristan,MASCULIN,261,"36,61%","47,28%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0008,980,808,"82,45%",172,"17,55%",800,"81,63%","99,01%",4,"0,41%","0,50%",4,"0,41%","0,50%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,360,"36,73%","45,00%",,4,RN,VANHAECKE,Bérénice,FEMININ,77,"7,86%","9,63%",,5,UG,LAHAIS,Tristan,MASCULIN,363,"37,04%","45,38%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0009,931,714,"76,69%",217,"23,31%",689,"74,01%","96,50%",20,"2,15%","2,80%",5,"0,54%","0,70%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,285,"30,61%","41,36%",,4,RN,VANHAECKE,Bérénice,FEMININ,98,"10,53%","14,22%",,5,UG,LAHAIS,Tristan,MASCULIN,306,"32,87%","44,41%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0010,936,730,"77,99%",206,"22,01%",708,"75,64%","96,99%",20,"2,14%","2,74%",2,"0,21%","0,27%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,247,"26,39%","34,89%",,4,RN,VANHAECKE,Bérénice,FEMININ,113,"12,07%","15,96%",,5,UG,LAHAIS,Tristan,MASCULIN,348,"37,18%","49,15%",élu,,,,,,,,,
35,Ille-et-Vilaine,35024,Betton,0011,975,772,"79,18%",203,"20,82%",758,"77,74%","98,19%",10,"1,03%","1,30%",4,"0,41%","0,52%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,302,"30,97%","39,84%",,4,RN,VANHAECKE,Bérénice,FEMININ,100,"10,26%","13,19%",,5,UG,LAHAIS,Tristan,MASCULIN,356,"36,51%","46,97%",élu,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,0001,811,592,"73,00%",219,"27,00%",580,"71,52%","97,97%",8,"0,99%","1,35%",4,"0,49%","0,68%",1,UG,MESMEUR,Marie,FEMININ,209,"25,77%","36,03%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,199,"24,54%","34,31%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,172,"21,21%","29,66%",,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,0002,770,588,"76,36%",182,"23,64%",567,"73,64%","96,43%",18,"2,34%","3,06%",3,"0,39%","0,51%",1,UG,MESMEUR,Marie,FEMININ,189,"24,55%","33,33%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,214,"27,79%","37,74%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,164,"21,30%","28,92%",,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,0003,849,629,"74,09%",220,"25,91%",600,"70,67%","95,39%",19,"2,24%","3,02%",10,"1,18%","1,59%",1,UG,MESMEUR,Marie,FEMININ,168,"19,79%","28,00%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,248,"29,21%","41,33%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,184,"21,67%","30,67%",,,,,,,,,,
35,Ille-et-Vilaine,35032,Bourgbarré,0004,860,622,"72,33%",238,"27,67%",598,"69,53%","96,14%",18,"2,09%","2,89%",6,"0,70%","0,96%",1,UG,MESMEUR,Marie,FEMININ,221,"25,70%","36,96%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,194,"22,56%","32,44%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,183,"21,28%","30,60%",,,,,,,,,,
35,Ille-et-Vilaine,35039,Brécé,0001,753,511,"67,86%",242,"32,14%",483,"64,14%","94,52%",22,"2,92%","4,31%",6,"0,80%","1,17%",3,RN,GILOIS,Françoise,FEMININ,149,"19,79%","30,85%",,4,ENS,LE NABOUR,Christine,FEMININ,334,"44,36%","69,15%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35039,Brécé,0002,899,695,"77,31%",204,"22,69%",658,"73,19%","94,68%",31,"3,45%","4,46%",6,"0,67%","0,86%",3,RN,GILOIS,Françoise,FEMININ,147,"16,35%","22,34%",,4,ENS,LE NABOUR,Christine,FEMININ,511,"56,84%","77,66%",élu,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0001,821,585,"71,25%",236,"28,75%",559,"68,09%","95,56%",20,"2,44%","3,42%",6,"0,73%","1,03%",1,UG,MESMEUR,Marie,FEMININ,222,"27,04%","39,71%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,208,"25,33%","37,21%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,129,"15,71%","23,08%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0002,784,532,"67,86%",252,"32,14%",511,"65,18%","96,05%",12,"1,53%","2,26%",9,"1,15%","1,69%",1,UG,MESMEUR,Marie,FEMININ,192,"24,49%","37,57%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,174,"22,19%","34,05%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,145,"18,49%","28,38%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0003,626,433,"69,17%",193,"30,83%",426,"68,05%","98,38%",5,"0,80%","1,15%",2,"0,32%","0,46%",1,UG,MESMEUR,Marie,FEMININ,145,"23,16%","34,04%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,172,"27,48%","40,38%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,109,"17,41%","25,59%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0004,881,667,"75,71%",214,"24,29%",647,"73,44%","97,00%",13,"1,48%","1,95%",7,"0,79%","1,05%",1,UG,MESMEUR,Marie,FEMININ,225,"25,54%","34,78%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,299,"33,94%","46,21%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,123,"13,96%","19,01%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0005,879,656,"74,63%",223,"25,37%",647,"73,61%","98,63%",6,"0,68%","0,91%",3,"0,34%","0,46%",1,UG,MESMEUR,Marie,FEMININ,230,"26,17%","35,55%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,280,"31,85%","43,28%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,137,"15,59%","21,17%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0006,891,622,"69,81%",269,"30,19%",609,"68,35%","97,91%",12,"1,35%","1,93%",1,"0,11%","0,16%",1,UG,MESMEUR,Marie,FEMININ,258,"28,96%","42,36%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,220,"24,69%","36,12%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,131,"14,70%","21,51%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0007,888,623,"70,16%",265,"29,84%",614,"69,14%","98,56%",8,"0,90%","1,28%",1,"0,11%","0,16%",1,UG,MESMEUR,Marie,FEMININ,218,"24,55%","35,50%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,257,"28,94%","41,86%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,139,"15,65%","22,64%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0008,847,671,"79,22%",176,"20,78%",648,"76,51%","96,57%",20,"2,36%","2,98%",3,"0,35%","0,45%",1,UG,MESMEUR,Marie,FEMININ,208,"24,56%","32,10%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,314,"37,07%","48,46%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,126,"14,88%","19,44%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0009,793,563,"71,00%",230,"29,00%",552,"69,61%","98,05%",7,"0,88%","1,24%",4,"0,50%","0,71%",1,UG,MESMEUR,Marie,FEMININ,190,"23,96%","34,42%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,246,"31,02%","44,57%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,116,"14,63%","21,01%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0010,805,603,"74,91%",202,"25,09%",588,"73,04%","97,51%",14,"1,74%","2,32%",1,"0,12%","0,17%",1,UG,MESMEUR,Marie,FEMININ,189,"23,48%","32,14%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,289,"35,90%","49,15%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,110,"13,66%","18,71%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0011,758,575,"75,86%",183,"24,14%",560,"73,88%","97,39%",11,"1,45%","1,91%",4,"0,53%","0,70%",1,UG,MESMEUR,Marie,FEMININ,202,"26,65%","36,07%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,245,"32,32%","43,75%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,113,"14,91%","20,18%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0012,969,731,"75,44%",238,"24,56%",713,"73,58%","97,54%",14,"1,44%","1,92%",4,"0,41%","0,55%",1,UG,MESMEUR,Marie,FEMININ,230,"23,74%","32,26%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,347,"35,81%","48,67%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,136,"14,04%","19,07%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0013,928,583,"62,82%",345,"37,18%",559,"60,24%","95,88%",19,"2,05%","3,26%",5,"0,54%","0,86%",1,UG,MESMEUR,Marie,FEMININ,225,"24,25%","40,25%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,201,"21,66%","35,96%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,133,"14,33%","23,79%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0014,993,654,"65,86%",339,"34,14%",639,"64,35%","97,71%",11,"1,11%","1,68%",4,"0,40%","0,61%",1,UG,MESMEUR,Marie,FEMININ,205,"20,64%","32,08%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,266,"26,79%","41,63%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,168,"16,92%","26,29%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0015,876,675,"77,05%",201,"22,95%",664,"75,80%","98,37%",9,"1,03%","1,33%",2,"0,23%","0,30%",1,UG,MESMEUR,Marie,FEMININ,104,"11,87%","15,66%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,453,"51,71%","68,22%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,107,"12,21%","16,11%",,,,,,,,,,
35,Ille-et-Vilaine,35047,Bruz,0016,1103,791,"71,71%",312,"28,29%",772,"69,99%","97,60%",12,"1,09%","1,52%",7,"0,63%","0,88%",1,UG,MESMEUR,Marie,FEMININ,275,"24,93%","35,62%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,284,"25,75%","36,79%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,213,"19,31%","27,59%",,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0001,747,582,"77,91%",165,"22,09%",573,"76,71%","98,45%",7,"0,94%","1,20%",2,"0,27%","0,34%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,333,"44,58%","58,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,71,"9,50%","12,39%",,5,UG,LAHAIS,Tristan,MASCULIN,169,"22,62%","29,49%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0002,899,714,"79,42%",185,"20,58%",703,"78,20%","98,46%",10,"1,11%","1,40%",1,"0,11%","0,14%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,370,"41,16%","52,63%",,4,RN,VANHAECKE,Bérénice,FEMININ,94,"10,46%","13,37%",,5,UG,LAHAIS,Tristan,MASCULIN,239,"26,59%","34,00%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0003,791,648,"81,92%",143,"18,08%",631,"79,77%","97,38%",11,"1,39%","1,70%",6,"0,76%","0,93%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,342,"43,24%","54,20%",,4,RN,VANHAECKE,Bérénice,FEMININ,77,"9,73%","12,20%",,5,UG,LAHAIS,Tristan,MASCULIN,212,"26,80%","33,60%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0004,801,637,"79,53%",164,"20,47%",618,"77,15%","97,02%",16,"2,00%","2,51%",3,"0,37%","0,47%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,293,"36,58%","47,41%",,4,RN,VANHAECKE,Bérénice,FEMININ,98,"12,23%","15,86%",,5,UG,LAHAIS,Tristan,MASCULIN,227,"28,34%","36,73%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0005,869,632,"72,73%",237,"27,27%",618,"71,12%","97,78%",10,"1,15%","1,58%",4,"0,46%","0,63%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,292,"33,60%","47,25%",,4,RN,VANHAECKE,Bérénice,FEMININ,80,"9,21%","12,94%",,5,UG,LAHAIS,Tristan,MASCULIN,246,"28,31%","39,81%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0006,638,499,"78,21%",139,"21,79%",491,"76,96%","98,40%",7,"1,10%","1,40%",1,"0,16%","0,20%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,255,"39,97%","51,93%",,4,RN,VANHAECKE,Bérénice,FEMININ,45,"7,05%","9,16%",,5,UG,LAHAIS,Tristan,MASCULIN,191,"29,94%","38,90%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0007,1040,782,"75,19%",258,"24,81%",773,"74,33%","98,85%",7,"0,67%","0,90%",2,"0,19%","0,26%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,324,"31,15%","41,91%",,4,RN,VANHAECKE,Bérénice,FEMININ,101,"9,71%","13,07%",,5,UG,LAHAIS,Tristan,MASCULIN,348,"33,46%","45,02%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0008,687,555,"80,79%",132,"19,21%",543,"79,04%","97,84%",6,"0,87%","1,08%",6,"0,87%","1,08%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,283,"41,19%","52,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,63,"9,17%","11,60%",,5,UG,LAHAIS,Tristan,MASCULIN,197,"28,68%","36,28%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0009,512,404,"78,91%",108,"21,09%",397,"77,54%","98,27%",3,"0,59%","0,74%",4,"0,78%","0,99%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,213,"41,60%","53,65%",,4,RN,VANHAECKE,Bérénice,FEMININ,57,"11,13%","14,36%",,5,UG,LAHAIS,Tristan,MASCULIN,127,"24,80%","31,99%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0010,824,648,"78,64%",176,"21,36%",639,"77,55%","98,61%",7,"0,85%","1,08%",2,"0,24%","0,31%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,334,"40,53%","52,27%",,4,RN,VANHAECKE,Bérénice,FEMININ,58,"7,04%","9,08%",,5,UG,LAHAIS,Tristan,MASCULIN,247,"29,98%","38,65%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0011,731,595,"81,40%",136,"18,60%",581,"79,48%","97,65%",11,"1,50%","1,85%",3,"0,41%","0,50%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,307,"42,00%","52,84%",,4,RN,VANHAECKE,Bérénice,FEMININ,81,"11,08%","13,94%",,5,UG,LAHAIS,Tristan,MASCULIN,193,"26,40%","33,22%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0012,785,596,"75,92%",189,"24,08%",587,"74,78%","98,49%",7,"0,89%","1,17%",2,"0,25%","0,34%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,259,"32,99%","44,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,103,"13,12%","17,55%",,5,UG,LAHAIS,Tristan,MASCULIN,225,"28,66%","38,33%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0013,861,654,"75,96%",207,"24,04%",641,"74,45%","98,01%",10,"1,16%","1,53%",3,"0,35%","0,46%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,270,"31,36%","42,12%",,4,RN,VANHAECKE,Bérénice,FEMININ,104,"12,08%","16,22%",,5,UG,LAHAIS,Tristan,MASCULIN,267,"31,01%","41,65%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0014,960,768,"80,00%",192,"20,00%",751,"78,23%","97,79%",12,"1,25%","1,56%",5,"0,52%","0,65%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,411,"42,81%","54,73%",,4,RN,VANHAECKE,Bérénice,FEMININ,97,"10,10%","12,92%",,5,UG,LAHAIS,Tristan,MASCULIN,243,"25,31%","32,36%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0015,878,635,"72,32%",243,"27,68%",628,"71,53%","98,90%",7,"0,80%","1,10%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,273,"31,09%","43,47%",,4,RN,VANHAECKE,Bérénice,FEMININ,140,"15,95%","22,29%",,5,UG,LAHAIS,Tristan,MASCULIN,215,"24,49%","34,24%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0016,752,568,"75,53%",184,"24,47%",561,"74,60%","98,77%",4,"0,53%","0,70%",3,"0,40%","0,53%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,234,"31,12%","41,71%",,4,RN,VANHAECKE,Bérénice,FEMININ,85,"11,30%","15,15%",,5,UG,LAHAIS,Tristan,MASCULIN,242,"32,18%","43,14%",élu,,,,,,,,,
35,Ille-et-Vilaine,35051,Cesson-Sévigné,0017,775,544,"70,19%",231,"29,81%",534,"68,90%","98,16%",10,"1,29%","1,84%",0,"0,00%","0,00%",3,ENS,MAILLART-MÉHAIGNERIE,Laurence,FEMININ,178,"22,97%","33,33%",,4,RN,VANHAECKE,Bérénice,FEMININ,96,"12,39%","17,98%",,5,UG,LAHAIS,Tristan,MASCULIN,260,"33,55%","48,69%",élu,,,,,,,,,
35,Ille-et-Vilaine,35055,Chantepie,0001,926,631,"68,14%",295,"31,86%",612,"66,09%","96,99%",12,"1,30%","1,90%",7,"0,76%","1,11%",1,UG,MESMEUR,Marie,FEMININ,246,"26,57%","40,20%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,254,"27,43%","41,50%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,112,"12,10%","18,30%",,,,,,,,,,
35,Ille-et-Vilaine,35055,Chantepie,0002,706,522,"73,94%",184,"26,06%",503,"71,25%","96,36%",17,"2,41%","3,26%",2,"0,28%","0,38%",1,UG,MESMEUR,Marie,FEMININ,204,"28,90%","40,56%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,200,"28,33%","39,76%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,99,"14,02%","19,68%",,,,,,,,,,
35,Ille-et-Vilaine,35055,Chantepie,0003,823,611,"74,24%",212,"25,76%",596,"72,42%","97,55%",14,"1,70%","2,29%",1,"0,12%","0,16%",1,UG,MESMEUR,Marie,FEMININ,219,"26,61%","36,74%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,265,"32,20%","44,46%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,112,"13,61%","18,79%",,,,,,,,,,
35,Ille-et-Vilaine,35055,Chantepie,0004,698,527,"75,50%",171,"24,50%",512,"73,35%","97,15%",10,"1,43%","1,90%",5,"0,72%","0,95%",1,UG,MESMEUR,Marie,FEMININ,186,"26,65%","36,33%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,240,"34,38%","46,88%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,86,"12,32%","16,80%",,,,,,,,,,
35,Ille-et-Vilaine,35055,Chantepie,0005,766,550,"71,80%",216,"28,20%",536,"69,97%","97,45%",12,"1,57%","2,18%",2,"0,26%","0,36%",1,UG,MESMEUR,Marie,FEMININ,247,"32,25%","46,08%",élu,5,ENS,BOUCHER,Nicolas,MASCULIN,204,"26,63%","38,06%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,85,"11,10%","15,86%",,,,,,,,,,
