Exercice,Outre-mer,Code Insee 2024 Région,Nom 2024 Région,Code Insee 2024 Département,Nom 2024 Département,Code Siren 2024 EPCI,Nom 2024 EPCI,Strate population 2024,Commune rurale,Commune de montagne,Commune touristique,Tranche revenu par habitant,Présence QPV,Code Insee 2024 Commune,Nom 2024 Commune,Catégorie,Code Siren Collectivité,Code Insee Collectivité,Libellé Budget,Agrégat,Montant BP,Montant BA,Montant flux BP-BA,Montant,Montant en millions,Population totale,Montant en € par habitant,Compte 2024 Disponible,ordre_analyse1_section1,ordre_analyse1_section2,ordre_analyse1_section3,ordre_analyse2_section1,ordre_analyse2_section2,ordre_analyse2_section3,ordre_analyse3_section1,ordre_analyse3_section2,ordre_analyse3_section3,ordre_analyse4_section1,annee_join,Population totale du dernier exercice
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,CHAPELLE-THOUARAULT (LA ),Achats et charges externes,285137.0,47798.48,0.0,332935.48,0.33293548,2034,163.68509341199606,1,,,,,3,,,,,,2017,2294
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,CHARTRES-DE-BRETAGNE,Achats et charges externes,1770764.35,153635.78,41864.2,1882535.93,1.88253593,7504,250.87099280383794,1,,,,,3,,,,,,2017,8377
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,CHAVAGNE,Achats et charges externes,605762.81,0.0,0.0,605762.81,0.6057628100000001,3768,160.7650769639066,1,,,,,3,,,,,,2017,4476
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,CHEVAIGNE,Achats et charges externes,381003.35,96539.48,0.0,477542.83,0.47754283000000003,2100,227.4013476190476,1,,,,,3,,,,,,2017,2414
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,CINTRE,Achats et charges externes,469118.97,0.0,0.0,469118.97,0.46911896999999997,2254,208.12731588287488,1,,,,,3,,,,,,2017,2600
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35081,Clayes,Commune,213500812,35081,CLAYES,Achats et charges externes,153577.22,0.0,0.0,153577.22,0.15357722000000001,778,197.40002570694088,1,,,,,3,,,,,,2017,969
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,CORPS-NUDS,Achats et charges externes,433280.14,0.0,0.0,433280.14,0.43328014000000004,3249,133.357999384426,1,,,,,3,,,,,,2017,3621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,GEVEZE,Achats et charges externes,843914.0,112358.4,0.0,956272.4,0.9562724,5246,182.28600838734275,1,,,,,3,,,,,,2017,6000
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35131,L'Hermitage,Commune,213501315,35131,HERMITAGE (L' ),Achats et charges externes,695049.71,202181.75,0.0,897231.46,0.89723146,4216,212.81581119544592,1,,,,,3,,,,,,2017,4767
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500782,Communauté d'agglomération du Pays de Saint Malo Agglomération,3,Oui,Non,Non,2,Non,35132,Hirel,Commune,213501323,35132,HIREL,Achats et charges externes,202673.77,36745.42,0.0,239419.19,0.23941919,1391,172.12019410496046,1,,,,,3,,,,,,2017,1415
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200038990,Communauté de communes de Saint-Méen Montauban,4,Oui,Non,Non,1,Non,35135,Irodouër,Commune,213501356,35135,IRODOUER,Achats et charges externes,341529.74,413961.1,0.0,755490.84,0.75549084,2229,338.9371197846568,1,,,,,3,,,,,,2017,2318
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500634,Communauté de communes Roche aux Fées Communauté,6,Non,Non,Non,2,Non,35136,Janzé,Commune,213501364,35136,JANZE,Achats et charges externes,1435718.11,346344.61,0.0,1782062.72,1.7820627199999999,8426,211.49569427961072,1,,,,,3,,,,,,2017,8744
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35139,Laillé,Commune,213501398,35139,LAILLE,Achats et charges externes,829832.45,155.43,0.0,829987.88,0.82998788,5168,160.60136996904023,1,,,,,3,,,,,,2017,5276
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35144,Langan,Commune,213501448,35144,LANGAN,Achats et charges externes,125889.56,0.0,0.0,125889.56,0.12588956,936,134.49739316239317,1,,,,,3,,,,,,2017,1094
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,4,Non,Non,Non,3,Non,35150,Lécousse,Commune,213501505,35150,LECOUSSE,Achats et charges externes,603396.02,29772.44,0.0,633168.46,0.6331684599999999,3222,196.5141092489137,1,,,,,3,,,,,,2017,3423
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2,Oui,Non,Non,1,Non,35160,Loutehel,Commune,213501604,35160,LOUTEHEL,Achats et charges externes,72828.33,1699.95,0.0,74528.28,0.07452828,260,286.64723076923076,1,,,,,3,,,,,,2017,245
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35170,Mecé,Commune,213501703,35170,MECE,Achats et charges externes,77928.49,792.77,0.0,78721.26,0.07872126,605,130.11778512396694,1,,,,,3,,,,,,2017,621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,MINIAC-SOUS-BECHEREL,Achats et charges externes,84524.15,0.0,0.0,84524.15,0.08452414999999999,765,110.48908496732025,1,,,,,3,,,,,,2017,812
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,Achats et charges externes,622650.42,0.0,0.0,622650.42,0.62265042,3343,186.2549865390368,1,,,,,3,,,,,,2017,3760
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35190,Monthault,Commune,213501901,35190,MONTHAULT,Achats et charges externes,34967.57,4466.0,0.0,39433.57,0.03943357,278,141.84737410071943,1,,,,,3,,,,,,2017,254
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Achats et charges externes,995092.09,1268121.3,7935.34,2255278.05,2.25527805,7405,304.5615192437542,1,,,,,3,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35200,Moutiers,Commune,213502008,35200,MOUTIERS,Achats et charges externes,116640.9,16805.59,0.0,133446.49,0.13344649,959,139.1517101147028,1,,,,,3,,,,,,2017,936
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35204,Nouvoitou,Commune,213502040,35204,NOUVOITOU,Achats et charges externes,491556.63,88682.95,0.0,580239.58,0.58023958,2899,200.15163159710244,1,,,,,3,,,,,,2017,3613
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,ORGERES,Achats et charges externes,669033.39,808214.0,0.0,1477247.39,1.4772473899999998,4151,355.8774728980968,1,,,,,3,,,,,,2017,5535
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Achats et charges externes,1785686.52,0.0,0.0,1785686.52,1.78568652,11596,153.9915936529838,1,,,,,3,,,,,,2017,12257
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35216,Parthenay-de-Bretagne,Commune,213502164,35216,PARTHENAY-DE-BRETAGNE,Achats et charges externes,234268.42,177839.9,0.0,412108.32,0.41210832000000003,1590,259.18762264150945,1,,,,,3,,,,,,2017,1819
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35230,Poilley,Commune,213502305,35230,POILLEY,Achats et charges externes,73643.55,0.0,0.0,73643.55,0.07364355,394,186.91256345177666,1,,,,,3,,,,,,2017,371
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Non,Non,Non,1,Non,35235,Rannée,Commune,213502354,35235,RANNEE,Achats et charges externes,138446.0,33781.26,0.0,172227.26,0.17222726000000002,1150,149.7628347826087,1,,,,,3,,,,,,2017,1104
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Achats et charges externes,35333181.44,5701901.79,129551.6,40905531.63,40.905531630000006,219370,186.46821183388798,1,,,,,3,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35240,Le Rheu,Commune,213502404,35240,RHEU (LE ),Achats et charges externes,1719782.46,212300.79,0.0,1932083.25,1.93208325,8435,229.0555127445169,1,,,,,3,,,,,,2017,9771
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35245,Romillé,Commune,213502453,35245,ROMILLE,Achats et charges externes,541009.93,67491.7,0.0,608501.63,0.60850163,3953,153.93413356944095,1,,,,,3,,,,,,2017,4196
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35250,Saint-Armel,Commune,213502503,35250,SAINT-ARMEL,Achats et charges externes,279868.52,36012.99,0.0,315881.51,0.31588151000000003,1850,170.74676216216216,1,,,,,3,,,,,,2017,2312
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35266,Saint-Erblon,Commune,213502669,35266,SAINT-ERBLON,Achats et charges externes,533319.12,7390.81,1528.0,539181.93,0.53918193,2829,190.59099681866385,1,,,,,3,,,,,,2017,3542
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Achats et charges externes,768208.52,0.0,0.0,768208.52,0.7682085200000001,4302,178.57008833100883,1,,,,,3,,,,,,2017,5473
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,SAINT-GREGOIRE,Achats et charges externes,2063642.09,1339017.95,0.0,3402660.04,3.40266004,9635,353.1562055007784,1,,,,,3,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Achats et charges externes,2416537.53,794149.43,9861.05,3200825.91,3.2008259100000003,12463,256.82627858461046,1,,,,,3,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,3,Non,Non,Non,1,Non,35310,Saint-Sauveur-des-Landes,Commune,213503105,35310,SAINT-SAUVEUR-DES-LANDES,Achats et charges externes,148782.99,20459.1,0.0,169242.09,0.16924208999999998,1521,111.27027613412228,1,,,,,3,,,,,,2017,1577
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35315,Saint-Sulpice-la-Forêt,Commune,213503154,35315,SAINT-SULPICE-LA-FORET,Achats et charges externes,303141.4,542.0,0.0,303683.4,0.30368340000000005,1422,213.5607594936709,1,,,,,3,,,,,,2017,1539
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,THORIGNE-FOUILLARD,Achats et charges externes,1337740.61,385975.45,0.0,1723716.06,1.72371606,8296,207.77676711668275,1,,,,,3,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,VERGER (LE ),Achats et charges externes,281398.23,0.0,0.0,281398.23,0.28139822999999997,1488,189.11171370967742,1,,,,,3,,,,,,2017,1445
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,VERN-SUR-SEICHE,Achats et charges externes,1568554.98,546563.35,121992.6,1993125.73,1.99312573,8123,245.3681804751939,1,,,,,3,,,,,,2017,8384
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,VEZIN-LE-COQUET,Achats et charges externes,742833.71,0.0,0.0,742833.71,0.74283371,5249,141.51909125547724,1,,,,,3,,,,,,2017,6411
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,PONT-PEAN,Achats et charges externes,749660.61,1798.61,0.0,751459.22,0.75145922,4135,181.73137122128173,1,,,,,3,,,,,,2017,4442
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,NOYAL-CHATILLON-SUR-SEICHE,Achats et charges externes,1039273.29,1233085.34,0.0,2272358.63,2.27235863,7070,321.4085756718529,1,,,,,3,,,,,,2017,7713
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Autres dotations de fonctionnement,4925.0,0.0,0.0,4925.0,0.004925,6574,0.7491633708548828,1,,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,BRUZ,Autres dotations de fonctionnement,19772.0,0.0,0.0,19772.0,0.019772,17863,1.1068689469853887,1,,,,,,,,,,,2017,20118
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35051,Cesson-Sévigné,Commune,213500515,35051,CESSON-SEVIGNE,Autres dotations de fonctionnement,44666.0,0.0,0.0,44666.0,0.044666,17934,2.4905765584922492,1,,,,,,,,,,,2017,18212
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,CHANTEPIE,Autres dotations de fonctionnement,19885.0,0.0,0.0,19885.0,0.019885,10904,1.8236426999266324,1,,,,,,,,,,,2017,10391
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35081,Clayes,Commune,213500812,35081,CLAYES,Autres dotations de fonctionnement,2962.0,0.0,0.0,2962.0,0.002962,778,3.8071979434447303,1,,,,,,,,,,,2017,969
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500782,Communauté d'agglomération du Pays de Saint Malo Agglomération,3,Oui,Non,Non,2,Non,35132,Hirel,Commune,213501323,35132,HIREL,Autres dotations de fonctionnement,4911.0,0.0,0.0,4911.0,0.004911,1391,3.5305535585909418,1,,,,,,,,,,,2017,1415
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200038990,Communauté de communes de Saint-Méen Montauban,4,Oui,Non,Non,1,Non,35135,Irodouër,Commune,213501356,35135,IRODOUER,Autres dotations de fonctionnement,1165.0,0.0,0.0,1165.0,0.001165,2229,0.5226558995065052,1,,,,,,,,,,,2017,2318
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2,Oui,Non,Non,1,Non,35160,Loutehel,Commune,213501604,35160,LOUTEHEL,Autres dotations de fonctionnement,2962.0,0.0,0.0,2962.0,0.002962,260,11.392307692307693,1,,,,,,,,,,,2017,245
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35170,Mecé,Commune,213501703,35170,MECE,Autres dotations de fonctionnement,5669.0,0.0,0.0,5669.0,0.005669,605,9.370247933884297,1,,,,,,,,,,,2017,621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35180,Miniac-sous-Bécherel,Commune,213501802,35180,MINIAC-SOUS-BECHEREL,Autres dotations de fonctionnement,2962.0,0.0,0.0,2962.0,0.002962,765,3.8718954248366013,1,,,,,,,,,,,2017,812
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35189,Montgermont,Commune,213501893,35189,MONTGERMONT,Autres dotations de fonctionnement,2655.0,0.0,0.0,2655.0,0.002655,3343,0.7941968291953335,1,,,,,,,,,,,2017,3760
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35190,Monthault,Commune,213501901,35190,MONTHAULT,Autres dotations de fonctionnement,2962.0,0.0,0.0,2962.0,0.002962,278,10.654676258992806,1,,,,,,,,,,,2017,254
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35196,Mordelles,Commune,213501968,35196,MORDELLES,Autres dotations de fonctionnement,2220.0,0.0,0.0,2220.0,0.00222,7405,0.299797434166104,1,,,,,,,,,,,2017,7783
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Oui,Non,Non,1,Non,35200,Moutiers,Commune,213502008,35200,MOUTIERS,Autres dotations de fonctionnement,6318.0,0.0,0.0,6318.0,0.006318,959,6.588112617309697,1,,,,,,,,,,,2017,936
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35208,Orgères,Commune,213502081,35208,ORGERES,Autres dotations de fonctionnement,2526.0,0.0,0.0,2526.0,0.002526,4151,0.6085280655263792,1,,,,,,,,,,,2017,5535
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35210,Pacé,Commune,213502107,35210,PACE,Autres dotations de fonctionnement,2199.0,0.0,0.0,2199.0,0.002199,11596,0.18963435667471543,1,,,,,,,,,,,2017,12257
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,2,Oui,Non,Non,1,Non,35230,Poilley,Commune,213502305,35230,POILLEY,Autres dotations de fonctionnement,5673.0,0.0,0.0,5673.0,0.005673,394,14.398477157360405,1,,,,,,,,,,,2017,371
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200039022,Communauté d'agglomération Vitré Communauté,3,Non,Non,Non,1,Non,35235,Rannée,Commune,213502354,35235,RANNEE,Autres dotations de fonctionnement,6000.0,0.0,0.0,6000.0,0.006,1150,5.217391304347826,1,,,,,,,,,,,2017,1104
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,10,Non,Non,Oui,2,Oui,35238,Rennes,Commune,213502388,35238,RENNES,Autres dotations de fonctionnement,1173183.0,0.0,0.0,1173183.0,1.173183,219370,5.347964625974381,1,,,,,,,,,,,2017,229178
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35275,Saint-Gilles,Commune,213502750,35275,SAINT-GILLES,Autres dotations de fonctionnement,4074.0,0.0,0.0,4074.0,0.004074,4302,0.9470013947001394,1,,,,,,,,,,,2017,5473
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,4,Non,35278,Saint-Grégoire,Commune,213502784,35278,SAINT-GREGOIRE,Autres dotations de fonctionnement,5598.0,0.0,0.0,5598.0,0.005598,9635,0.5810067462376751,1,,,,,,,,,,,2017,10206
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,SAINT-JACQUES-DE-LA-LANDE,Autres dotations de fonctionnement,2808.0,0.0,0.0,2808.0,0.002808,12463,0.22530690844900908,1,,,,,,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,VERN-SUR-SEICHE,Autres dotations de fonctionnement,7325.0,0.0,0.0,7325.0,0.007325,8123,0.9017604333374369,1,,,,,,,,,,,2017,8384
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,VEZIN-LE-COQUET,Autres dotations de fonctionnement,300.0,0.0,0.0,300.0,0.0003,5249,0.05715374357020385,1,,,,,,,,,,,2017,6411
2020,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,ACIGNE,Dépenses de fonctionnement,4166671.66,561308.5,126441.89,4601538.27,4.60153827,6899,666.9862690244962,1,,4,,,1,2,,,,,2020,7051
2020,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,BECHEREL,Dépenses de fonctionnement,632296.83,0.0,0.0,632296.83,0.6322968299999999,680,929.8482794117647,1,,4,,,1,2,,,,,2020,706
2020,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,BETTON,Dépenses de fonctionnement,9690964.45,397265.37,250000.0,9838229.82,9.83822982,12027,818.0119580942879,1,,4,,,1,2,,,,,2020,12959
2020,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,BOURGBARRE,Dépenses de fonctionnement,2823034.45,0.0,0.0,2823034.45,2.82303445,4188,674.0769937917861,1,,4,,,1,2,,,,,2020,4646
2020,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,BRECE,Dépenses de fonctionnement,1155891.86,616855.99,418300.83,1354447.02,1.35444702,2149,630.2685062819917,1,,4,,,1,2,,,,,2020,2191
