date,adresse,commune,insee,cote_archives,longitude,latitude
1960,36 rue Boulay-Paty,Rennes,35238,744W,-1.687325,48.095198
1969,39 rue Boulay-Paty,Rennes,35238,744W,-1.686725,48.095243
1954,43 rue Boulay-Paty,Rennes,35238,744W,-1.686223,48.095226
1962,46 rue Boulay-Paty,Rennes,35238,744W,-1.686575,48.095201
1969,47 rue Boulay-Paty,Rennes,35238,744W,-1.685892,48.095213
1962,48 rue Boulay-Paty,Rennes,35238,744W,-1.68628,48.09519
1964,49 rue Boulay-Paty,Rennes,35238,744W,-1.685726,48.095208
1970,50 rue Boulay-Paty,Rennes,35238,744W,-1.686112,48.095188
1950,3 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652912,48.123872
1954,4 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652716,48.123756
1956,7 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.65247,48.123794
1953,7 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.65247,48.123794
1959,8 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652396,48.123699
1958,13 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1954,41 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1950,rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1951,rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1953,rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1964,2 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652872,48.123783
1963,4 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652716,48.123756
1959,5 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652697,48.123835
1960,5 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652697,48.123835
1960,6 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652559,48.123729
1956,10 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652241,48.123673
1960,12 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.65209,48.123647
1959,13 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1964,14 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.651789,48.123594
1964,15 rue Bourde-de-la-Rogerie,Rennes,35238,744W,-1.652414,48.12373
1968,10-22 rue du Bourbonnais,Rennes,35238,744W,-1.709591,48.120554
1969,rue du Bourbonnais,Rennes,35238,744W,-1.710354,48.120549
1949,8 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1953,23 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685059,48.120346
1955,27 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.684931,48.120205
1952,28 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.684738,48.119908
1932,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1932,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1952,56 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1934,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1934,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1934,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1934,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1953,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1939,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1952,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1951,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1934,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1933,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1932,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1952,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1939,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1951,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1951,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1931,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1931,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1953,rue Bourgault-Ducoudray boulevard du Maréchal Lattre-de-Tassigny,Rennes,35238,744W,-1.6843655705452,48.1197188966583
1955,1 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685796,48.121172
1957,6 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1957,14 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685692,48.120896
1969,17 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685257,48.120566
1965,18 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685546,48.120728
1971,22 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685406,48.120571
1966,23 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685059,48.120346
1960,24 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685336,48.120492
1970,17 impasse Aline-Landais,Rennes,35238,743W,-1.69105379999996,48.1134309
1955,25 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685003,48.120285
1960,29 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.684859,48.120126
1961,30 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.68465,48.119854
1959,31 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.684716,48.120014
1960,31 rue Bourgault-Ducoudray,Rennes,35238,744W,-1.684716,48.120014
1955,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1963,rue Bourgault-Ducoudray,Rennes,35238,744W,-1.685277,48.12055
1962,40 avenue de Bréquigny,Rennes,35238,744W,-1.691928,48.086613
1962,20 avenue de Bréquigny,Rennes,35238,744W,-1.691642,48.088212
1962,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1962,avenue de Bréquigny boulevard Albert-1er,Rennes,35238,744W,-1.68317,48.089552
1962,10 avenue de Bréquigny,Rennes,35238,744W,-1.691465,48.089174
1962,32 avenue de Bréquigny,Rennes,35238,744W,-1.691805,48.087277
1963,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1963,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1963,42 avenue de Bréquigny,Rennes,35238,744W,-1.691949,48.086478
1963,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1963,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1965,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1964,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1965,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1964,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1964,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1966,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1965,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1964,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1965,avenue de Bréquigny boulevard Albert-1er,Rennes,35238,744W,-1.68317,48.089552
1964,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1965,avenue de Bréquigny boulevard Albert-1er,Rennes,35238,744W,-1.68317,48.089552
1964,4 avenue de Bréquigny,Rennes,35238,744W,-1.691382,48.089609
1965,44 avenue de Bréquigny,Rennes,35238,744W,-1.691978,48.086334
1967,16 avenue de Bréquigny,Rennes,35238,744W,-1.691548,48.088719
1968,38 avenue de Bréquigny,Rennes,35238,744W,-1.691898,48.086768
1969,48 avenue de Bréquigny,Rennes,35238,744W,-1.692036,48.086024
1969,50 avenue de Bréquigny,Rennes,35238,744W,-1.692086,48.085773
1967,avenue de Bréquigny,Rennes,35238,744W,-1.69174,48.087655
1936,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1937,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1939,rue de Brest boulevard Marbeuf,Rennes,35238,744W,-1.704075,48.111086
1948,rue de Brest boulevard Marbeuf,Rennes,35238,744W,-1.704075,48.111086
1939,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1949,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1949,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1952,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1950,12 rue de Brest,Rennes,35238,744W,-1.688581,48.112038
1952,13 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1948,16 rue de Brest,Rennes,35238,744W,-1.689678,48.111745
1953,31 rue de Brest,Rennes,35238,744W,-1.695391,48.112925
1951,43 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1950,43 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1953,49 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1951,55 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1937,56 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1948,70 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1934,77 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1951,94 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1954,116 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1948,147 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1948,151 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1952,151 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1949,152 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1936,153 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1950,154 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1936,186 rue de Brest,Rennes,35238,744W,-1.697017,48.113701
1936,200 rue de Brest,Rennes,35238,744W,-1.698028,48.113994
1957,85-87 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1957,156-176 rue de Brest,Rennes,35238,744W,-1.696242,48.113464
1960,196 rue de Brest,Rennes,35238,744W,-1.69773,48.11391
1958,214 rue de Brest,Rennes,35238,744W,-1.698921,48.114254
1963,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1963,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1963,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1963,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1960,152 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1961,152 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1960,174-174bis rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1964,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1964,1 rue de Brest,Rennes,35238,744W,-1.688615,48.111798
1964,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1964,147 rue de Brest,Rennes,35238,744W,-1.692988,48.112777
1964,182 rue de Brest,Rennes,35238,744W,-1.696659,48.113592
1964,208 rue de Brest,Rennes,35238,744W,-1.698569,48.114158
1964,rue de Brest,Rennes,35238,744W,-1.692988,48.112777
sans date,place de l'Abattoir,Rennes,35238,743W,-1.682724,48.113239
1909,rue de l'Abattoir,Rennes,35238,743W,-1.675587,48.098544
1921,12 rue de l'Abattoir,Rennes,35238,743W,-1.677282,48.103979
1929,12 rue de l'Abattoir,Rennes,35238,743W,-1.677282,48.103979
1929,12 rue de l'Abattoir,Rennes,35238,743W,-1.677282,48.103979
1939,12 rue de l'Abattoir,Rennes,35238,743W,-1.677282,48.103979
1942,3 rue de l'Abattoir,Rennes,35238,743W,-1.677148,48.104199
1947,5 rue de l'Abattoir,Rennes,35238,743W,-1.677075,48.104014
1957,4 rue de l'Abattoir,Rennes,35238,743W,-1.677129,48.104223
1959,21 rue de l'Abattoir,Rennes,35238,743W,-1.65854,48.100515
1960,12 rue de l'Abattoir,Rennes,35238,743W,-1.677282,48.103979
1961,7 rue de l'Abattoir,Rennes,35238,743W,-1.6769,48.103762
1971,rue Abbé Huet,Rennes,35238,743W,-1.702357,48.122898
1964,rue Abbé-Jarry,Rennes,35238,743W,-1.672217,48.127439
1963,5 rue Abbé-Jarry,Rennes,35238,743W,-1.67219,48.127533
sans date,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
sans date,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
sans date,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
sans date,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
sans date,rue Alain-Bouchart rue Ange-Blaise,Rennes,35238,743W,-1.68318539857864,48.0997249799306
1908,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1908,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1908,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1908,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1909,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1910,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1910,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1910,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1911,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1911,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1911,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1911,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1912,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1912,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1913,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1913,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1913,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1914,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1922,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1923,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1925,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1927,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1928,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1950,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1952,rue Alain-Bouchart rue Louis-Tiercelin,Rennes,35238,743W,-1.683318,48.09908
1928,5 rue Alain-Bouchart,Rennes,35238,743W,-1.682928,48.100908
sans date,5 rue Alain-Bouchart,Rennes,35238,743W,-1.682928,48.100908
1926,5 rue Alain-Bouchart,Rennes,35238,743W,-1.682928,48.100908
1937,5 rue Alain-Bouchart,Rennes,35238,743W,-1.682928,48.100908
1954,6 rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
sans date,6 rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1936,9 rue Alain-Bouchart,Rennes,35238,743W,-1.682919,48.100718
1947,9 rue Alain-Bouchart,Rennes,35238,743W,-1.682919,48.100718
1953,10-12 rue Alain-Bouchart,Rennes,35238,743W,-1.683068,48.100704
1953,11 rue Alain-Bouchart,Rennes,35238,743W,-1.682937,48.100588
1955,11 rue Alain-Bouchart,Rennes,35238,743W,-1.682937,48.100588
1955,11 rue Alain-Bouchart,Rennes,35238,743W,-1.682937,48.100588
1955,12 rue Alain-Bouchart,Rennes,35238,743W,-1.683068,48.100704
1948,18 rue Alain-Bouchart,Rennes,35238,743W,-1.683199,48.099957
1932,21 rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1930,21 rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1952,22 rue Alain-Bouchart,Rennes,35238,743W,-1.683282,48.099527
1950,24 rue Alain-Bouchart,Rennes,35238,743W,-1.683299,48.099445
1951,24 rue Alain-Bouchart,Rennes,35238,743W,-1.683299,48.099445
1931,29 rue Alain-Bouchart,Rennes,35238,743W,-1.683215,48.099128
1954,32 rue Alain-Bouchart rue Ginguené,Rennes,35238,743W,-1.683386,48.098999
1953,35 rue Alain-Bouchart,Rennes,35238,743W,-1.683297,48.098728
sans date,37 rue Alain-Bouchart,Rennes,35238,743W,-1.683313,48.098648
1921,40 rue Alain-Bouchart,Rennes,35238,743W,-1.683498,48.098418
sans date,44 rue Alain-Bouchart,Rennes,35238,743W,-1.68353,48.098242
1930,53 rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1911,54 rue Alain-Bouchart,Rennes,35238,743W,-1.683624,48.097797
1955,59 rue Alain-Bouchart,Rennes,35238,743W,-1.683532,48.097543
1955,61 rue Alain-Bouchart,Rennes,35238,743W,-1.683548,48.097472
1938,63 rue Alain-Bouchart,Rennes,35238,743W,-1.683563,48.09739
1959,rue Alain-Bouchart rue Louis-Tiercelin,Rennes,35238,743W,-1.683318,48.09908
1961,5 rue Alain-Bouchart,Rennes,35238,743W,-1.682928,48.100908
1963,13 rue Alain-Bouchart,Rennes,35238,743W,-1.682962,48.100463
1967,16 rue Alain-Bouchart,Rennes,35238,743W,-1.683189,48.100019
1963,18bis rue Alain-Bouchart,Rennes,35238,743W,-1.683215,48.099864
1956,20 rue Alain-Bouchart,Rennes,35238,743W,-1.683262,48.099625
1965,27bis rue Alain-Bouchart,Rennes,35238,743W,-1.683204,48.099191
1962,28 rue Alain-Bouchart,Rennes,35238,743W,-1.683347,48.099184
1965,30 rue Alain-Bouchart,Rennes,35238,743W,-1.683364,48.099102
1963,36 rue Alain-Bouchart,Rennes,35238,743W,-1.683461,48.098593
1971,37 rue Alain-Bouchart,Rennes,35238,743W,-1.683313,48.098648
1968,38 rue Alain-Bouchart,Rennes,35238,743W,-1.683482,48.098504
1965,40 rue Alain-Bouchart,Rennes,35238,743W,-1.683498,48.098418
1961,46 rue Alain-Bouchart,Rennes,35238,743W,-1.683552,48.098144
1969,46 rue Alain-Bouchart,Rennes,35238,743W,-1.683552,48.098144
1963,50 rue Alain-Bouchart,Rennes,35238,743W,-1.683582,48.097968
1958,59 rue Alain-Bouchart,Rennes,35238,743W,-1.683532,48.097543
1957,64 rue Alain-Bouchart,Rennes,35238,743W,-1.683715,48.097305
1957,66 rue Alain-Bouchart,Rennes,35238,743W,-1.683755,48.097112
1959,66 rue Alain-Bouchart,Rennes,35238,743W,-1.683755,48.097112
1970,66 rue Alain-Bouchart,Rennes,35238,743W,-1.683755,48.097112
1961,rue Alain-Bouchart,Rennes,35238,743W,-1.683318,48.09908
1921,Impasse Alain-Fergent,Rennes,35238,743W,-1.686146,48.113704
1921,Impasse Alain-Fergent,Rennes,35238,743W,-1.686146,48.113704
1957,Impasse Alain-Fergent,Rennes,35238,743W,-1.686146,48.113704
1954,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1956,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1957,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1957,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1958,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1960,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1957,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1963,rue Alain-Gerbault,Rennes,35238,743W,-1.669498,48.107565
1964,5 place Albert-Aubry,Rennes,35238,743W,-1.673309,48.10582
1967,place Albert-Bayet,Rennes,35238,743W,-1.692969,48.085181
1969,1 place Albert-Bayet,Rennes,35238,743W,-1.692848,48.085594
1959,49 place Albert-Briand,Rennes,35238,743W,-1.665088,48.088747
1959,51 place Albert-Briand,Rennes,35238,743W,-1.665092,48.088664
1960,4 place Albert-Briand,Rennes,35238,743W,-1.665188,48.09044
1960,6 place Albert-Briand,Rennes,35238,743W,-1.665196,48.090283
1967,19 place Albert-Briand,Rennes,35238,743W,-1.665039,48.090172
1968,2 place Albert-Briand,Rennes,35238,743W,-1.66519,48.090605
1960,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1961,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1961,74 boulevard Albert-Burloud,Rennes,35238,743W,-1.65543,48.120793
1960,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1966,15 boulevard Albert-Burloud,Rennes,35238,743W,-1.66056,48.121581
1966,19 boulevard Albert-Burloud,Rennes,35238,743W,-1.660196,48.121511
1961,66 boulevard Albert-Burloud,Rennes,35238,743W,-1.655894,48.120647
1963,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1969,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1963,boulevard Albert-Burloud,Rennes,35238,743W,-1.659677,48.121301
1935,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1949,16 rue Albert-de-Mun,Rennes,35238,743W,-1.665245,48.101367
1949,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1951,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1952,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1952,32 rue Albert-de-Mun,Rennes,35238,743W,-1.66478,48.100117
1952,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1952,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1953,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1953,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1953,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1954,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1954,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1955,19 rue Albert-de-Mun,Rennes,35238,743W,-1.665098,48.101302
1955,25 rue Albert-de-Mun,Rennes,35238,743W,-1.664999,48.101035
1955,19 rue Albert-de-Mun,Rennes,35238,743W,-1.665098,48.101302
1956,17 rue Albert-de-Mun,Rennes,35238,743W,-1.66514,48.101415
1957,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1957,rue Albert-de-Mun-rue de la Caliorne,Rennes,35238,743W,-1.66485,48.100424
1957,21 rue Albert-de-Mun,Rennes,35238,743W,-1.665068,48.101221
1957,27 rue Albert-de-Mun,Rennes,35238,743W,-1.664969,48.100958
1958,29 rue Albert-de-Mun,Rennes,35238,743W,-1.664935,48.100869
1959,rue Albert-de-Mun- rue de la Caliorne,Rennes,35238,743W,-1.66485,48.100424
1960,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1961,21 rue Albert-de-Mun,Rennes,35238,743W,-1.665068,48.101221
1961,27 rue Albert-de-Mun,Rennes,35238,743W,-1.664969,48.100958
1964,rue Albert-de-Mun,Rennes,35238,743W,-1.66485,48.100424
1964,34 rue Albert-de-Mun,Rennes,35238,743W,-1.66472,48.099954
1965,34 rue Albert-de-Mun,Rennes,35238,743W,-1.66472,48.099954
1966,16 rue Albert-de-Mun,Rennes,35238,743W,-1.665245,48.101367
1959,rue Albert-Martin,Rennes,35238,743W,-1.666901,48.101411
1961,rue Albert-Martin,Rennes,35238,743W,-1.666901,48.101411
1963,7 rue Albert-Martin,Rennes,35238,743W,-1.666721,48.101153
1965,11 rue Albert-Martin,Rennes,35238,743W,-1.666995,48.101074
1965,12 rue Albert-Martin,Rennes,35238,743W,-1.666945,48.101538
1966,10 rue Albert-Martin,Rennes,35238,743W,-1.666998,48.101671
1966,10 rue Albert-Martin,Rennes,35238,743W,-1.666998,48.101671
1966,18 rue Albert-Martin,Rennes,35238,743W,-1.667051,48.101145
1971,11 rue Albert-Martin,Rennes,35238,743W,-1.666995,48.101074
1959,15 rue Albert-Gérard,Rennes,35238,743W,-1.667467,48.089375
1959,17 rue Albert-Gérard,Rennes,35238,743W,-1.667471,48.089278
1959,25 rue Albert-Gérard,Rennes,35238,743W,-1.667488,48.08886
1960,19 rue Albert-Gérard,Rennes,35238,743W,-1.667476,48.089163
1961,13 rue Albert-Gérard,Rennes,35238,743W,-1.667464,48.089483
1961,11 rue Albert-Gérard,Rennes,35238,743W,-1.66746,48.089579
1963,5 rue Albert-Gérard,Rennes,35238,743W,-1.667448,48.089901
1963,7 rue Albert-Gérard,Rennes,35238,743W,-1.667452,48.089799
1964,3 rue Albert-Gérard,Rennes,35238,743W,-1.667445,48.09
1912,chemin de la Goupillais,Rennes,35238,743W,-1.67276,48.090542
1927,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1928,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1931,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1933,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1933,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1936,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1937,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1939,boulevard Albert-1er rue Guynemer,Rennes,35238,743W,-1.68317,48.089552
1939,boulevard Albert-1er rue Guynemer,Rennes,35238,743W,-1.68317,48.089552
1939,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1940,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1941,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1942,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1946,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1946,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1947,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1947,1 rue Louise-de-Bettignies,Rennes,35238,743W,-1.69012710000004,48.0921241
1948,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1948,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1948,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1950,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1950,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,1 rue Capitaine-Gaston-Duché-de-Bricourt,Rennes,35238,743W,-1.68788596987724,48.0904295663335
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1951,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1952,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1952,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1952,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1952,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
1953,boulevard Albert-1er,Rennes,35238,743W,-1.68317,48.089552
