site_id,site_nom,site_type,site_adresse,site_identif_date,site_actu_date,site_url,site_ademe_url,site_securite,site_occupation,site_statut,site_projet_url,site_reconv_annee,site_reconv_type,activite_libelle,activite_code,activite_fin_annee,comm_nom,comm_insee,bati_type,bati_nombre,bati_surface,bati_pollution,bati_vacance,bati_patrimoine,bati_etat,local_ancien_annee,local_recent_annee,proprio_type,proprio_personne,proprio_nom,sol_pollution_annee,sol_pollution_existe,sol_pollution_origine,sol_pollution_commentaire,sol_depollution_fiche,unite_fonciere_surface,unite_fonciere_refcad,urba_zone_type,urba_zone_lib,urba_zone_formdomi,urba_doc_type,desserte_distance,desserte_commentaire,source_nom,source_url,source_producteur,source_contact,geompoint,geomsurf
35238_19491,"GARDAN Arsène, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501233,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,RENNES,35238,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1954,1954,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,304,{35238000CS0291},U,UE2c - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.656624 48.0938),NA
35245_19476,"TENOT SARL,  dépôt de fuel",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503680,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,ROMILLE,35245,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1992,1992,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,913,{35245000AD0862},U,UC1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.89189 48.21235),NA
35047_9072,"DARVES/ VASSAL/ PIGNON Daniel, garage et carrosserie",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501867,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Carrosserie, atelier d'application de peinture sur métaux, PVC, résines, platiques (toutes pièces de carénage, internes ou externes, pour véhicules...)",NA,NA,BRUZ,35047,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1800,1880,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,4293,"{35047000BW0026,35047000BW0027}",U,UE2b - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.727439 48.02916),NA
35132_1566,"HARDY Bernard, garage et DLI",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501575,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,HIREL,35132,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1850,1850,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,439,{35132000ZK0011},N,N - N : zone naturelle,NA,PLU,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.795201 48.60617),NA
35136_19276,"RUAUD Armand, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501024,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,JANZE,35136,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1950,1950,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,155,"{35136000AH0530,35136000AH0531}",U,"UD - UD : Zone mixte de développement périphérique (type collectif), avec commerces et bureaux le cas échéant",NA,PLU,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.506035 47.96211),NA
35136_5884,"POMMIER Christian / VIGNIER / RIDARD, garage et station service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3506008,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,JANZE,35136,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1830,1830,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,345,{35136000AC0144},U,UC - UC : Zone centrale urbaine d'habitat traditionnel,NA,PLU,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.500972 47.96103),NA
35196_37371,Ferme Piolain,inconnu,NA,2025-11-14,NA,NA,NA,NA,NA,friche avec projet,NA,NA,NA,NA,NA,NA,Mordelles,35196,NA,5,NA,NA,NA,NA,NA,1870,2016,NA,autre,NA,NA,inconnu,NA,NA,NA,22171,"{35196000AI0316,35196000AR0001,35196000AR0002,35196000AR0004,35196000AR0005,35196000AR0006,35196000AR0007,35196000AR0009,35196000AR0012,35196000AR0222,35196000AR0230,35196000AR0233}",U,UO1 - ,NA,PLUI,NA,NA,NA,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.83929 48.07619),NA
35310_8550,"BINOIS MENUISERIE SARL, traitement du bois",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503817,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Imprégnation du bois ou application de peintures et vernis...,NA,NA,SAINT-SAUVEUR-DES-LANDES,35310,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1991,1991,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,1339,"{35310000AB0191,35310000AB0192,35310000AB0297}",U,UEa - Zone urbaine équipée ou en voie d'équipement constituant l'extension du centre ancien (Avec règles spécifiques),NA,PLU,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.315583 48.34223),NA
35363_1201,"FEUVREL Jean, dépôt de liquides inflammables et livraison de fuel et charbon",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500997,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,PONT-PEAN,35363,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1850,1850,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,812,"{35363000AJ0370,35363000AJ0371}",U,UA1b - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.703901 48.0148),NA
35278_19570,"BOIRON LABORATOIRES, fabrique de médicaments",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503818,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication de produits pharmaceutiques de base et laboratoire de recherche,NA,NA,SAINT-GREGOIRE,35278,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1980,1980,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,10182,"{35278000AW0022,35278000AW0037,35278000AW0039,35278000AW0041}",N,Ne - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.68205 48.14271),NA
35278_19578," Ph. GOETZMANN Sté Ateliers, station service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500707,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,SAINT-GREGOIRE,35278,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1800,1954,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,616,{35278000BI0092},U,UA1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.656073 48.14845),NA
35281_19481,"ALLAIRE, fabrique d'allumettes",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500054,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Fabrication de produits explosifs et inflammables (allumettes, feux d'artifice, poudre,...)",NA,NA,SAINT-JACQUES-DE-LA-LANDE,35281,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1963,1963,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,563,{35281000AC0084},U,UD2d(d) - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.693649 48.08953),NA
35235_12134,Appel à projet Recyclage Foncier 2021 2nde édition (Dossier N° 5636961) - Bretagne - 35 - Ille-et-Vilaine - Rannée (35130) - friche: Lotissement de la Croix de la Barre (Ex ZA de la Croix de la Barre),friche d'habitat,NA,2021-12-01,2021-12-01,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,"Dernière vente de lot en 2008, puis au 01/01/2017 décision de Vitré communauté de ne pas intégrer cette zone au niveau intercommunautaire lors de la prise de compétence économique.  Viabilisation en 2008, vente d’un lot en 2008, création sur un deuxième de l’Atelier communal en 2009.",NA,NA,RANNEE,35235,inconnu,8,NA,inconnu,inconnu,inconnu,inconnu,NA,2004,NA,autre,COMMUNE DE RANNEE|FP2M|LA CROIX DE LA BARRE|LA FONTENELLE|LEFEBVRE|SARL DESMOTS RACINEUX BESNARD|_X_,NA,inconnu,inconnu,NA,NA,142917,"{35235000AB0155,35235000AB0170,35235000AB0111,35235000AB0114,35235000AB0121,35235000AB0124,35235000AB0125,35235000AB0156,35235000AB0157,35235000AB0158,35235000AB0159,35235000AB0160,35235000AB0162,35235000AB0167,35235000AB0168,35235000AB0169,35235000AB0171,35235000AB0172,35235000AB0119,35235000AB0163,35235000AB0166,35235000AB0126,35235000AB0127,35235000AB0128,35235000AB0020,35235000AB0096,35235000AB0161,35235000AB0164,35235000AB0165,35235000AB0021,35235000WB0221,35235000ZB0027,35235000AB0016,35235000AB0017,35235000AB0018,35235000AB0106,35235000AB0110,35235000AB0112,35235000AB0113,35235000AB0117}",U,U - ,Mixte habitat/activité,PLU,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.237415 47.92985),NA
35058_19673,"FLAGEUL Claude, carosserie peinture automobile",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503122,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Carrosserie, atelier d'application de peinture sur métaux, PVC, résines, platiques (toutes pièces de carénage, internes ou externes, pour véhicules...)",NA,NA,LA CHAPELLE-CHAUSSEE,35058,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,66686,"{350580000C0732,350580000C0750,350580000C0751,350580000C0752,350580000C0753,350580000C0754,350580000C0755,350580000C0756,350580000C0757,350580000C0799,350580000C0800,350580000C0810,350580000C0812}",A,A - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.894805 48.25569),NA
35055_19443,JOUNO Fils EARL,inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503481,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,CHANTEPIE,35055,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,63144,"{350550000B0252,350550000B0852,350550000B0854,350550000B0856,350550000B0858,350550000B0864,350550000B0866,350550000B0911,350550000B0913}",A,A - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.574431 48.07531),NA
35334_8686,"GUILLON PERE ET FIL SA, vernissage du bois par pulverisation",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501427,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Imprégnation du bois ou application de peintures et vernis...,NA,NA,THORIGNE-FOUILLARD,35334,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,43706,"{35334000AX0002,35334000AX0003}",N,N - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.568081 48.16294),NA
35240_13761,35240_13761,inconnu,NA,2022-10-10,2022-10-10,https://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3505007,NA,inconnu,inconnu,friche sans projet,NA,NA,NA,NA,NA,NA,LE RHEU,35240,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,137134,"{35240000AE0011,35240000AE0012,35240000AE0023,35240000AE0024,35240000AE0025,35240000AE0105,35240000AE0138}",N,Nc - ,NA,PLUI,NA,NA,Friche étude Ademe 2021,NA,Friche étude Ademe 2021,NA,POINT (-1.754341 48.09648),NA
35150_19813,"Commune de Fougères, dépôt d'OM",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500710,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Collecte et stockage des déchets non dangereux dont les ordures ménagères (décharge d'O.M. ; déchetterie),NA,NA,LECOUSSE,35150,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,NA,personne physique,Nom anonymisé,NA,inconnu,inconnu,NA,NA,9252,{35273000ZT0020},N,"N - Zone correspondant aux parties du territoire à dominante naturelle. Cette zone est à protéger en raison soit de la qualité des sites, des milieux naturels, des paysages et de leur intérêt",NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.203248 48.3866),NA
35088_6042,"CHATEL André/ POIGNAND P, station service",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500662,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,CORPS-NUDS,35088,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,0,0,G2a,personne morale,LES COP DU 16 RUE DE RENNES,NA,inconnu,inconnu,NA,NA,619,{35088000AC0283},U,UO1 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.587617 47.97897),NA
35180_1948,"JEHANNIN, fabrique d'engrais",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3500469,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication de produits azotés et d'engrais,NA,NA,MINIAC-SOUS-BECHEREL,35180,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,G1a,personne morale,THEODORE BOTREL,NA,inconnu,inconnu,NA,NA,3491,{351800000A0850},N,N - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.936424 48.29629),NA
35120_9046,"CAPR, depot de gaz combustible liquéfié",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503769,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,GEVEZE,35120,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,0,0,A1f,personne morale,SOCIETE COOPERATIVE AGRICOLE LE GOUESSANT,NA,inconnu,inconnu,NA,NA,2257,{35120000AN0012},U,UI2 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.79699 48.22683),NA
35135_32166,Réhabilitation du Presbytère,inconnu,Rue du stade,2024-12-19,2024-12-19,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,NA,NA,NA,IRODOUER,35135,inconnu,1,NA,inconnu,inconnu,présence d'un bâtiment classé,inconnu,1800,1800,P5a,personne morale,COMMUNE DE IRODOUER,NA,pollution inexistante,inconnu,NA,NA,13965,"{35135000AB0294,35135000AB0365,35135000AB0385,35135000AB0484,35135000AB0518}",U,UE - EXTENSIONS DU CENTRE ANCIEN,NA,PLU,NA,NA,urban vitaliz,NA,urbanvitaliz,NA,POINT (-1.948854 48.24947),NA
35135_36102,Réhabilitation du Presbytère,autre,Rue du stade,2025-11-14,NA,NA,NA,NA,NA,friche sans projet,NA,NA,mixte,NA,NA,NA,IRODOUER,35135,NA,1,NA,NA,NA,NA,NA,1800,1800,P5a,personne morale,COMMUNE DE IRODOUER,NA,pollution inexistante,NA,NA,NA,13965,"{35135000AB0294,35135000AB0365,35135000AB0385,35135000AB0484,35135000AB0518}",U,UE - EXTENSIONS DU CENTRE ANCIEN,NA,PLU,NA,NA,NA,NA,urbanvitaliz,NA,POINT (-1.948854 48.24947),NA
35136_10739,Appel à projet Recyclage Foncier 2021 3ième édition (Dossier N° 8556200) - Bretagne - 35136 - friche: Maison Civet,autre,NA,2021-12-01,2022-05-14,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,"ancien carrossier / garage automobile (M. Civet), laissé à l'abandon une fois l'activité cessée. terrains achetés par la ville en 2004-2008 pour y construire du logement social, mais le projet a été abandonné une fois l'étendue des coûts de dépollution connu.  Le hangar est depuis utilisé en lieu de stockage par les services techniques. Depuis 2019, ce site connait des épisodes ponctuels de squat (intervention des forces de l'ordre en 2020)",NA,2000,JANZE,35136,inconnu,3,NA,amiante,inconnu,aucun,inconnu,1925,1925,S2b,personne morale,CENTRE COMMUNAL D'ACTION SOCIALE,NA,pollution inexistante,inconnu,NA,NA,947,"{35136000AC0477,35136000AC0478}",U,"UOr - UOr : Zone urbaine opérationnelle destinée essentiellement à l'habitat, aux services et activités compatibles",NA,PLU,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.493173 47.9632),NA
35001_19325,"PINEL Jean, garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503002,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,ACIGNE,35001,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2013,2013,G2c,personne morale,LES COPS AB 1479,NA,inconnu,inconnu,NA,NA,1168,{35001000AB1479},U,UC2 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.532962 48.13336),NA
35022_19728,"ROCHARD / FABRO / LEPINE  ,Station service et garage",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503034,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Garages, ateliers, mécanique et soudure",NA,NA,BECHEREL,35022,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1929,1929,G1a,personne morale,SCI BORDAIS,NA,inconnu,inconnu,NA,NA,1122,"{35022000AB0717,35022000AB0719,35022000AB0721,35022000AB0722,35022000AB0725,35022000AB0726}",U,UD2b(d) - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.942902 48.29767),NA
35024_887,ENOCK Michel / QUELIER / DLI,inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504548,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,BETTON,35024,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,0,0,P5a,personne morale,COMMUNE DE BETTON,NA,inconnu,inconnu,NA,NA,2627,{35024000AL0039},U,UD2a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.633387 48.18124),NA
35039_19508,"FUJI / BILOOK-WORLD STE, ICOLO France STE fabrication et travail du verre ; traitement de photos, stockage de gaz combustibles liquéfiés",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503072,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Stockage de produits chimiques (minéraux, organiques, notamment  ceux qui ne sont pas associés à leur fabrication, ...)",NA,NA,BRECE,35039,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2019,2019,F7d,personne morale,BATIROC BRETAGNE - PAYS DE LOIRE,NA,inconnu,inconnu,NA,NA,19844,{35039000AC0013},U,UI1d - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.480778 48.10396),NA
35039_19509,"FUJI, traitement de photo",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3506012,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Fabrication d'autres produits chimiques n.c.a.,NA,NA,BRECE,35039,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,1990,1990,G1a,personne morale,SCI LA REBELLE,NA,inconnu,inconnu,NA,NA,6267,{35039000AC0014},U,UI1d - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.481965 48.10377),NA
35047_19387,"CARADEC, groupement des Producteurs d'oeufs d'Ille et Vilaine, dépôts de carburant",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501750,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Commerce de gros, de détail, de désserte de carburants en magasin spécialisé (station service  de toute capacité de stockage)",NA,NA,BRUZ,35047,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,0,0,G1a,personne morale,TS LAVOISIER,NA,inconnu,inconnu,NA,NA,31174,"{35047000BO0137,35047000BO0138}",U,UI1a - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.743063 48.03464),NA
35051_19546,"ESPACE 3 SA, application de peinture",inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3503893,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,"Traitement et revêtement des métaux (traitement de surface, sablage et métallisation, traitement électrolytique, application de vernis et peintures)",NA,NA,CESSON-SEVIGNE,35051,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,2010,2010,F1a,personne morale,SA D'HLM  AIGUILLON CONSTRUCTION,NA,inconnu,inconnu,NA,NA,1170,{35051000AV0097},U,UC2 - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.619176 48.11346),NA
35059_920,DECHARGE AUTRE,inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3504668,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Collecte et stockage des déchets non dangereux dont les ordures ménagères (décharge d'O.M. ; déchetterie),NA,NA,LA CHAPELLE-DES-FOUGERETZ,35059,inconnu,0,NA,inconnu,inconnu,inconnu,inconnu,NA,NA,P5a,personne morale,COMMUNE DE LA CHAPELLE DES FOUGERETZ,NA,pollution supposée,inconnu,NA,NA,6987,"{35059000AP0094,35059000AP0095}",N,N - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.747194 48.16526),NA
35066_12139,Appel à projet Recyclage Foncier 2021 2nde édition (Dossier N° 5317689) - Bretagne - 35 - Ille-et-Vilaine - Chartres-de-Bretagne (35131) - friche: Site Ferrage - usine Stellantis Rennes La Janais,friche industrielle,NA,2021-12-01,2021-12-01,NA,NA,inconnu,inconnu,friche avec projet,NA,NA,NA,"Site bâti et exploité par Citroën, puis PSA et aujourd'hui Stellantis de 1957 jusqu'à fin 2019, date de transfert de l'activité ferrage dans les bâtiment riverains. le site est vacant depuis cette date. Référence Fiche Détaillée Basias - BRE3503904",NA,NA,CHARTRES-DE-BRETAGNE,35066,inconnu,2,NA,inconnu,inconnu,inconnu,inconnu,2021,2021,F2a,personne morale,ETABLISSEMENT PUBLIC FONCIER BRETAGNE,NA,inconnu,inconnu,NA,NA,2663065,{35066000AB0073},U,UI1i - ,NA,PLUI,NA,NA,Appel à projet Fonds Friches,https://www.economie.gouv.fr/plan-de-relance/profils/collectivites/fonds-pour-le-recyclage-des-friches,Appel à projet Fonds Friches,NA,POINT (-1.702716 48.06173),NA
35238_14217,Teinturerie Nouvelle,inconnu,NA,2022-10-10,2022-10-10,http://fiches-risques.brgm.fr/georisques/basias-detaillee/BRE3501263,NA,inconnu,inconnu,friche potentielle,NA,NA,NA,Dépôt de liquides inflammables (D.L.I.),NA,NA,RENNES,35238,inconnu,1,NA,inconnu,inconnu,inconnu,inconnu,1650,1650,P5a,personne morale,COMMUNE DE RENNES,NA,inconnu,inconnu,NA,NA,16318,"{35238000AB0295,35238000AB0657,35238000AB0819,35238000AB0820,35238000AB0821,35238000AB0830,35238000AB0840,35238000AB0885,35238000AB0888,35238000AB0890,35238000AB0894,35238000AB0895,35238000AB0897,35238000AB0900}",N,Ne - ,NA,PLUI,NA,NA,Site Basias ou Basol non vérifié par le Cerema,https://www.data.gouv.fr/fr/datasets/inventaire-des-sites-pollues/,lou dupont,NA,POINT (-1.678969 48.12022),NA
