Code département,Libellé département,Code commune,Libellé commune,Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Numéro de panneau 1,Nuance candidat 1,Nom candidat 1,Prénom candidat 1,Sexe candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Elu 1,Numéro de panneau 2,Nuance candidat 2,Nom candidat 2,Prénom candidat 2,Sexe candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Elu 2,Numéro de panneau 3,Nuance candidat 3,Nom candidat 3,Prénom candidat 3,Sexe candidat 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Elu 3,Numéro de panneau 4,Nuance candidat 4,Nom candidat 4,Prénom candidat 4,Sexe candidat 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Elu 4,Numéro de panneau 5,Nuance candidat 5,Nom candidat 5,Prénom candidat 5,Sexe candidat 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Elu 5,Numéro de panneau 6,Nuance candidat 6,Nom candidat 6,Prénom candidat 6,Sexe candidat 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Elu 6,Numéro de panneau 7,Nuance candidat 7,Nom candidat 7,Prénom candidat 7,Sexe candidat 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Elu 7,Numéro de panneau 8,Nuance candidat 8,Nom candidat 8,Prénom candidat 8,Sexe candidat 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Elu 8,Numéro de panneau 9,Nuance candidat 9,Nom candidat 9,Prénom candidat 9,Sexe candidat 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Elu 9,Numéro de panneau 10,Nuance candidat 10,Nom candidat 10,Prénom candidat 10,Sexe candidat 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Elu 10,Numéro de panneau 11,Nuance candidat 11,Nom candidat 11,Prénom candidat 11,Sexe candidat 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,Elu 11,Numéro de panneau 12,Nuance candidat 12,Nom candidat 12,Prénom candidat 12,Sexe candidat 12,Voix 12,% Voix/inscrits 12,% Voix/exprimés 12,Elu 12,Numéro de panneau 13,Nuance candidat 13,Nom candidat 13,Prénom candidat 13,Sexe candidat 13,Voix 13,% Voix/inscrits 13,% Voix/exprimés 13,Elu 13,Numéro de panneau 14,Nuance candidat 14,Nom candidat 14,Prénom candidat 14,Sexe candidat 14,Voix 14,% Voix/inscrits 14,% Voix/exprimés 14,Elu 14,Numéro de panneau 15,Nuance candidat 15,Nom candidat 15,Prénom candidat 15,Sexe candidat 15,Voix 15,% Voix/inscrits 15,% Voix/exprimés 15,Elu 15,Numéro de panneau 16,Nuance candidat 16,Nom candidat 16,Prénom candidat 16,Sexe candidat 16,Voix 16,% Voix/inscrits 16,% Voix/exprimés 16,Elu 16,Numéro de panneau 17,Nuance candidat 17,Nom candidat 17,Prénom candidat 17,Sexe candidat 17,Voix 17,% Voix/inscrits 17,% Voix/exprimés 17,Elu 17,Numéro de panneau 18,Nuance candidat 18,Nom candidat 18,Prénom candidat 18,Sexe candidat 18,Voix 18,% Voix/inscrits 18,% Voix/exprimés 18,Elu 18,Numéro de panneau 19,Nuance candidat 19,Nom candidat 19,Prénom candidat 19,Sexe candidat 19,Voix 19,% Voix/inscrits 19,% Voix/exprimés 19,Elu 19
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,1,691,494,"71,49%",197,"28,51%",481,"69,61%","97,37%",10,"1,45%","2,02%",3,"0,43%","0,61%",1,UG,MESMEUR,Marie,FEMININ,146,"21,13%","30,35%",,2,DVG,VASQUEZ,Rosa,FEMININ,4,"0,58%","0,83%",,3,LR,LE GALL,Joëlle,FEMININ,29,"4,20%","6,03%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,197,"28,51%","40,96%",,6,EXG,HAMON,Valérie,FEMININ,6,"0,87%","1,25%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,96,"13,89%","19,96%",,8,REG,GIRARD,Sébastien,MASCULIN,3,"0,43%","0,62%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,2,653,487,"74,58%",166,"25,42%",478,"73,20%","98,15%",3,"0,46%","0,62%",6,"0,92%","1,23%",1,UG,MESMEUR,Marie,FEMININ,176,"26,95%","36,82%",,2,DVG,VASQUEZ,Rosa,FEMININ,0,"0,00%","0,00%",,3,LR,LE GALL,Joëlle,FEMININ,35,"5,36%","7,32%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,172,"26,34%","35,98%",,6,EXG,HAMON,Valérie,FEMININ,1,"0,15%","0,21%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,91,"13,94%","19,04%",,8,REG,GIRARD,Sébastien,MASCULIN,3,"0,46%","0,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,3,671,481,"71,68%",190,"28,32%",474,"70,64%","98,54%",5,"0,75%","1,04%",2,"0,30%","0,42%",1,UG,MESMEUR,Marie,FEMININ,156,"23,25%","32,91%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,15%","0,21%",,3,LR,LE GALL,Joëlle,FEMININ,26,"3,87%","5,49%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,167,"24,89%","35,23%",,6,EXG,HAMON,Valérie,FEMININ,2,"0,30%","0,42%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,114,"16,99%","24,05%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"1,19%","1,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,4,725,559,"77,10%",166,"22,90%",548,"75,59%","98,03%",8,"1,10%","1,43%",3,"0,41%","0,54%",1,UG,MESMEUR,Marie,FEMININ,192,"26,48%","35,04%",,2,DVG,VASQUEZ,Rosa,FEMININ,0,"0,00%","0,00%",,3,LR,LE GALL,Joëlle,FEMININ,29,"4,00%","5,29%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,204,"28,14%","37,23%",,6,EXG,HAMON,Valérie,FEMININ,12,"1,66%","2,19%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,99,"13,66%","18,07%",,8,REG,GIRARD,Sébastien,MASCULIN,12,"1,66%","2,19%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,5,732,545,"74,45%",187,"25,55%",527,"71,99%","96,70%",12,"1,64%","2,20%",6,"0,82%","1,10%",1,UG,MESMEUR,Marie,FEMININ,145,"19,81%","27,51%",,2,DVG,VASQUEZ,Rosa,FEMININ,2,"0,27%","0,38%",,3,LR,LE GALL,Joëlle,FEMININ,37,"5,05%","7,02%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,202,"27,60%","38,33%",,6,EXG,HAMON,Valérie,FEMININ,10,"1,37%","1,90%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,126,"17,21%","23,91%",,8,REG,GIRARD,Sébastien,MASCULIN,5,"0,68%","0,95%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,6,585,420,"71,79%",165,"28,21%",404,"69,06%","96,19%",13,"2,22%","3,10%",3,"0,51%","0,71%",1,UG,MESMEUR,Marie,FEMININ,147,"25,13%","36,39%",,2,DVG,VASQUEZ,Rosa,FEMININ,0,"0,00%","0,00%",,3,LR,LE GALL,Joëlle,FEMININ,19,"3,25%","4,70%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,141,"24,10%","34,90%",,6,EXG,HAMON,Valérie,FEMININ,4,"0,68%","0,99%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,88,"15,04%","21,78%",,8,REG,GIRARD,Sébastien,MASCULIN,5,"0,85%","1,24%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,7,618,379,"61,33%",239,"38,67%",370,"59,87%","97,63%",7,"1,13%","1,85%",2,"0,32%","0,53%",1,UG,MESMEUR,Marie,FEMININ,128,"20,71%","34,59%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,16%","0,27%",,3,LR,LE GALL,Joëlle,FEMININ,29,"4,69%","7,84%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,122,"19,74%","32,97%",,6,EXG,HAMON,Valérie,FEMININ,4,"0,65%","1,08%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,78,"12,62%","21,08%",,8,REG,GIRARD,Sébastien,MASCULIN,8,"1,29%","2,16%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,8,819,579,"70,70%",240,"29,30%",557,"68,01%","96,20%",16,"1,95%","2,76%",6,"0,73%","1,04%",1,UG,MESMEUR,Marie,FEMININ,230,"28,08%","41,29%",,2,DVG,VASQUEZ,Rosa,FEMININ,2,"0,24%","0,36%",,3,LR,LE GALL,Joëlle,FEMININ,28,"3,42%","5,03%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,158,"19,29%","28,37%",,6,EXG,HAMON,Valérie,FEMININ,7,"0,85%","1,26%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,117,"14,29%","21,01%",,8,REG,GIRARD,Sébastien,MASCULIN,15,"1,83%","2,69%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35066,Chartres-de-Bretagne,9,679,527,"77,61%",152,"22,39%",518,"76,29%","98,29%",7,"1,03%","1,33%",2,"0,29%","0,38%",1,UG,MESMEUR,Marie,FEMININ,169,"24,89%","32,63%",,2,DVG,VASQUEZ,Rosa,FEMININ,1,"0,15%","0,19%",,3,LR,LE GALL,Joëlle,FEMININ,43,"6,33%","8,30%",,4,DVG,MATHIEU,Frédéric,MASCULIN,0,"0,00%","0,00%",,5,ENS,BOUCHER,Nicolas,MASCULIN,192,"28,28%","37,07%",,6,EXG,HAMON,Valérie,FEMININ,5,"0,74%","0,97%",,7,RN,REY DU BOISSIEU,Jeanne,FEMININ,103,"15,17%","19,88%",,8,REG,GIRARD,Sébastien,MASCULIN,5,"0,74%","0,97%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35076,Chavagne,1,816,641,"78,55%",175,"21,45%",628,"76,96%","97,97%",9,"1,10%","1,40%",4,"0,49%","0,62%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,236,"28,92%","37,58%",élu,3,LR,GARGAM,Mahé,MASCULIN,36,"4,41%","5,73%",,4,RN,LUCCO,Kellie,FEMININ,150,"18,38%","23,89%",,5,ENS,MAUZE,Hermine,FEMININ,192,"23,53%","30,57%",,6,REG,EGRON,Maël,MASCULIN,10,"1,23%","1,59%",,7,EXG,LUCAS,Fabrice,MASCULIN,4,"0,49%","0,64%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35076,Chavagne,2,926,662,"71,49%",264,"28,51%",639,"69,01%","96,53%",15,"1,62%","2,27%",8,"0,86%","1,21%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,260,"28,08%","40,69%",élu,3,LR,GARGAM,Mahé,MASCULIN,51,"5,51%","7,98%",,4,RN,LUCCO,Kellie,FEMININ,157,"16,95%","24,57%",,5,ENS,MAUZE,Hermine,FEMININ,152,"16,41%","23,79%",,6,REG,EGRON,Maël,MASCULIN,10,"1,08%","1,56%",,7,EXG,LUCAS,Fabrice,MASCULIN,9,"0,97%","1,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35076,Chavagne,3,841,640,"76,10%",201,"23,90%",623,"74,08%","97,34%",11,"1,31%","1,72%",6,"0,71%","0,94%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,269,"31,99%","43,18%",élu,3,LR,GARGAM,Mahé,MASCULIN,34,"4,04%","5,46%",,4,RN,LUCCO,Kellie,FEMININ,144,"17,12%","23,11%",,5,ENS,MAUZE,Hermine,FEMININ,158,"18,79%","25,36%",,6,REG,EGRON,Maël,MASCULIN,9,"1,07%","1,44%",,7,EXG,LUCAS,Fabrice,MASCULIN,9,"1,07%","1,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35076,Chavagne,4,864,655,"75,81%",209,"24,19%",650,"75,23%","99,24%",4,"0,46%","0,61%",1,"0,12%","0,15%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,265,"30,67%","40,77%",élu,3,LR,GARGAM,Mahé,MASCULIN,32,"3,70%","4,92%",,4,RN,LUCCO,Kellie,FEMININ,142,"16,44%","21,85%",,5,ENS,MAUZE,Hermine,FEMININ,185,"21,41%","28,46%",,6,REG,EGRON,Maël,MASCULIN,10,"1,16%","1,54%",,7,EXG,LUCAS,Fabrice,MASCULIN,16,"1,85%","2,46%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35079,Chevaigné,1,1079,861,"79,80%",218,"20,20%",844,"78,22%","98,03%",11,"1,02%","1,28%",6,"0,56%","0,70%",1,EXG,HUBERT,Ludovic,MASCULIN,10,"0,93%","1,18%",,2,UG,LAFAYE,Elsa,FEMININ,370,"34,29%","43,84%",,3,RN,MARION,Tangi,MASCULIN,127,"11,77%","15,05%",,4,DVG,DE STAËRCK,Gilliatt,MASCULIN,0,"0,00%","0,00%",,5,ENS,BENOIT,Thierry,MASCULIN,331,"30,68%","39,22%",,6,DVC,THEVENET,Pascal,MASCULIN,6,"0,56%","0,71%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35079,Chevaigné,2,773,603,"78,01%",170,"21,99%",589,"76,20%","97,68%",11,"1,42%","1,82%",3,"0,39%","0,50%",1,EXG,HUBERT,Ludovic,MASCULIN,10,"1,29%","1,70%",,2,UG,LAFAYE,Elsa,FEMININ,214,"27,68%","36,33%",,3,RN,MARION,Tangi,MASCULIN,103,"13,32%","17,49%",,4,DVG,DE STAËRCK,Gilliatt,MASCULIN,1,"0,13%","0,17%",,5,ENS,BENOIT,Thierry,MASCULIN,257,"33,25%","43,63%",,6,DVC,THEVENET,Pascal,MASCULIN,4,"0,52%","0,68%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35080,Cintré,1,885,683,"77,18%",202,"22,82%",667,"75,37%","97,66%",13,"1,47%","1,90%",3,"0,34%","0,44%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,286,"32,32%","42,88%",élu,3,LR,GARGAM,Mahé,MASCULIN,33,"3,73%","4,95%",,4,RN,LUCCO,Kellie,FEMININ,174,"19,66%","26,09%",,5,ENS,MAUZE,Hermine,FEMININ,154,"17,40%","23,09%",,6,REG,EGRON,Maël,MASCULIN,10,"1,13%","1,50%",,7,EXG,LUCAS,Fabrice,MASCULIN,10,"1,13%","1,50%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35080,Cintré,2,974,766,"78,64%",208,"21,36%",736,"75,56%","96,08%",23,"2,36%","3,00%",7,"0,72%","0,91%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,318,"32,65%","43,21%",élu,3,LR,GARGAM,Mahé,MASCULIN,41,"4,21%","5,57%",,4,RN,LUCCO,Kellie,FEMININ,142,"14,58%","19,29%",,5,ENS,MAUZE,Hermine,FEMININ,211,"21,66%","28,67%",,6,REG,EGRON,Maël,MASCULIN,16,"1,64%","2,17%",,7,EXG,LUCAS,Fabrice,MASCULIN,8,"0,82%","1,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35081,Clayes,1,691,561,"81,19%",130,"18,81%",545,"78,87%","97,15%",9,"1,30%","1,60%",7,"1,01%","1,25%",1,RN,D'ORSANNE,Virginie,FEMININ,104,"15,05%","19,08%",,2,ENS,FAILLÉ,Charlotte,FEMININ,145,"20,98%","26,61%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,5,"0,72%","0,92%",,4,UG,ROUAUX,Claudia,FEMININ,255,"36,90%","46,79%",,5,REG,GUIHARD,Mathieu,MASCULIN,12,"1,74%","2,20%",,6,DVD,ROULET,Victor,MASCULIN,24,"3,47%","4,40%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35088,Corps-Nuds,1,636,492,"77,36%",144,"22,64%",483,"75,94%","98,17%",4,"0,63%","0,81%",5,"0,79%","1,02%",1,UG,RENAULT,Gilles,MASCULIN,185,"29,09%","38,30%",,2,EXG,JARNY,Christelle,FEMININ,8,"1,26%","1,66%",,3,RN,GILOIS,Françoise,FEMININ,129,"20,28%","26,71%",,4,ENS,LE NABOUR,Christine,FEMININ,161,"25,31%","33,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35088,Corps-Nuds,2,769,603,"78,41%",166,"21,59%",585,"76,07%","97,01%",14,"1,82%","2,32%",4,"0,52%","0,66%",1,UG,RENAULT,Gilles,MASCULIN,217,"28,22%","37,09%",,2,EXG,JARNY,Christelle,FEMININ,8,"1,04%","1,37%",,3,RN,GILOIS,Françoise,FEMININ,143,"18,60%","24,44%",,4,ENS,LE NABOUR,Christine,FEMININ,217,"28,22%","37,09%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35088,Corps-Nuds,3,1012,785,"77,57%",227,"22,43%",762,"75,30%","97,07%",15,"1,48%","1,91%",8,"0,79%","1,02%",1,UG,RENAULT,Gilles,MASCULIN,285,"28,16%","37,40%",,2,EXG,JARNY,Christelle,FEMININ,10,"0,99%","1,31%",,3,RN,GILOIS,Françoise,FEMININ,220,"21,74%","28,87%",,4,ENS,LE NABOUR,Christine,FEMININ,247,"24,41%","32,41%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35120,Gévezé,1,993,801,"80,66%",192,"19,34%",784,"78,95%","97,88%",9,"0,91%","1,12%",8,"0,81%","1,00%",1,RN,D'ORSANNE,Virginie,FEMININ,199,"20,04%","25,38%",,2,ENS,FAILLÉ,Charlotte,FEMININ,255,"25,68%","32,53%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,6,"0,60%","0,77%",,4,UG,ROUAUX,Claudia,FEMININ,289,"29,10%","36,86%",,5,REG,GUIHARD,Mathieu,MASCULIN,11,"1,11%","1,40%",,6,DVD,ROULET,Victor,MASCULIN,24,"2,42%","3,06%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35120,Gévezé,2,896,668,"74,55%",228,"25,45%",656,"73,21%","98,20%",9,"1,00%","1,35%",3,"0,33%","0,45%",1,RN,D'ORSANNE,Virginie,FEMININ,163,"18,19%","24,85%",,2,ENS,FAILLÉ,Charlotte,FEMININ,218,"24,33%","33,23%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,6,"0,67%","0,91%",,4,UG,ROUAUX,Claudia,FEMININ,237,"26,45%","36,13%",,5,REG,GUIHARD,Mathieu,MASCULIN,13,"1,45%","1,98%",,6,DVD,ROULET,Victor,MASCULIN,19,"2,12%","2,90%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35120,Gévezé,3,971,746,"76,83%",225,"23,17%",719,"74,05%","96,38%",20,"2,06%","2,68%",7,"0,72%","0,94%",1,RN,D'ORSANNE,Virginie,FEMININ,150,"15,45%","20,86%",,2,ENS,FAILLÉ,Charlotte,FEMININ,241,"24,82%","33,52%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,5,"0,51%","0,70%",,4,UG,ROUAUX,Claudia,FEMININ,271,"27,91%","37,69%",,5,REG,GUIHARD,Mathieu,MASCULIN,14,"1,44%","1,95%",,6,DVD,ROULET,Victor,MASCULIN,38,"3,91%","5,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35120,Gévezé,4,882,662,"75,06%",220,"24,94%",642,"72,79%","96,98%",16,"1,81%","2,42%",4,"0,45%","0,60%",1,RN,D'ORSANNE,Virginie,FEMININ,162,"18,37%","25,23%",,2,ENS,FAILLÉ,Charlotte,FEMININ,226,"25,62%","35,20%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,8,"0,91%","1,25%",,4,UG,ROUAUX,Claudia,FEMININ,227,"25,74%","35,36%",,5,REG,GUIHARD,Mathieu,MASCULIN,9,"1,02%","1,40%",,6,DVD,ROULET,Victor,MASCULIN,10,"1,13%","1,56%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35120,Gévezé,5,616,475,"77,11%",141,"22,89%",464,"75,32%","97,68%",7,"1,14%","1,47%",4,"0,65%","0,84%",1,RN,D'ORSANNE,Virginie,FEMININ,106,"17,21%","22,84%",,2,ENS,FAILLÉ,Charlotte,FEMININ,178,"28,90%","38,36%",,3,EXG,AMISSE,Jean-Louis,MASCULIN,4,"0,65%","0,86%",,4,UG,ROUAUX,Claudia,FEMININ,150,"24,35%","32,33%",,5,REG,GUIHARD,Mathieu,MASCULIN,6,"0,97%","1,29%",,6,DVD,ROULET,Victor,MASCULIN,20,"3,25%","4,31%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Ille-et-Vilaine,35131,L'Hermitage,1,867,632,"72,90%",235,"27,10%",611,"70,47%","96,68%",13,"1,50%","2,06%",8,"0,92%","1,27%",1,ECO,CHAMPALAUNE,Camille,MASCULIN,0,"0,00%","0,00%",,2,UG,BOULOUX,Mickaël,MASCULIN,246,"28,37%","40,26%",élu,3,LR,GARGAM,Mahé,MASCULIN,46,"5,31%","7,53%",,4,RN,LUCCO,Kellie,FEMININ,130,"14,99%","21,28%",,5,ENS,MAUZE,Hermine,FEMININ,167,"19,26%","27,33%",,6,REG,EGRON,Maël,MASCULIN,11,"1,27%","1,80%",,7,EXG,LUCAS,Fabrice,MASCULIN,11,"1,27%","1,80%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
