date_mesure,geocode_commune,libelle_commune,type_eau,usage,valeur
2017-01-01,35170,Mecé,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35170,Mecé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35170,Mecé,eaux douces superficielles,agriculture,0.0
2017-01-01,35170,Mecé,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35170,Mecé,eaux douces superficielles,eau potable,0.0
2017-01-01,35170,Mecé,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35170,Mecé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35170,Mecé,eaux saumâtres,agriculture,0.0
2017-01-01,35170,Mecé,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35170,Mecé,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35170,Mecé,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,agriculture,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,eau potable,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,agriculture,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,eau potable,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,agriculture,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35180,Miniac-sous-Bécherel,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35189,Montgermont,eaux douces souterraines,agriculture,0.0
2017-01-01,35189,Montgermont,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35189,Montgermont,eaux douces souterraines,eau potable,0.0
2017-01-01,35189,Montgermont,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35189,Montgermont,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35189,Montgermont,eaux douces superficielles,agriculture,0.0
2017-01-01,35189,Montgermont,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35189,Montgermont,eaux douces superficielles,eau potable,0.0
2017-01-01,35189,Montgermont,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35189,Montgermont,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35189,Montgermont,eaux saumâtres,agriculture,0.0
2017-01-01,35189,Montgermont,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35189,Montgermont,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35189,Montgermont,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35190,Monthault,eaux douces souterraines,agriculture,0.0
2017-01-01,35190,Monthault,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35190,Monthault,eaux douces souterraines,eau potable,0.0
2017-01-01,35190,Monthault,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35190,Monthault,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35190,Monthault,eaux douces superficielles,agriculture,0.0
2017-01-01,35190,Monthault,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35190,Monthault,eaux douces superficielles,eau potable,0.0
2017-01-01,35190,Monthault,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35190,Monthault,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35190,Monthault,eaux saumâtres,agriculture,0.0
2017-01-01,35190,Monthault,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35190,Monthault,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35190,Monthault,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35196,Mordelles,eaux douces souterraines,agriculture,0.0
2017-01-01,35196,Mordelles,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35196,Mordelles,eaux douces souterraines,eau potable,2636191.0
2017-01-01,35196,Mordelles,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35196,Mordelles,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35196,Mordelles,eaux douces superficielles,agriculture,0.0
2017-01-01,35196,Mordelles,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35196,Mordelles,eaux douces superficielles,eau potable,0.0
2017-01-01,35196,Mordelles,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35196,Mordelles,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35196,Mordelles,eaux saumâtres,agriculture,0.0
2017-01-01,35196,Mordelles,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35196,Mordelles,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35196,Mordelles,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35200,Moutiers,eaux douces souterraines,agriculture,0.0
2017-01-01,35200,Moutiers,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35200,Moutiers,eaux douces souterraines,eau potable,0.0
2017-01-01,35200,Moutiers,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35200,Moutiers,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35200,Moutiers,eaux douces superficielles,agriculture,20592.0
2017-01-01,35200,Moutiers,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35200,Moutiers,eaux douces superficielles,eau potable,0.0
2017-01-01,35200,Moutiers,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35200,Moutiers,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35200,Moutiers,eaux saumâtres,agriculture,0.0
2017-01-01,35200,Moutiers,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35200,Moutiers,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35200,Moutiers,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35204,Nouvoitou,eaux douces souterraines,agriculture,0.0
2017-01-01,35204,Nouvoitou,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35204,Nouvoitou,eaux douces souterraines,eau potable,0.0
2017-01-01,35204,Nouvoitou,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35204,Nouvoitou,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35204,Nouvoitou,eaux douces superficielles,agriculture,40695.0
2017-01-01,35204,Nouvoitou,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35204,Nouvoitou,eaux douces superficielles,eau potable,0.0
2017-01-01,35204,Nouvoitou,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35204,Nouvoitou,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35204,Nouvoitou,eaux saumâtres,agriculture,0.0
2017-01-01,35204,Nouvoitou,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35204,Nouvoitou,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35204,Nouvoitou,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,agriculture,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,eau potable,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces superficielles,agriculture,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces superficielles,eau potable,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux saumâtres,agriculture,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35206,Noyal-Châtillon-sur-Seiche,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35208,Orgères,eaux douces souterraines,agriculture,20000.0
2017-01-01,35208,Orgères,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35208,Orgères,eaux douces souterraines,eau potable,0.0
2017-01-01,35208,Orgères,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35208,Orgères,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35208,Orgères,eaux douces superficielles,agriculture,0.0
2017-01-01,35208,Orgères,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35208,Orgères,eaux douces superficielles,eau potable,0.0
2017-01-01,35208,Orgères,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35208,Orgères,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35208,Orgères,eaux saumâtres,agriculture,0.0
2017-01-01,35208,Orgères,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35208,Orgères,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35208,Orgères,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35210,Pacé,eaux douces souterraines,agriculture,0.0
2017-01-01,35210,Pacé,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35210,Pacé,eaux douces souterraines,eau potable,0.0
2017-01-01,35210,Pacé,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35210,Pacé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35210,Pacé,eaux douces superficielles,agriculture,0.0
2017-01-01,35210,Pacé,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35210,Pacé,eaux douces superficielles,eau potable,0.0
2017-01-01,35210,Pacé,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35210,Pacé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35210,Pacé,eaux saumâtres,agriculture,0.0
2017-01-01,35210,Pacé,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35210,Pacé,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35210,Pacé,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces souterraines,agriculture,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces souterraines,eau potable,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces superficielles,agriculture,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces superficielles,eau potable,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux saumâtres,agriculture,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35216,Parthenay-de-Bretagne,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35230,Poilley,eaux douces souterraines,agriculture,0.0
2017-01-01,35230,Poilley,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35230,Poilley,eaux douces souterraines,eau potable,49188.0
2017-01-01,35230,Poilley,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35230,Poilley,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35230,Poilley,eaux douces superficielles,agriculture,0.0
2017-01-01,35230,Poilley,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35230,Poilley,eaux douces superficielles,eau potable,0.0
2017-01-01,35230,Poilley,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35230,Poilley,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35230,Poilley,eaux saumâtres,agriculture,0.0
2017-01-01,35230,Poilley,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35230,Poilley,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35230,Poilley,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35235,Rannée,eaux douces souterraines,agriculture,0.0
2017-01-01,35235,Rannée,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35235,Rannée,eaux douces souterraines,eau potable,0.0
2017-01-01,35235,Rannée,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35235,Rannée,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35235,Rannée,eaux douces superficielles,agriculture,0.0
2017-01-01,35235,Rannée,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35235,Rannée,eaux douces superficielles,eau potable,0.0
2017-01-01,35235,Rannée,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35235,Rannée,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35235,Rannée,eaux saumâtres,agriculture,0.0
2017-01-01,35235,Rannée,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35235,Rannée,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35235,Rannée,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35238,Rennes,eaux douces souterraines,agriculture,0.0
2017-01-01,35238,Rennes,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35238,Rennes,eaux douces souterraines,eau potable,1756688.0
2017-01-01,35238,Rennes,eaux douces souterraines,industrie et autres usages économiques,12303.0
2017-01-01,35238,Rennes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35238,Rennes,eaux douces superficielles,agriculture,0.0
2017-01-01,35238,Rennes,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35238,Rennes,eaux douces superficielles,eau potable,0.0
2017-01-01,35238,Rennes,eaux douces superficielles,industrie et autres usages économiques,16612.0
2017-01-01,35238,Rennes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35238,Rennes,eaux saumâtres,agriculture,0.0
2017-01-01,35238,Rennes,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35238,Rennes,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35238,Rennes,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35240,Le Rheu,eaux douces souterraines,agriculture,20396.0
2017-01-01,35240,Le Rheu,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35240,Le Rheu,eaux douces souterraines,eau potable,0.0
2017-01-01,35240,Le Rheu,eaux douces souterraines,industrie et autres usages économiques,8420.0
2017-01-01,35240,Le Rheu,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35240,Le Rheu,eaux douces superficielles,agriculture,0.0
2017-01-01,35240,Le Rheu,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35240,Le Rheu,eaux douces superficielles,eau potable,0.0
2017-01-01,35240,Le Rheu,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35240,Le Rheu,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35240,Le Rheu,eaux saumâtres,agriculture,0.0
2017-01-01,35240,Le Rheu,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35240,Le Rheu,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35240,Le Rheu,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35245,Romillé,eaux douces souterraines,agriculture,0.0
2017-01-01,35245,Romillé,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35245,Romillé,eaux douces souterraines,eau potable,0.0
2017-01-01,35245,Romillé,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35245,Romillé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35245,Romillé,eaux douces superficielles,agriculture,0.0
2017-01-01,35245,Romillé,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35245,Romillé,eaux douces superficielles,eau potable,0.0
2017-01-01,35245,Romillé,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35245,Romillé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35245,Romillé,eaux saumâtres,agriculture,0.0
2017-01-01,35245,Romillé,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35245,Romillé,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35245,Romillé,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35250,Saint-Armel,eaux douces souterraines,agriculture,0.0
2017-01-01,35250,Saint-Armel,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35250,Saint-Armel,eaux douces souterraines,eau potable,0.0
2017-01-01,35250,Saint-Armel,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35250,Saint-Armel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35250,Saint-Armel,eaux douces superficielles,agriculture,0.0
2017-01-01,35250,Saint-Armel,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35250,Saint-Armel,eaux douces superficielles,eau potable,0.0
2017-01-01,35250,Saint-Armel,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35250,Saint-Armel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35250,Saint-Armel,eaux saumâtres,agriculture,0.0
2017-01-01,35250,Saint-Armel,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35250,Saint-Armel,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35250,Saint-Armel,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35266,Saint-Erblon,eaux douces souterraines,agriculture,0.0
2017-01-01,35266,Saint-Erblon,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35266,Saint-Erblon,eaux douces souterraines,eau potable,0.0
2017-01-01,35266,Saint-Erblon,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35266,Saint-Erblon,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35266,Saint-Erblon,eaux douces superficielles,agriculture,0.0
2017-01-01,35266,Saint-Erblon,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35266,Saint-Erblon,eaux douces superficielles,eau potable,0.0
2017-01-01,35266,Saint-Erblon,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35266,Saint-Erblon,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35266,Saint-Erblon,eaux saumâtres,agriculture,0.0
2017-01-01,35266,Saint-Erblon,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35266,Saint-Erblon,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35266,Saint-Erblon,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35275,Saint-Gilles,eaux douces souterraines,agriculture,0.0
2017-01-01,35275,Saint-Gilles,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35275,Saint-Gilles,eaux douces souterraines,eau potable,0.0
2017-01-01,35275,Saint-Gilles,eaux douces souterraines,industrie et autres usages économiques,1843.0
2017-01-01,35275,Saint-Gilles,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35275,Saint-Gilles,eaux douces superficielles,agriculture,0.0
2017-01-01,35275,Saint-Gilles,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35275,Saint-Gilles,eaux douces superficielles,eau potable,0.0
2017-01-01,35275,Saint-Gilles,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35275,Saint-Gilles,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35275,Saint-Gilles,eaux saumâtres,agriculture,0.0
2017-01-01,35275,Saint-Gilles,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35275,Saint-Gilles,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35275,Saint-Gilles,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces souterraines,agriculture,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces souterraines,eau potable,318618.0
2017-01-01,35278,Saint-Grégoire,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces superficielles,agriculture,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces superficielles,eau potable,0.0
2017-01-01,35278,Saint-Grégoire,eaux douces superficielles,industrie et autres usages économiques,22212.0
2017-01-01,35278,Saint-Grégoire,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35278,Saint-Grégoire,eaux saumâtres,agriculture,0.0
2017-01-01,35278,Saint-Grégoire,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35278,Saint-Grégoire,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35278,Saint-Grégoire,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,agriculture,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,eau potable,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,agriculture,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,eau potable,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,industrie et autres usages économiques,72500.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,agriculture,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,agriculture,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,eau potable,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,agriculture,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,eau potable,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,agriculture,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,agriculture,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,eau potable,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,agriculture,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,eau potable,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,agriculture,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,industrie et autres usages économiques,0.0
2017-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,refroidissement des centrales électriques,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,agriculture,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,alimentation des canaux,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,eau potable,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,industrie et autres usages économiques,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,refroidissement des centrales électriques,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,agriculture,28182.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,alimentation des canaux,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,eau potable,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,industrie et autres usages économiques,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,refroidissement des centrales électriques,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux saumâtres,agriculture,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux saumâtres,alimentation des canaux,0.0
2017-01-01,35334,Thorigné-Fouillard,eaux saumâtres,industrie et autres usages économiques,0.0
