date_mesure,geocode_commune,libelle_commune,type_eau,usage,valeur
2008-01-01,35230,Poilley,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35230,Poilley,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35230,Poilley,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35235,Rannée,eaux douces souterraines,agriculture,0.0
2008-01-01,35235,Rannée,eaux douces souterraines,eau potable,0.0
2008-01-01,35235,Rannée,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35235,Rannée,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35235,Rannée,eaux douces superficielles,agriculture,0.0
2008-01-01,35235,Rannée,eaux douces superficielles,eau potable,0.0
2008-01-01,35235,Rannée,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35235,Rannée,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35235,Rannée,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35238,Rennes,eaux douces souterraines,agriculture,0.0
2008-01-01,35238,Rennes,eaux douces souterraines,eau potable,4577400.0
2008-01-01,35238,Rennes,eaux douces souterraines,industrie et autres usages économiques,29900.0
2008-01-01,35238,Rennes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35238,Rennes,eaux douces superficielles,agriculture,0.0
2008-01-01,35238,Rennes,eaux douces superficielles,eau potable,17882600.0
2008-01-01,35238,Rennes,eaux douces superficielles,industrie et autres usages économiques,27100.0
2008-01-01,35238,Rennes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35238,Rennes,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35240,Le Rheu,eaux douces souterraines,agriculture,0.0
2008-01-01,35240,Le Rheu,eaux douces souterraines,eau potable,0.0
2008-01-01,35240,Le Rheu,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35240,Le Rheu,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35240,Le Rheu,eaux douces superficielles,agriculture,0.0
2008-01-01,35240,Le Rheu,eaux douces superficielles,eau potable,0.0
2008-01-01,35240,Le Rheu,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35240,Le Rheu,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35240,Le Rheu,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35245,Romillé,eaux douces souterraines,agriculture,0.0
2008-01-01,35245,Romillé,eaux douces souterraines,eau potable,0.0
2008-01-01,35245,Romillé,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35245,Romillé,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35245,Romillé,eaux douces superficielles,agriculture,0.0
2008-01-01,35245,Romillé,eaux douces superficielles,eau potable,0.0
2008-01-01,35245,Romillé,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35245,Romillé,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35245,Romillé,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35250,Saint-Armel,eaux douces souterraines,agriculture,0.0
2008-01-01,35250,Saint-Armel,eaux douces souterraines,eau potable,0.0
2008-01-01,35250,Saint-Armel,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35250,Saint-Armel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35250,Saint-Armel,eaux douces superficielles,agriculture,0.0
2008-01-01,35250,Saint-Armel,eaux douces superficielles,eau potable,0.0
2008-01-01,35250,Saint-Armel,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35250,Saint-Armel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35250,Saint-Armel,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35266,Saint-Erblon,eaux douces souterraines,agriculture,0.0
2008-01-01,35266,Saint-Erblon,eaux douces souterraines,eau potable,0.0
2008-01-01,35266,Saint-Erblon,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35266,Saint-Erblon,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35266,Saint-Erblon,eaux douces superficielles,agriculture,0.0
2008-01-01,35266,Saint-Erblon,eaux douces superficielles,eau potable,0.0
2008-01-01,35266,Saint-Erblon,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35266,Saint-Erblon,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35266,Saint-Erblon,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35275,Saint-Gilles,eaux douces souterraines,agriculture,0.0
2008-01-01,35275,Saint-Gilles,eaux douces souterraines,eau potable,0.0
2008-01-01,35275,Saint-Gilles,eaux douces souterraines,industrie et autres usages économiques,5200.0
2008-01-01,35275,Saint-Gilles,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35275,Saint-Gilles,eaux douces superficielles,agriculture,0.0
2008-01-01,35275,Saint-Gilles,eaux douces superficielles,eau potable,0.0
2008-01-01,35275,Saint-Gilles,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35275,Saint-Gilles,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35275,Saint-Gilles,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35278,Saint-Grégoire,eaux douces souterraines,agriculture,300.0
2008-01-01,35278,Saint-Grégoire,eaux douces souterraines,eau potable,420000.0
2008-01-01,35278,Saint-Grégoire,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35278,Saint-Grégoire,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35278,Saint-Grégoire,eaux douces superficielles,agriculture,300.0
2008-01-01,35278,Saint-Grégoire,eaux douces superficielles,eau potable,0.0
2008-01-01,35278,Saint-Grégoire,eaux douces superficielles,industrie et autres usages économiques,11800.0
2008-01-01,35278,Saint-Grégoire,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35278,Saint-Grégoire,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,agriculture,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,eau potable,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,agriculture,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,eau potable,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35281,Saint-Jacques-de-la-Lande,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,agriculture,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,eau potable,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,agriculture,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,eau potable,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35310,Saint-Sauveur-des-Landes,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,agriculture,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,eau potable,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,agriculture,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,eau potable,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35315,Saint-Sulpice-la-Forêt,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,agriculture,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,eau potable,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,agriculture,27100.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,eau potable,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35334,Thorigné-Fouillard,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35351,Le Verger,eaux douces souterraines,agriculture,0.0
2008-01-01,35351,Le Verger,eaux douces souterraines,eau potable,0.0
2008-01-01,35351,Le Verger,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35351,Le Verger,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35351,Le Verger,eaux douces superficielles,agriculture,0.0
2008-01-01,35351,Le Verger,eaux douces superficielles,eau potable,0.0
2008-01-01,35351,Le Verger,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35351,Le Verger,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35351,Le Verger,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,agriculture,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,eau potable,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,agriculture,6400.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,eau potable,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35352,Vern-sur-Seiche,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,agriculture,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,eau potable,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,agriculture,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,eau potable,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35353,Vezin-le-Coquet,eaux saumâtres,refroidissement des centrales électriques,0.0
2008-01-01,35363,Pont-Péan,eaux douces souterraines,agriculture,0.0
2008-01-01,35363,Pont-Péan,eaux douces souterraines,eau potable,0.0
2008-01-01,35363,Pont-Péan,eaux douces souterraines,industrie et autres usages économiques,0.0
2008-01-01,35363,Pont-Péan,eaux douces souterraines,refroidissement des centrales électriques,0.0
2008-01-01,35363,Pont-Péan,eaux douces superficielles,agriculture,0.0
2008-01-01,35363,Pont-Péan,eaux douces superficielles,eau potable,0.0
2008-01-01,35363,Pont-Péan,eaux douces superficielles,industrie et autres usages économiques,0.0
2008-01-01,35363,Pont-Péan,eaux douces superficielles,refroidissement des centrales électriques,0.0
2008-01-01,35363,Pont-Péan,eaux saumâtres,refroidissement des centrales électriques,0.0
2009-01-01,35001,Acigné,eaux douces souterraines,agriculture,0.0
2009-01-01,35001,Acigné,eaux douces souterraines,eau potable,0.0
2009-01-01,35001,Acigné,eaux douces souterraines,industrie et autres usages économiques,0.0
2009-01-01,35001,Acigné,eaux douces souterraines,refroidissement des centrales électriques,0.0
2009-01-01,35001,Acigné,eaux douces superficielles,agriculture,4529.0
2009-01-01,35001,Acigné,eaux douces superficielles,eau potable,0.0
2009-01-01,35001,Acigné,eaux douces superficielles,industrie et autres usages économiques,0.0
2009-01-01,35001,Acigné,eaux douces superficielles,refroidissement des centrales électriques,0.0
2009-01-01,35001,Acigné,eaux saumâtres,refroidissement des centrales électriques,0.0
2009-01-01,35022,Bécherel,eaux douces souterraines,agriculture,0.0
2009-01-01,35022,Bécherel,eaux douces souterraines,eau potable,0.0
2009-01-01,35022,Bécherel,eaux douces souterraines,industrie et autres usages économiques,0.0
2009-01-01,35022,Bécherel,eaux douces souterraines,refroidissement des centrales électriques,0.0
2009-01-01,35022,Bécherel,eaux douces superficielles,agriculture,0.0
2009-01-01,35022,Bécherel,eaux douces superficielles,eau potable,0.0
2009-01-01,35022,Bécherel,eaux douces superficielles,industrie et autres usages économiques,0.0
2009-01-01,35022,Bécherel,eaux douces superficielles,refroidissement des centrales électriques,0.0
2009-01-01,35022,Bécherel,eaux saumâtres,refroidissement des centrales électriques,0.0
2009-01-01,35024,Betton,eaux douces souterraines,agriculture,0.0
2009-01-01,35024,Betton,eaux douces souterraines,eau potable,123760.0
2009-01-01,35024,Betton,eaux douces souterraines,industrie et autres usages économiques,0.0
2009-01-01,35024,Betton,eaux douces souterraines,refroidissement des centrales électriques,0.0
2009-01-01,35024,Betton,eaux douces superficielles,agriculture,0.0
2009-01-01,35024,Betton,eaux douces superficielles,eau potable,0.0
2009-01-01,35024,Betton,eaux douces superficielles,industrie et autres usages économiques,0.0
