Barreau,avNom,avPrenom,cbRaisonSociale,cbSiretSiren,cbAdresse1,cbAdresse2,cbCp,cbVille,spLibelle1,spLibelle2,spLibelle3,acDateSerment,AvLang
RENNES,LAISNE,Aurore,SELARL JOLY LAISNE LEMAITRE,908021546,Immeuble Le Sully,8 place du Colombier,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,LAISNE,Louise,AVOLITIS,314911264,8 place du Colombier,,35000,RENNES,,,,,Français
RENNES,LAMBALLE,Romain,LAMBALLE ROMAIN,989756663,3 E Rue de Paris,Immeuble Atalis 2,35510,CESSON SEVIGNE,,,,,Français
RENNES,LAMBERT,Paul,LAMBERT PAUL,989075254,24 rue Raoul Dautry,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LAMOUR,Aurélie,LAMOUR AURÉLIE,908548274,310 rue de Fougères,,35700,RENNES,,,,,Français
RENNES,LAOUFI,Naïma,LAOUFI NAÏMA,911599231,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,Français
RENNES,LAPORTE,Clémence,LAPORTE CLÉMENCE,824443881,2  B rue de la Huguenoterie,,35000,RENNES,,,,,Français
RENNES,LAROCHE-DINU-BAKOS,Monica-Marcela,LAROCHE-DINU-BAKOS MONICA-MARCELA,845136639,15 rue du Puits Mauger,,35000,RENNES,,,,,"Anglais,Français,Roumain"
RENNES,LAROUR,Charlotte,LAROUR CHARLOTTE,790628218,2 rue Victor Hugo,,35000,RENNES,,,,,Français
RENNES,LAUNAY,Pierre-Yves,LAUNAY PIERRE-YVES,519976609,24 Bis rue Maréchal Joffre,,35000,RENNES,Droit pénal,,,,"Espagnol,Français"
RENNES,LAURENT,Sophie,LAURENT SOPHIE,892435876,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,LAVAT,Séverine,LISTEN AVOCATS,842760100,24 rue Raoul Dautry,Bâtiment B - 2ème étage,35000,RENNES,,,,,Français
RENNES,LAVIGNE,Loïc,LAVIGNE LOÏC,982462954,23 rue de la Monnaie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE BARON,Lucie,LE BARON LUCIE,808566624,4 quai de Richemont,,35000,RENNES,,,,,Français
RENNES,LE BASTARD,Bertrand,"GUILLOTIN, LE BASTARD ET ASSOCIES",847532645,2B rue de la Huguenoterie,,35000,RENNES,,,,,Français
RENNES,LE BIHAN,Katell,LE BIHAN KATELL,451472039,3 place du Général Giraud,Immeuble les Trois Soleils,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE BOURDAIS,Arnaud,LE BOURDAIS ARNAUD,922458690,37 boulevard Magenta,,35000,RENNES,,,,,Français
RENNES,LE BOURVA,Manon,LE BOURVA MANON,931012058,88 rue Saint-Hélier,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE CALVE,Laure,LE CALVE LAURE,405111519,17 quai Lamartine,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE CAMPION,Margot,LE CAMPION MARGOT,989063722,2 bis l'Abbaye Rue Saint Melaine,,35000,RENNES,,,,,Français
RENNES,LE CORRE,Aurélie,LE CORRE AURÉLIE,828260620,74 F rue de Paris,,35000,RENNES,,,,,Français
RENNES,LE COULS-BOUVET,Dominique,"PHILIPPE COLLEU, DOMINIQUE LE COULS-BOUVET",538688755,22 rue Maréchal Joffre,,35000,RENNES,Procédure d'appel,,,,Français
RENNES,LE DANTEC,Marie,LE DANTEC MARIE,509840468,32 rue Tronjolly,,35000,RENNES,,,,,Français
RENNES,LE DANTEC,Pierre-Yves,ACTIONEO AVOCATS,801864190,22 rue Jean-Marie David,Espace Antrium,35742,PACE,,,,,Français
RENNES,LE DILY,Valentin,LE DILY VALENTIN,840919302,25 bis boulevard de la Liberté,,35000,RENNES,,,,,"Anglais,Français,Italien,Polonais"
RENNES,LE DOEUFF,Marion,CABINET VAZEL ET ASSOCIES,383370228,167 route de Lorient,Parc Monier,35000,RENNES,,,,,Français
RENNES,LE FLOCH,Paul,LE FLOCH PAUL,313405797,24 rue Raoul Dautry,Bâtiment B - 2ème étage,35000,RENNES,,,,,Français
RENNES,LE FRANC,Alice,LE FRANC ALICE,817427339,19 rue Hoche,,35000,RENNES,,,,,Français
RENNES,LE GALL,Julien,LE GALL JULIEN,908674534,2 bis place saint melaine,,35000,RENNES,,,,,Français
RENNES,LE GALL-GUINEAU,Carole,QUESNEL DEMAY LE GALL-GUINEAU OUAIRY-JALLAIS BOUCHER BEUCHER-FLAMENT,938920394,1A allée Ermengarde d'Anjou,,35000,RENNES,,,,,Français
RENNES,LE GOC,Vincent,ODYS AVOCATS,828925610,1 place Pasteur,,35000,RENNES,,,,,Français
RENNES,LE GRAND,Marion,LE GRAND MARION,824656961,6 rue Micheline Ostermeyer,,35000,RENNES,,,,,Français
RENNES,LE GUELLEC,Esther,THAOS AVOCAT,880329487,9 boulevard Sébastopol,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE GUEN,Katell,LE GUEN KATELL,509981098,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,LE GUEN,Mathilde,VIA AVOCATS,428878532,23 rue de la Monnaie,,35000,RENNES,Droit public,,,,Français
RENNES,LE GUENNEC,Claire,LE GUENNEC CLAIRE,930707427,11 quai Chateaubriand,,35000,RENNES,,,,,Français
RENNES,LE GUILLARD,Caroline,LE GUILLARD CAROLINE,538774258,10 rue Franz Heller Centre d'affaire PATTON,Bâtiment E,35700,RENNES,,,,,Français
RENNES,LE JOLLEC,Arnaud,LE JOLLEC ARNAUD,809292949,1 Place du Maréchal Juin,3ème étage droite,35000,RENNES,,,,,Français
RENNES,LE LEUCH,Mélanie,EMERGENCE,932812266,20 rue du Bourg Nouveau,,35000,RENNES,,,,,Français
RENNES,LE MÉE,Louise,LE MÉE LOUISE,949169742,11 rue de Robien,,35000,RENNES,,,,,Français
RENNES,LE METAYER,Laëtitia,SPARLANN,793252214,1 rue Raoul Ponchon - 2ème étage,Parc d'affaires Oberthur,35000,RENNES,,,,,Français
RENNES,LE MOING,Pierre,CARCREFF CONTENTIEUX,521595322,40 boulevard de la Tour d'Auvergne,,35000,RENNES,,,,,Français
RENNES,LE QUERE,Claire,MDL AVOCATS ASSOCIES,479522690,2 bis l'Abbaye Rue Saint Melaine,,35000,RENNES,,,,,Français
RENNES,LE ROL,Mikaël,LRM AVOCAT,841152929,40 boulevard de la Tour d'Auvergne,Centre d'Affaires de la Cité,35000,RENNES,,,,,Français
RENNES,LE ROUX,Manon,LE ROUX MANON,948176110,1 place du Maréchal Juin,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE ROY,Anne,LE ROY ANNE,399415363,12-14 rue Claude Bernard,,35000,RENNES,,,,,Français
RENNES,LE SOUDEER,Mathieu,LE SOUDEER MATHIEU,888482932,2B rue de la Huguenoterie,3ème étage,35000,RENNES,,,,,"Anglais,Français"
RENNES,LE STANG,Elodie,LE STANG ELODIE,890697956,2 avenue Charles Tillon,,35000,RENNES,,,,,Français
RENNES,LE STRAT,Gaëlle,LE STRAT GAËLLE,428790182,8 rue du Bourg Nouveau,,35000,RENNES,Droit public,,,,Français
RENNES,LE VERGER,Mélanie,LE VERGER MÉLANIE,484833355,39 boulevard de la Liberté,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LEBELLEGARD,Mickaël,CABINET PALICOT,845261841,88 rue Saint-Hélier,,35000,RENNES,,,,,Français
RENNES,LEBIGRE,Sylvain,S. LEBIGRE,528894132,20 quai Duguay Trouin,,35000,RENNES,Droit de la sécurité sociale et de la protection sociale,Droit du travail,,,Français
RENNES,LEBLOIS,Paul-Arthur,LEBLOIS PAUL-ARTHUR,990660490,4 allée Auguste Louis Jobbé Duval,,35000,RENNES,,,,,Français
RENNES,LEBREC,Gilles,LEBREC GILLES,921362539,46 boulevard Léon Bourgeois,,35000,RENNES,,,,,Français
RENNES,LEBRETON,Benoît,SPARLANN,793252214,1 rue Raoul Ponchon - 2ème étage,Parc d'affaires Oberthur,35000,RENNES,,,,,Français
RENNES,LECHARPENTIER,Linda,CMA,447844077,3 E rue de Paris,Immeuble Atalis 2,35510,CESSON SEVIGNE,,,,,Français
RENNES,LECLAIR,Anne-Gaëlle,CABINET MEUNIER & ASSOCIÉS,478890205,106 A rue Eugène Pottier,Immeuble Le Dolmen,35000,RENNES,Droit du travail,,,,Français
RENNES,LECLERCQ,Erwan,LECLERCQ ERWAN,421395153,"2, rue Pierre-Joseph Colin",ZAC Atalante Champeaux,35000,RENNES,,,,,"Anglais,Français"
RENNES,LECOMPTE,François,CORE-AL AVOCATS,843046012,9 avenue de Tizé,,35235,THORIGNE FOUILLARD,,,,,"Anglais,Français"
RENNES,LEDUC,Morgane,LEDUC MORGANE,824857437,23 Rue de la Monnaie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LEFAS,Manon,LEFAS MANON,893258897,1 Rue du Haut Grippé,Immeuble Le Lobby,35510,CESSON SEVIGNE,,,,,"Anglais,Français"
RENNES,LEFEVRE,Maëva,LEFEVRE MAËVA,844757807,Immeuble Le Lobby,1 rue du Haut Grippé,35510,CESSON SEVIGNE,,,,,Français
RENNES,LEMAITRE,Julien,SELARL JOLY LAISNE LEMAITRE,908021546,Immeuble Le Sully,8 place du Colombier,35000,RENNES,,,,,"Anglais,Français"
RENNES,LEMOINE,Catherine,PHENIX,807990247,2 rue Pierre Joseph Colin,ZAC Atalante Champeaux,35000,RENNES,Droit du travail,,,,Français
RENNES,LEMOINE,Paolig,CHAUVIN LEMOINE MELLET,,6 cours Raphaël Binet,,35000,RENNES,,,,,Français
RENNES,LEMOINE,Solenn,LEMOINE SOLENN,808653687,1 place du Maréchal Juin,,35000,RENNES,,,,,"Espagnol,Français"
RENNES,LEROI,Ludivine,SELARL LUDIVINE LEROI,892022724,8 rue du Sapeur Michel Jouan,,35000,RENNES,Droit des enfants,,,,Français
RENNES,LESAGE,Lucie,LESAGE LUCIE,880652755,8 place du Colombier,Immeuble le Sully,35000,RENNES,,,,,Français
RENNES,LETERTRE,Audrey,PHENIX,807990247,2 rue Pierre Joseph Colin,ZAC Atalante Champeaux,35000,RENNES,,,,,Français
RENNES,LETERTRE,Claire,LETERTRE CLAIRE,820259810,2 rue Pierre Joseph Collin,ZAC Atalante Champeaux,35000,RENNES,,,,,Français
RENNES,LEVEQUE,Charlène,LEVEQUE CHARLÈNE,947798633,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,LEVILLAIN,Marie-Laure,LEVILLAIN MARIE-LAURE,487859100,3 B avenue Charles Le Goffic,,35740,PACE,,,,,Français
RENNES,LEVY,Hugo,LEVY HUGO,509058418,"Immeuble ""Le Papyrus""",29 rue de Lorient,35000,RENNES,,,,,"Anglais,Français"
RENNES,LEY,Vianney,LEY VIANNEY,815139753,27 cours Raphaël Binet,,35000,RENNES,,,,,Français
RENNES,LHERMITTE,Christophe,"GAUVAIN, DEMIDOFF & LHERMITTE",320723943,40 boulevard de la Tour d'Auvergne,,35000,RENNES,Procédure d'appel,,,,Français
RENNES,L'HIRONDEL,Cécile,L'HIRONDEL CÉCILE,824578082,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,Français
RENNES,L'HOSTIS,Véronique,L'HOSTIS VÉRONIQUE,450777776,5 B rue René Dumont,,35000,RENNES,Droit du dommage corporel,,,,Français
RENNES,LIBOT,Romain,LIBOT ROMAIN,832504534,88 rue Saint-Hélier,,35000,RENNES,,,,,Français
RENNES,LOGÉAT,Catherine,VALADOU-JOSSELIN & ASSOCIES,799097118,1 place du Maréchal Juin,,35000,RENNES,,,,,Français
RENNES,LOHEZIC,Coralie,LOHEZIC CORALIE,834987398,8 place du Colombier,,35000,RENNES,,,,,Français
RENNES,LOUIS,Solenn,LOUIS SOLENN,931065718,8 rue du Bourg nouveau,,35000,RENNES,,,,,"Anglais,Français"
RENNES,LOUVEL,Bruno,PHENIX,807990247,2 rue Pierre Joseph Colin,ZAC Atalante Champeaux,35000,RENNES,,,,,"Anglais,Français"
RENNES,LOYAC,Franck,LOYAC FRANCK,790480206,22 rue du Maréchal Joffre,,35000,RENNES,,,,,Français
RENNES,LUCAS,Marine,SABEL,819697160,29 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,LUNEAU,Cécile,LUNEAU CÉCILE,818292096,24 rue Raoul Dautry,,35000,RENNES,,,,,Français
RENNES,LUSTEAU,Marie-Bénédicte,LUSTEAU MARIE-BÉNÉDICTE,509931754,22 rue du Maréchal Joffre,,35000,RENNES,,,,,Français
RENNES,MACE,Maxime,INVICTAE,828616326,9 rue Louis Kerautret Botmel,Centre d'affaires Athéa,35000,RENNES,,,,,"Anglais,Français"
RENNES,MAGINEAU,Hélène,TY BIHAN,824285563,24 rue Raoul Dautry,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MAILLARD,Bertrand,MAILLARD BERTRAND,334698511,2 rue Jules Simon,,35000,RENNES,Droit pénal,,,,Français
RENNES,MALHERBE,Héloïse,OMEGA AVOCATS,487599581,19 quai d'ille et rance,,35000,RENNES,"Droit de la famille, des personnes et de leur patrimoine",,,,Français
RENNES,MALLET,Catherine,MALLET CATHERINE,507569663,9 place Général Koenig,,35000,RENNES,,,,,Français
RENNES,MANHES,Thomas,SEBAN ARMORIQUE,903147494,2 rue au Duc,,35000,RENNES,,,,,Français
RENNES,MARAL,Sophie,MARAL SOPHIE,809229248,12 quai Duguay Trouin,,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,MARCHAND,Corinne,FRIN-MARCHAND,441086212,11 rue Louis Kerautret-Botmel,Centre d'affaires Athea,35000,RENNES,,,,,Français
RENNES,MARCHAND,Martina,MARCHAND MARTINA,988100715,13 Ter Place des Lices,,35000,RENNES,,,,,"Tchèque,Anglais,Français"
RENNES,MARCHIX,Lucie,ALIX AVOCATS,841471634,78 C rue saint-hélier,,35000,RENNES,,,,,Français
RENNES,MARIAU,Mélissa,MARIAU MÉLISSA,503640831,2 rue de Rohan,,35000,RENNES,,,,,Français
RENNES,MARION,Géraldine,CABINET ADVIS,834115289,2 avenue Charles et Raymonde Tillon,,35000,RENNES,,,,,Français
RENNES,MARLOT,Eric,MDL AVOCATS ASSOCIES,479522690,2 bis l'Abbaye Rue Saint Melaine,,35000,RENNES,,,,,Français
RENNES,MARTIGNY,Héloïse,MARTIGNY HÉLOÏSE,931198568,6 cours Raphaël Binet,,35000,RENNES,,,,,"Allemand,Anglais,Français"
RENNES,MARTIN,Sandrine,MARTIN SANDRINE,428827166,18 rue Maréchal Joffre,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MARTINEAU,Elisa,MARTINEAU ELISA,844975276,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MARY,Dimitra,MARY DIMITRA,931301048,29 avenue Jean Janvier,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MASSIP,Xavier,BG ASSOCIÉS,314813718,2 rue de Rohan,,35000,RENNES,,,,,Français
RENNES,MASSON,Guillaume,MASSON GUILLAUME,834114738,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MASSOUA,Esther,CORE-AL AVOCATS,843046012,9 avenue de Tizé,,35235,THORIGNE FOUILLARD,,,,,"Anglais,Français"
RENNES,MAUREL,Ludivine,MAUREL LUDIVINE,930806419,15 rue du puits Mauger,,35000,RENNES,,,,,Français
RENNES,MAUREL,Nicolas,MAUREL NICOLAS,988963658,126 rue de Lorient,,35000,RENNES,,,,,Français
RENNES,MAURICE,Manon,MAURICE MANON,892519901,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,MAYZAUD VISSEAUX,Benjamin,"SELARL PLURIEL-AVOCAT, MAYZAUD GUILLOTIN & ASSOCIES",914545090,1 place Honoré Commeurec,,35000,RENNES,Droit des enfants,"Droit de la famille, des personnes et de leur patrimoine",,,Français
RENNES,MAZAC,Léry,NOUVEAU MONDE AVOCATS,527621023,40 boulevard de la Tour d'Auvergne,,35000,RENNES,,,,,Français
RENNES,MAZO,Sarahswati,MAZO SARAHSWATI,989183512,8 rue du Docteur Regnault,,35000,RENNES,,,,,Français
RENNES,MAZOUIN,Cécilia,MAZOUIN CÉCILIA,817539588,4 allée Auguste Louis Jobbé Duval,,35000,RENNES,,,,,Français
RENNES,MAZROUI,Youssef,MAZROUI YOUSSEF,843440900,36 rue des Veyettes,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MEHATS,Charlotte,VERSO AVOCATS,828440743,23 avenue Aristide Briand,,35000,RENNES,,,,,Français
RENNES,MEILLARD GUGUEN,Caroline,CAROLINE MEILLARD,882830342,22 rue Maréchal Joffre,,35000,RENNES,,,,,Français
RENNES,MELLET,Laurent,CHAUVIN LEMOINE MELLET,,6 cours Raphaël Binet,,35000,RENNES,,,,,Français
RENNES,MENON,Yoann,MENON YOANN,932121304,105 avenue Henri Fréville,Immeuble Le Méridien,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,MENUGE,Kattalin,CABINET MEUNIER & ASSOCIÉS,478890205,106 A rue Eugène Pottier,Immeuble Le Dolmen,35000,RENNES,,,,,Français
RENNES,MERCIER,Matthieu,CARCREFF CONTENTIEUX,521595322,40 boulevard de la Tour d'Auvergne,,35000,RENNES,,,,,Français
RENNES,MERLY,Bertrand,CMA,447844077,3 E rue de Paris,Immeuble Atalis 2,35510,CESSON SEVIGNE,,,,,"Anglais,Espagnol,Français"
RENNES,MESSEANT,Eurydice,LEXCAP,424442333,29 rue de Lorient,"Immeuble ""Le Papyrus""",35000,RENNES,,,,,Français
RENNES,MEURDRA,Maëlle,MEURDRA MAËLLE,892588617,29 rue de Lorient,Immeuble Le Papyrus,35000,RENNES,,,,,Français
RENNES,MIGOT,Caroline,MIGOT CAROLINE,501923650,36 rue des Veyettes,,35000,RENNES,Droit du dommage corporel,,,,Français
RENNES,MOISON,Pauline,MOISON PAULINE,988816948,9 rue de la Monnaie,,35000,RENNES,,,,,Français
RENNES,MONNET,Nicolas,MONNET NICOLAS,989266887,2B rue de la Huguenoterie,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MONNET,Nicolas,MONNET NICOLAS,518269345,1 place du Maréchal Juin,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MONTEAU,Laurianne,MONTEAU LAURIANNE,845342294,Centre D'affaires Oberthür,Bâtiment F,35000,RENNES,,,,,Français
RENNES,MORAUD,Constance,MORAUD CONSTANCE,922189956,12 - 14 Rue Claude Bernard,,35000,RENNES,,,,,Français
RENNES,MORDELLET,Clémence,CABINET KERALIO,911198596,27 cours Raphaël Binet,,35000,RENNES,,,,,Français
RENNES,MOREL,Florence,FJM AVOCAT,940481518,32 rue Tronjolly,,35000,RENNES,,,,,Français
RENNES,MORIN,Chloé,MORIN CHLOÉ,982657710,9 rue de la Monnaie,,35000,RENNES,,,,,Français
RENNES,MORIN-BONNIN,Stéphanie,MORIN-BONNIN STÉPHANIE,437727357,50 Rue de Bray,La Monniais,35510,CESSON SEVIGNE,,,,,"Anglais,Espagnol,Français"
RENNES,MORON,Elodie,MORON ELODIE,908739931,2 avenue Jean Janvier,,35000,RENNES,,,,,"Anglais,Espagnol"
RENNES,MORVAN,Caroline,MORVAN CAROLINE,818173668,24 rue Raoul Dautry,,35000,RENNES,,,,,"Anglais,Français"
RENNES,MOSIMANN,Franziska,MOSIMANN FRANZISKA,418494274,20 rue d'Isly,Centre d'Affaires Les 3 Soleils,35000,RENNES,,,,,"Allemand,Anglais,Français"
RENNES,MOUGET-FAIZON,Hortense,SPARLANN,793252214,1 rue Raoul Ponchon - 2ème étage,Parc d'affaires Oberthur,35000,RENNES,,,,,Français
RENNES,MOULIN,Samuel,MOULIN SAMUEL,794395566,6 quai Richemont,,35000,RENNES,,,,,Français
RENNES,MOURRIERAS,Claire,CLAIRE,900562273,LE POD,Immeuble Identity 3,35000,RENNES,Droit de la propriété intellectuelle,,,,Français
RENNES,MOUSSET,Gaëlle,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,NADALINI,Maxime,NADALINI MAXIME,892439068,Immeuble EQUINOXE,1 rue Robert Duvivier,35000,RENNES,,,,,"Anglais,Français"
RENNES,NADAN,Vincent,VALADOU-JOSSELIN & ASSOCIES,799097118,1 place du Maréchal Juin,,35000,RENNES,,,,,Français
RENNES,NAUDIN,Thomas,PREVEO AVOCATS,988810131,6 rue Micheline Ostermeyer,,35000,RENNES,,,,,"Anglais,Français"
RENNES,NAZE,Héloïse,NAZE HÉLOÏSE,922190020,24 rue Raoul Dautry,Bâtiment B - 2ème étage,35000,RENNES,,,,,Français
RENNES,NICOLAS-LAURENT,Anne-Louise,NICOLAS-LAURENT ANNE-LOUISE,818650137,1 square René Coty,,35000,RENNES,,,,,"Anglais,Français"
RENNES,NOBLET,Nicolas,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,NOEL,Tangi,NOEL TANGI,484687124,6 rue Edith Cavell,,35000,RENNES,,,,,Français
RENNES,NORMAND,Thibault,ODYS AVOCATS,828925610,1 place Pasteur,,35000,RENNES,,,,,Français
RENNES,NORMANT,Aude,TELMA AVOCATS,938279197,19 A rue de Chatillon,,35000,RENNES,,,,,Français
RENNES,OBJILERE-GUILBERT,Valérie,OBJILERE-GUILBERT VALÉRIE,428896062,78 C rue Saint-Hélier,,35000,RENNES,"Droit de la famille, des personnes et de leur patrimoine",,,,"Anglais,Français"
RENNES,OMNES,Armelle,OMNES ARMELLE,403660731,8 place du Colombier,Immeuble Le Sully,35000,RENNES,,,,,"Anglais,Français"
RENNES,OMNES,Guillaume,BONDIGUEL & ASSOCIES,379163710,14 Bis rue Dupont des Loges,,35000,RENNES,,,,,Français
RENNES,ONGIS,Morgane,ONGIS MORGANE,808822365,8 rue du Papier Timbré,,35000,RENNES,,,,,Français
RENNES,OREAL,Céline,OREAL CÉLINE,532564796,1 rue Poullain Duparc,,35000,RENNES,,,,,Français
RENNES,ORIOT,Maud,CARCREFF CONTENTIEUX,521595322,40 boulevard de la Tour d'Auvergne,,35000,RENNES,,,,,Français
RENNES,OUAIRY JALLAIS,Marceline,QUESNEL DEMAY LE GALL-GUINEAU OUAIRY-JALLAIS BOUCHER BEUCHER-FLAMENT,938920394,1A allée Ermengarde d'Anjou,,35000,RENNES,Procédure d'appel,,,,Français
RENNES,OUESLATI,Myrième,OUESLATI MYRIÈME,818329583,"Immeuble ""Le Papyrus",29 rue de Lorient,35000,RENNES,,,,,Français
RENNES,PAGES,Zoé,PÉQUIGNOT AVOCAT,898567037,6 rue Micheline Ostermeyer,,35000,RENNES,,,,,"Anglais,Français,Italien"
RENNES,PAILLE-NICOLAS,Amélie,PAILLE-NICOLAS AMÉLIE,539157370,1 place Maréchal Juin,,35000,RENNES,,,,,Français
RENNES,PAITIER,Lucie,LPR AVOCAT,923007785,7 et 9 boulevard Solférino,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PALICOT,Corentin,CABINET PALICOT,845261841,88 rue Saint-Hélier,,35000,RENNES,,,,,Français
RENNES,PAQUIN-FERNANDEZ,Nathalie,AVEL AVOCATS,834329716,24 rue Raoul Dautry,,35000,RENNES,,,,,Français
RENNES,PAUL,Gwendoline,PAUL GWENDOLINE,447482480,19 rue Hoche,,35000,RENNES,Droit de l'environnement,,,,Français
RENNES,PAULET-PRIGENT,Marie-Aude,PAULET-PRIGENT MARIE-AUDE,429990807,9 place du Général Koenig,,35000,RENNES,,,,,"Espagnol,Français"
RENNES,PAYEN,Karine,PAYEN CARTRON AVOCATS,750623241,4 boulevard Saint Conwoïon,,35000,RENNES,,,,,"Espagnol,Français"
RENNES,PEDUZZI,Bruno,SIENNA AVOCATS,919049239,11 rue de Robien,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PEILLER,Eglantine,PEILLER EGLANTINE,834305120,3A rue du 10e Régiment d'Artillerie,,35000,RENNES,,,,,Français
RENNES,PELÉ,Anne,FELICITAS AVOCAT,907748487,1 Rue de Paris,Immeuble ATALIS 1,35510,CESSON SEVIGNE,,,,,Français
RENNES,PELGRIN,Anne-Hélène,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,PELLEN,Sandra,SANDRA PELLEN AVOCAT,805082609,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,PELOIL,Marie-Pierre,PELOIL MARIE-PIERRE,982341703,2 Rue de Rohan,,35000,RENNES,,,,,Français
RENNES,PELOIS,Sylvie,AB LITIS / PÉLOIS & AMOYEL-VICQUELIN,538287061,14 C rue du Patis Tatelin,,35700,RENNES,Procédure d'appel,,,,Français
RENNES,PELTIER,Stéphanie,PELTIER STÉPHANIE,501619282,8 rue du Sapeur Michel Jouan,,35000,RENNES,,,,,Français
RENNES,PENEAU-MELLET,Gaëlle,PENEAU & DOUARD AVOCATS ASSOCIÉS,908871064,11 ter rue Surcouf,,35000,RENNES,,,,,Français
RENNES,PENNARUN,Sophie,IRIA AVOCAT,904622065,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,PENNE,Valentin,PENNE VALENTIN,988997409,25 bis boulevard de la Liberté,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PEQUIGNOT,Laurent,PÉQUIGNOT AVOCAT,898567037,6 rue Micheline Ostermeyer,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PERAMO,Pauline,THOME HEITZMANN SOCIÉTÉ D'AVOCATS,899419857,1 rue Raoul Ponchon,,35000,RENNES,,,,,Français
RENNES,PERENNOU,Thomas,ALIX AVOCATS,841471634,78 C rue saint-hélier,,35000,RENNES,,,,,"Anglais,Français"
RENNES,PERES,Gwendoline,PERES GWENDOLINE,948475041,3A rue du 10ème Régiment d'Artillerie,,35000,RENNES,,,,,"Anglais,Espagnol,Français"
RENNES,PERREE,Matthieu,ACTIONEO AVOCATS,801864190,22 rue Jean-Marie David,Espace Antrium,35742,PACE,,,,,"Anglais,Français"
RENNES,PERRIGAULT-LEVESQUE,Marie-Cécile,PERRIGAULT-LEVESQUE,807386313,9 rue de la Monnaie,BP 60336,35000,RENNES,,,,,Français
RENNES,PETIT,Florian,FPA,904241643,74 A rue de Paris,,35000,RENNES,,,,,Français
RENNES,PETITJEAN,Romain,PETITJEAN ROMAIN,892921347,22 rue Jean Marie David,Espace Antrium,35742,PACE,,,,,Français
RENNES,PHILIPPE,Noémie,AD LEGIS,493270128,2 rue Ferdinand,,35000,RENNES,,,,,Français
RENNES,PICARD,Gwendoline,PICARD GWENDOLINE,880648969,27 boulevard Solferino,,35000,RENNES,,,,,Français
RENNES,PICART,Emilie,PICART EMILIE,939198255,1 place Maréchal Juin,,35000,RENNES,,,,,Français
RENNES,PIGNIER,Laure,PIGNIER LAURE,982563579,49 avenue Aristide Briand,,35000,RENNES,,,,,Français
RENNES,PIOT,Charles,PIOT CHARLES,881917652,88 rue Saint-Hélier,,35000,RENNES,,,,,Français
RENNES,PIPERAUD,Sophie,PIPERAUD SOPHIE,480777515,15 rue du Puits Mauger,,35000,RENNES,,,,,Français
RENNES,PIRIOU-FORGEOUX,Dominique,PIRIOU-FORGEOUX DOMINIQUE,434240826,7 rue Jean Macé,,35000,RENNES,,,,,Français
RENNES,PITEL,Géraldine,PITEL GÉRALDINE,825021199,2b rue de la Huguenoterie,,35000,RENNES,,,,,"Espagnol,Français"
RENNES,PLAISANT,Margaux,PLAISANT MARGAUX,927821686,24 mail François Mitterrand,,35000,RENNES,,,,,Français
RENNES,PLANÇON,Katell,KBP AVOCAT,808971576,126 rue de Lorient,,35000,RENNES,,,,,Français
RENNES,PLESSE,Augustin,GBA,493675904,24 mail François Mitterrand,,35000,RENNES,,,,,Français
