date_mesure,geocode_commune,libelle_commune,mode_transport,valeur
2022-01-01T00:00:00.000,35076,Chavagne,Vélo,69.40915153002648
2022-01-01T00:00:00.000,35363,Pont-Péan,Voiture,1711.8249451869674
2022-01-01T00:00:00.000,35150,Lécousse,Pas de transport,87.89807985761031
2022-01-01T00:00:00.000,35363,Pont-Péan,Vélo,34.58638446987314
2022-01-01T00:00:00.000,35144,Langan,Vélo,14.40666463781946
2022-01-01T00:00:00.000,35144,Langan,Pas de transport,23.51496357912865
2022-01-01T00:00:00.000,35160,Loutehel,Pas de transport,4.44409186870525
2022-01-01T00:00:00.000,35024,Betton,Transports en commun,775.6450985894967
2022-01-01T00:00:00.000,35088,Corps-Nuds,Deux-roues motorisé,19.77255457166317
2022-01-01T00:00:00.000,35079,Chevaigné,Transports en commun,187.4462982930361
2022-01-01T00:00:00.000,35208,Orgères,Pas de transport,102.37286517965038
2022-01-01T00:00:00.000,35120,Gévezé,Deux-roues motorisé,22.203606224261172
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,Pas de transport,14.65439643430841
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,Voiture,571.9078953107055
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Pas de transport,112.30185102488537
2022-01-01T00:00:00.000,35266,Saint-Erblon,Vélo,26.517432048367773
2022-01-01T00:00:00.000,35238,Rennes,Vélo,14329.834369100876
2022-01-01T00:00:00.000,35024,Betton,Pas de transport,182.85737595978824
2022-01-01T00:00:00.000,35144,Langan,Transports en commun,43.32693825293572
2022-01-01T00:00:00.000,35079,Chevaigné,Vélo,4.92085089611382
2022-01-01T00:00:00.000,35230,Poilley,Voiture,171.9902756558354
2022-01-01T00:00:00.000,35275,Saint-Gilles,Marche,67.92377207528084
2022-01-01T00:00:00.000,35200,Moutiers,Transports en commun,4.86559139784946
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,Transports en commun,101.06454102797159
2022-01-01T00:00:00.000,35135,Irodouër,Voiture,942.6888234810646
2022-01-01T00:00:00.000,35208,Orgères,Vélo,34.124823198834264
2022-01-01T00:00:00.000,35245,Romillé,Marche,64.63684638235888
2022-01-01T00:00:00.000,35150,Lécousse,Vélo,36.784282010715955
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,Deux-roues motorisé,40.452582715621716
2022-01-01T00:00:00.000,35240,Le Rheu,Deux-roues motorisé,19.97904662126768
2022-01-01T00:00:00.000,35139,Laillé,Voiture,2049.5883278921833
2022-01-01T00:00:00.000,35079,Chevaigné,Deux-roues motorisé,25.35816548434832
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Vélo,224.56238672842244
2022-01-01T00:00:00.000,35120,Gévezé,Voiture,2433.368046440911
2022-01-01T00:00:00.000,35136,Janzé,Voiture,3341.3277909738717
2022-01-01T00:00:00.000,35200,Moutiers,Voiture,379.51612903225805
2022-01-01T00:00:00.000,35088,Corps-Nuds,Transports en commun,172.26040039117888
2022-01-01T00:00:00.000,35170,Mecé,Pas de transport,14.84275871221983
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,Voiture,790.3329957497492
2022-01-01T00:00:00.000,35047,Bruz,Pas de transport,359.24861222085383
2022-01-01T00:00:00.000,35080,Cintré,Pas de transport,31.383835671959712
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Voiture,1786.0661157024788
2022-01-01T00:00:00.000,35245,Romillé,Deux-roues motorisé,9.91744789402748
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,Transports en commun,150.15167594851815
2022-01-01T00:00:00.000,35275,Saint-Gilles,Vélo,64.15896817641944
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,Pas de transport,49.70591811764823
2022-01-01T00:00:00.000,35144,Langan,Voiture,468.4412259418779
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Deux-roues motorisé,53.00475319595913
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Pas de transport,143.1511537855978
2022-01-01T00:00:00.000,35055,Chantepie,Deux-roues motorisé,99.84765108371953
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,Voiture,353.5662088293195
2022-01-01T00:00:00.000,35200,Moutiers,Deux-roues motorisé,9.73118279569892
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Marche,163.012797759123
2022-01-01T00:00:00.000,35001,Acigné,Voiture,2527.2170087976524
2022-01-01T00:00:00.000,35032,Bourgbarré,Deux-roues motorisé,14.63737924854591
2022-01-01T00:00:00.000,35136,Janzé,Marche,125.22802850356302
2022-01-01T00:00:00.000,35001,Acigné,Vélo,125.10997067448673
2022-01-01T00:00:00.000,35047,Bruz,Transports en commun,1278.0651687327038
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Transports en commun,244.46005509641867
2022-01-01T00:00:00.000,35196,Mordelles,Voiture,2843.820779220779
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Vélo,241.08994149377094
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,Voiture,796.6049014707818
2022-01-01T00:00:00.000,35208,Orgères,Transports en commun,262.7319128612647
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,Marche,40.17777790504988
2022-01-01T00:00:00.000,35208,Orgères,Voiture,2137.6713975857188
2022-01-01T00:00:00.000,35039,Brécé,Deux-roues motorisé,20.69596542795519
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,Deux-roues motorisé,5.00834963262248
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Deux-roues motorisé,4.9103596617186
2022-01-01T00:00:00.000,35088,Corps-Nuds,Voiture,1318.124177815789
2022-01-01T00:00:00.000,35131,L'Hermitage,Marche,70.13882693540441
2022-01-01T00:00:00.000,35055,Chantepie,Vélo,243.1809647044697
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,Pas de transport,46.99570607078884
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,Voiture,3171.161912309477
2022-01-01T00:00:00.000,35200,Moutiers,Vélo,14.59677419354838
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Marche,10.10702434000228
2022-01-01T00:00:00.000,35136,Janzé,Deux-roues motorisé,15.028503562945378
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Voiture,3503.6308165412966
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Transports en commun,1054.4454663808478
2022-01-01T00:00:00.000,35235,Rannée,Vélo,5.12916199738912
2022-01-01T00:00:00.000,35032,Bourgbarré,Vélo,32.8828973078302
2022-01-01T00:00:00.000,35131,L'Hermitage,Transports en commun,267.221203731402
2022-01-01T00:00:00.000,35132,Hirel,Deux-roues motorisé,9.9928217774176
2022-01-01T00:00:00.000,35081,Clayes,Transports en commun,68.37817007806962
2022-01-01T00:00:00.000,35132,Hirel,Transports en commun,15.22369746572478
2022-01-01T00:00:00.000,35032,Bourgbarré,Transports en commun,110.15931917376744
2022-01-01T00:00:00.000,35363,Pont-Péan,Deux-roues motorisé,33.63494897667197
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Transports en commun,444.38156473561924
2022-01-01T00:00:00.000,35210,Pacé,Vélo,118.3664376025964
2022-01-01T00:00:00.000,35131,L'Hermitage,Deux-roues motorisé,30.5255505780598
2022-01-01T00:00:00.000,35250,Saint-Armel,Voiture,912.9649650617398
2022-01-01T00:00:00.000,35170,Mecé,Voiture,242.04293863526865
2022-01-01T00:00:00.000,35210,Pacé,Marche,177.1063557625048
2022-01-01T00:00:00.000,35189,Montgermont,Pas de transport,16.2227412883916
2022-01-01T00:00:00.000,35131,L'Hermitage,Voiture,1531.5217753853694
2022-01-01T00:00:00.000,35189,Montgermont,Deux-roues motorisé,26.3867822272815
2022-01-01T00:00:00.000,35275,Saint-Gilles,Pas de transport,136.7086620129866
2022-01-01T00:00:00.000,35047,Bruz,Voiture,6248.6670351663015
2022-01-01T00:00:00.000,35363,Pont-Péan,Transports en commun,208.27489958051916
2022-01-01T00:00:00.000,35189,Montgermont,Vélo,48.45034304289234
2022-01-01T00:00:00.000,35196,Mordelles,Vélo,40.12467532467536
2022-01-01T00:00:00.000,35238,Rennes,Voiture,39524.83667347205
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Vélo,125.51770540184746
2022-01-01T00:00:00.000,35266,Saint-Erblon,Marche,37.39605428286788
2022-01-01T00:00:00.000,35200,Moutiers,Pas de transport,48.6559139784946
2022-01-01T00:00:00.000,35039,Brécé,Pas de transport,37.81227818288624
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Pas de transport,133.23417976500747
2022-01-01T00:00:00.000,35032,Bourgbarré,Pas de transport,80.88988312635524
2022-01-01T00:00:00.000,35245,Romillé,Transports en commun,148.85758908365767
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,Vélo,40.11027053939959
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Transports en commun,426.33866025075946
2022-01-01T00:00:00.000,35135,Irodouër,Marche,15.459764454473731
2022-01-01T00:00:00.000,35250,Saint-Armel,Pas de transport,32.18539631978356
2022-01-01T00:00:00.000,35150,Lécousse,Deux-roues motorisé,10.06014660438642
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Vélo,743.1088518893073
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,Pas de transport,55.50045155622089
2022-01-01T00:00:00.000,35047,Bruz,Marche,402.04520936167756
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,Pas de transport,25.03214761241587
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Voiture,3001.7687897051533
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Transports en commun,28.766671070807
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Marche,381.84669435029934
2022-01-01T00:00:00.000,35022,Bécherel,Transports en commun,14.988335057208971
2022-01-01T00:00:00.000,35240,Le Rheu,Voiture,3736.1236249345184
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,Deux-roues motorisé,90.77792144541647
2022-01-01T00:00:00.000,35022,Bécherel,Voiture,166.7968191897207
2022-01-01T00:00:00.000,35275,Saint-Gilles,Transports en commun,312.83954468577883
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Voiture,535.6881028938901
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,Marche,10.09835435318507
2022-01-01T00:00:00.000,35022,Bécherel,Pas de transport,38.0601394098157
2022-01-01T00:00:00.000,35351,Le Verger,Marche,9.86898799752216
2022-01-01T00:00:00.000,35135,Irodouër,Deux-roues motorisé,10.15258749883944
2022-01-01T00:00:00.000,35080,Cintré,Deux-roues motorisé,10.47929603671517
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Vélo,94.79063360881536
2022-01-01T00:00:00.000,35245,Romillé,Voiture,1762.1999338779533
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,Deux-roues motorisé,4.97599167764997
2022-01-01T00:00:00.000,35088,Corps-Nuds,Vélo,29.863538351547568
2022-01-01T00:00:00.000,35196,Mordelles,Pas de transport,130.37402597402607
2022-01-01T00:00:00.000,35240,Le Rheu,Pas de transport,204.78522786799374
2022-01-01T00:00:00.000,35080,Cintré,Voiture,1073.5082433642262
2022-01-01T00:00:00.000,35240,Le Rheu,Marche,179.82713462545837
2022-01-01T00:00:00.000,35024,Betton,Deux-roues motorisé,49.84798092380145
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Marche,399.9054509617033
2022-01-01T00:00:00.000,35136,Janzé,Vélo,55.10451306413306
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,Transports en commun,331.3787787318995
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Vélo,79.99049751489228
2022-01-01T00:00:00.000,35055,Chantepie,Pas de transport,172.0606279762119
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Vélo,30.0385852090032
2022-01-01T00:00:00.000,35230,Poilley,Pas de transport,4.7724627553764
2022-01-01T00:00:00.000,35150,Lécousse,Marche,41.42403741963643
2022-01-01T00:00:00.000,35238,Rennes,Pas de transport,3508.6089896285084
2022-01-01T00:00:00.000,35266,Saint-Erblon,Pas de transport,47.441015709061716
2022-01-01T00:00:00.000,35076,Chavagne,Voiture,1696.740739729179
2022-01-01T00:00:00.000,35204,Nouvoitou,Deux-roues motorisé,9.69161478743218
2022-01-01T00:00:00.000,35245,Romillé,Vélo,9.76836313041961
2022-01-01T00:00:00.000,35196,Mordelles,Transports en commun,310.9662337662341
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Transports en commun,1352.091894820832
2022-01-01T00:00:00.000,35139,Laillé,Vélo,20.773309062334818
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,Transports en commun,5.17254121138589
2022-01-01T00:00:00.000,35120,Gévezé,Vélo,27.848094329342665
2022-01-01T00:00:00.000,35079,Chevaigné,Pas de transport,35.19990182094972
2022-01-01T00:00:00.000,35080,Cintré,Vélo,5.21240075059348
2022-01-01T00:00:00.000,35266,Saint-Erblon,Transports en commun,143.7957056241281
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Pas de transport,260.9542976153127
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Marche,5.0064308681672
2022-01-01T00:00:00.000,35210,Pacé,Voiture,4422.853808574692
2022-01-01T00:00:00.000,35076,Chavagne,Marche,55.46349688028218
2022-01-01T00:00:00.000,35245,Romillé,Pas de transport,79.7384410915246
2022-01-01T00:00:00.000,35047,Bruz,Deux-roues motorisé,72.37924923092677
2022-01-01T00:00:00.000,35047,Bruz,Vélo,337.948639459194
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Deux-roues motorisé,10.0128617363344
2022-01-01T00:00:00.000,35132,Hirel,Vélo,5.07297705163027
2022-01-01T00:00:00.000,35275,Saint-Gilles,Voiture,2071.8085206794217
2022-01-01T00:00:00.000,35039,Brécé,Marche,43.797476424833526
2022-01-01T00:00:00.000,35240,Le Rheu,Transports en commun,524.4918805657411
2022-01-01T00:00:00.000,35204,Nouvoitou,Vélo,19.17153880937181
2022-01-01T00:00:00.000,35024,Betton,Vélo,292.95162031866704
2022-01-01T00:00:00.000,35250,Saint-Armel,Deux-roues motorisé,5.41085425003628
2022-01-01T00:00:00.000,35079,Chevaigné,Marche,15.29270993486424
2022-01-01T00:00:00.000,35039,Brécé,Transports en commun,106.98557870329506
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,Deux-roues motorisé,40.31744415971732
2022-01-01T00:00:00.000,35131,L'Hermitage,Pas de transport,69.47655590411566
2022-01-01T00:00:00.000,35235,Rannée,Deux-roues motorisé,4.69408389318315
2022-01-01T00:00:00.000,35150,Lécousse,Transports en commun,46.0830785901469
2022-01-01T00:00:00.000,35131,L'Hermitage,Vélo,10.45231277985236
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Voiture,3135.69862776002
2022-01-01T00:00:00.000,35190,Monthault,Voiture,85.44012575828849
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Pas de transport,112.1997039423966
2022-01-01T00:00:00.000,35135,Irodouër,Pas de transport,62.2160614378312
2022-01-01T00:00:00.000,35196,Mordelles,Deux-roues motorisé,35.10909090909094
2022-01-01T00:00:00.000,35266,Saint-Erblon,Voiture,1430.0929114082414
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Pas de transport,212.1519958749516
2022-01-01T00:00:00.000,35160,Loutehel,Voiture,87.09228446832927
2022-01-01T00:00:00.000,35136,Janzé,Pas de transport,170.32304038004762
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Deux-roues motorisé,64.85674931129472
2022-01-01T00:00:00.000,35235,Rannée,Voiture,468.3070745429152
2022-01-01T00:00:00.000,35081,Clayes,Voiture,367.96980961478357
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Deux-roues motorisé,116.21932378420512
2022-01-01T00:00:00.000,35076,Chavagne,Deux-roues motorisé,28.004504160094648
2022-01-01T00:00:00.000,35238,Rennes,Transports en commun,27106.070548804404
2022-01-01T00:00:00.000,35001,Acigné,Pas de transport,190.16715542521985
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Voiture,5230.17583285896
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,Transports en commun,4.72946747881059
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Transports en commun,300.7681577615615
2022-01-01T00:00:00.000,35081,Clayes,Marche,5.17683388895338
2022-01-01T00:00:00.000,35240,Le Rheu,Vélo,244.76427448926142
2022-01-01T00:00:00.000,35190,Monthault,Pas de transport,15.368612581121809
2022-01-01T00:00:00.000,35351,Le Verger,Deux-roues motorisé,5.21894949943051
2022-01-01T00:00:00.000,35076,Chavagne,Transports en commun,169.96333444428976
2022-01-01T00:00:00.000,35088,Corps-Nuds,Marche,62.75227490862089
2022-01-01T00:00:00.000,35351,Le Verger,Transports en commun,51.29339381227905
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Voiture,545.9836059233495
2022-01-01T00:00:00.000,35079,Chevaigné,Voiture,947.2549274352748
2022-01-01T00:00:00.000,35208,Orgères,Marche,44.03750938882359
2022-01-01T00:00:00.000,35136,Janzé,Transports en commun,155.29453681710223
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Marche,84.79592669275145
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Pas de transport,24.55990856535624
2022-01-01T00:00:00.000,35351,Le Verger,Voiture,611.9896616541201
2022-01-01T00:00:00.000,35039,Brécé,Vélo,10.67440800474318
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,Marche,82.03785076788631
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Pas de transport,35.0450160771704
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Marche,122.39799012221914
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,Vélo,4.9103596617186
2022-01-01T00:00:00.000,35235,Rannée,Pas de transport,39.54867620718258
2022-01-01T00:00:00.000,35363,Pont-Péan,Pas de transport,78.21223897604744
2022-01-01T00:00:00.000,35139,Laillé,Transports en commun,118.81398151548412
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,Marche,35.76335785902014
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,Deux-roues motorisé,5.20643450609043
2022-01-01T00:00:00.000,35055,Chantepie,Transports en commun,708.9816361394865
2022-01-01T00:00:00.000,35238,Rennes,Deux-roues motorisé,1118.3965479468454
2022-01-01T00:00:00.000,35250,Saint-Armel,Transports en commun,91.49755877691112
2022-01-01T00:00:00.000,35352,Vern-sur-Seiche,Deux-roues motorisé,29.41763660577383
2022-01-01T00:00:00.000,35150,Lécousse,Voiture,1123.1945251838267
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,Marche,30.467103252955297
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,Vélo,892.9919733728893
2022-01-01T00:00:00.000,35001,Acigné,Marche,85.07478005865099
2022-01-01T00:00:00.000,35088,Corps-Nuds,Pas de transport,89.20384338715162
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,Transports en commun,40.0514469453376
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Pas de transport,94.79063360881536
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Deux-roues motorisé,115.80334951080157
2022-01-01T00:00:00.000,35120,Gévezé,Marche,32.15760630275503
2022-01-01T00:00:00.000,35189,Montgermont,Transports en commun,184.05465006837545
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Voiture,2996.543232454759
2022-01-01T00:00:00.000,35080,Cintré,Marche,31.38352010754892
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Transports en commun,381.6419234346178
2022-01-01T00:00:00.000,35081,Clayes,Pas de transport,10.673803536833379
2022-01-01T00:00:00.000,35208,Orgères,Deux-roues motorisé,14.49493982978393
2022-01-01T00:00:00.000,35266,Saint-Erblon,Deux-roues motorisé,36.822757644136374
2022-01-01T00:00:00.000,35278,Saint-Grégoire,Deux-roues motorisé,81.74872594650242
2022-01-01T00:00:00.000,35196,Mordelles,Marche,120.34285714285724
2022-01-01T00:00:00.000,35250,Saint-Armel,Marche,10.61075012532239
2022-01-01T00:00:00.000,35139,Laillé,Deux-roues motorisé,50.80391892136029
2022-01-01T00:00:00.000,35210,Pacé,Deux-roues motorisé,56.51308429920358
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,Vélo,15.385757992418391
2022-01-01T00:00:00.000,35363,Pont-Péan,Marche,20.24580202472378
2022-01-01T00:00:00.000,35204,Nouvoitou,Marche,9.58693814186033
2022-01-01T00:00:00.000,35120,Gévezé,Pas de transport,125.0616760912101
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,Marche,10.41286901218086
2022-01-01T00:00:00.000,35351,Le Verger,Pas de transport,35.58681577682574
2022-01-01T00:00:00.000,35022,Bécherel,Marche,14.509486631821598
2022-01-01T00:00:00.000,35230,Poilley,Marche,17.40818608663134
2022-01-01T00:00:00.000,35210,Pacé,Pas de transport,226.76624263919445
2022-01-01T00:00:00.000,35275,Saint-Gilles,Deux-roues motorisé,33.95806332922962
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,Marche,81.50450822644424
2022-01-01T00:00:00.000,35120,Gévezé,Transports en commun,170.05479143772075
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,Marche,39.91184573002752
2022-01-01T00:00:00.000,35204,Nouvoitou,Transports en commun,115.68072081007193
2022-01-01T00:00:00.000,35210,Pacé,Transports en commun,524.4724952374626
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,Voiture,3979.7967540459153
2022-01-01T00:00:00.000,35132,Hirel,Voiture,566.1000894603177
