Exercice,Outre-mer,Code Insee 2024 Région,Nom 2024 Région,Code Insee 2024 Département,Nom 2024 Département,Code Siren 2024 EPCI,Nom 2024 EPCI,Strate population 2024,Commune rurale,Commune de montagne,Commune touristique,Tranche revenu par habitant,Présence QPV,Code Insee 2024 Commune,Nom 2024 Commune,Catégorie,Code Siren Collectivité,Code Insee Collectivité,Siret Budget,Libellé Budget,Type de budget,Nomenclature,Agrégat,Montant,Montant en millions,Population totale,Montant en € par habitant,Compte 2024 Disponible,code_type_budget,ordre_analyse1_section1,ordre_analyse1_section2,ordre_analyse1_section3,ordre_analyse2_section1,ordre_analyse2_section2,ordre_analyse2_section3,ordre_analyse3_section1,ordre_analyse3_section2,ordre_analyse3_section3,ordre_analyse4_section1,annee_join,Population totale du dernier exercice
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,21350281800189,ZAC MORINAIS - SAINT-JACQUES-DE-LA-LANDE,Budget annexe,M14,Impôts et taxes,0.0,0.0,12463,0.0,1,3,,,,2,,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,21350281800197,EQUIP PUB CONCORDET EPI - ST JACQUES,Budget annexe,M14,Impôts et taxes,0.0,0.0,12463,0.0,1,3,,,,2,,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,21350281800205,ZAC GAUTRAIS - SAINT-JACQUES-DE-LA-LANDE,Budget annexe,M14,Impôts et taxes,0.0,0.0,12463,0.0,1,3,,,,2,,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,1,Non,35281,Saint-Jacques-de-la-Lande,Commune,213502818,35281,21350281800247,SAINT-JACQUES-DE-LA-LANDE,Budget principal,M14,Impôts et taxes,10365403.99,10.36540399,12463,831.6941338361551,1,1,,,,2,,,,,,,2017,13782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,3,Non,Non,Non,1,Non,35310,Saint-Sauveur-des-Landes,Commune,213503105,35310,21350310500016,SAINT-SAUVEUR-DES-LANDES,Budget principal,M14,Impôts et taxes,631035.0,0.631035,1521,414.8816568047337,1,1,,,,2,,,,,,,2017,1577
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,3,Non,Non,Non,1,Non,35310,Saint-Sauveur-des-Landes,Commune,213503105,35310,21350310500081,LOT TILLEULS - ST-SAUVEUR-DES-LANDES,Budget annexe,M14,Impôts et taxes,0.0,0.0,1521,0.0,1,3,,,,2,,,,,,,2017,1577
2017,Non,53,Bretagne,35,Ille-et-Vilaine,200072452,Communauté d'agglomération Fougères Agglomération,3,Non,Non,Non,1,Non,35310,Saint-Sauveur-des-Landes,Commune,213503105,35310,21350310500099,LOT LES JARDINS DU FOURNIL - ST SAUVEUR,Budget annexe,M14,Impôts et taxes,0.0,0.0,1521,0.0,1,3,,,,2,,,,,,,2017,1577
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35315,Saint-Sulpice-la-Forêt,Commune,213503154,35315,21350315400014,SAINT-SULPICE-LA-FORET,Budget principal,M14,Impôts et taxes,748809.0,0.748809,1422,526.5886075949367,1,1,,,,2,,,,,,,2017,1539
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35315,Saint-Sulpice-la-Forêt,Commune,213503154,35315,21350315400063,ZA - SAINT-SULPICE-LA-FORET,Budget annexe,M14,Impôts et taxes,0.0,0.0,1422,0.0,1,3,,,,2,,,,,,,2017,1539
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,21350334500117,ZA IV - THORIGNE-FOUILLARD,Budget annexe,M14,Impôts et taxes,0.0,0.0,8296,0.0,1,3,,,,2,,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,21350334500133,ZA VIGNE - THORIGNE-FOUILLARD,Budget annexe,M14,Impôts et taxes,0.0,0.0,8296,0.0,1,3,,,,2,,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,21350334500158,CONSTRUCTION FL - THORIGNE-FOUILLARD,Budget annexe,M14,Impôts et taxes,0.0,0.0,8296,0.0,1,3,,,,2,,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,21350334500174,ZA PORTAIL - THORIGNE-FOUILLARD,Budget annexe,M14,Impôts et taxes,0.0,0.0,8296,0.0,1,3,,,,2,,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,3,Non,35334,Thorigné-Fouillard,Commune,213503345,35334,21350334500182,THORIGNE-FOUILLARD,Budget principal,M14,Impôts et taxes,4353213.35,4.35321335,8296,524.7364211668273,1,1,,,,2,,,,,,,2017,8782
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35351,Le Verger,Commune,213503519,35351,21350351900018,VERGER (LE ),Budget principal,M14,Impôts et taxes,604239.77,0.6042397700000001,1488,406.07511424731183,1,1,,,,2,,,,,,,2017,1445
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,21350352700011,VERN-SUR-SEICHE,Budget principal,M14,Impôts et taxes,6275322.16,6.27532216,8123,772.5375058475933,1,1,,,,2,,,,,,,2017,8384
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,21350352700144,LOT CLOS ORRIERES - VERN-SUR-SEICHE,Budget annexe,M14,Impôts et taxes,0.0,0.0,8123,0.0,1,3,,,,2,,,,,,,2017,8384
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35352,Vern-sur-Seiche,Commune,213503527,35352,21350352700151,LOT HAUTS GAUDON - VERN SUR SEICHE,Budget annexe,M14,Impôts et taxes,0.0,0.0,8123,0.0,1,3,,,,2,,,,,,,2017,8384
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35353,Vezin-le-Coquet,Commune,213503535,35353,21350353500014,VEZIN-LE-COQUET,Budget principal,M14,Impôts et taxes,3213097.91,3.21309791,5249,612.1352467136597,1,1,,,,2,,,,,,,2017,6411
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,21350363400015,PONT-PEAN,Budget principal,M14,Impôts et taxes,1864852.17,1.86485217,4135,450.9920604594921,1,1,,,,2,,,,,,,2017,4442
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35363,Pont-Péan,Commune,213503634,35363,21350363400080,ZA PONT MAHAUD - PONT-PEAN,Budget annexe,M14,Impôts et taxes,0.0,0.0,4135,0.0,1,3,,,,2,,,,,,,2017,4442
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,21350364200018,NOYAL-CHATILLON-SUR-SEICHE,Budget principal,M14,Impôts et taxes,4930717.91,4.93071791,7070,697.4141315417256,1,1,,,,2,,,,,,,2017,7713
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,21350364200059,ZAC SUD SEICHE - NOYAL-CHATILLON,Budget annexe,M14,Impôts et taxes,0.0,0.0,7070,0.0,1,3,,,,2,,,,,,,2017,7713
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,21350364200067,ZAC HIL - NOYAL-CHATILLON-SUR-SEICHE,Budget annexe,M14,Impôts et taxes,0.0,0.0,7070,0.0,1,3,,,,2,,,,,,,2017,7713
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35206,Noyal-Châtillon-sur-Seiche,Commune,213503642,35206,21350364200083,ZA SECTEUR DE L'ISE - NOYAL CHATILLON,Budget annexe,M14,Impôts et taxes,0.0,0.0,7070,0.0,1,3,,,,2,,,,,,,2017,7713
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000011,ACIGNE,Budget principal,M14,Recettes totales hors emprunts,7008859.53,7.0088595300000005,6574,1066.1483921508975,1,1,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000102,ZA BOULAIS 2 - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,6574,0.0,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000136,ZONE JOVAL - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,6574,0.0,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000151,ZAC TIMONIERE - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,10511.42,0.01051142,6574,1.5989382415576514,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000185,URBANISME SECTEUR BOTREL - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,979833.49,0.97983349,6574,149.04677365378765,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000201,ZAC CENTRE - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,550072.46,0.55007246,6574,83.67393672041375,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35001,Acigné,Commune,213500010,35001,21350001000235,LOT OPE AMENAG BOTREL 1 - ACIGNE,Budget annexe,M14,Recettes totales hors emprunts,0.37,3.7e-07,6574,5.628232430787952e-05,1,3,3,,,,,,,,,,2017,7051
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,21350022600013,BECHEREL,Budget principal,M14,Recettes totales hors emprunts,951911.82,0.95191182,715,1331.3452027972028,1,1,3,,,,,,,,,,2017,706
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35022,Bécherel,Commune,213500226,35022,21350022600054,LOC LOCAUX COMMERCIAUX - BECHEREL,Budget annexe,M14,Recettes totales hors emprunts,344.92,0.00034492,715,0.48240559440559444,1,3,3,,,,,,,,,,2017,706
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,21350024200218,ZA RENAUDAIS - BETTON,Budget annexe,M14,Recettes totales hors emprunts,75276.42,0.07527642,11038,6.819751766624388,1,3,3,,,,,,,,,,2017,12959
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,21350024200234,LOT BASSE RENAUDAIS - BETTON,Budget annexe,M14,Recettes totales hors emprunts,0.39,3.9e-07,11038,3.533248776952347e-05,1,3,3,,,,,,,,,,2017,12959
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,21350024200242,LOT ROBINAIS - BETTON,Budget annexe,M14,Recettes totales hors emprunts,179064.0,0.179064,11038,16.222504076825512,1,3,3,,,,,,,,,,2017,12959
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35024,Betton,Commune,213500242,35024,21350024200259,BETTON,Budget principal,M14,Recettes totales hors emprunts,11338802.15,11.338802150000001,11038,1027.2515084254394,1,1,3,,,,,,,,,,2017,12959
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35032,Bourgbarré,Commune,213500325,35032,21350032500062,BOURGBARRE,Budget principal,M14,Recettes totales hors emprunts,3538479.67,3.53847967,3814,927.7607944415312,1,1,3,,,,,,,,,,2017,4646
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000017,BRECE,Budget principal,M14,Recettes totales hors emprunts,1577828.73,1.57782873,2141,736.9587716020551,1,1,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000033,ZA - BRECE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,2141,0.0,1,3,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000066,CELLULES COMMERCIALES - BRECE,Budget annexe,M14,Recettes totales hors emprunts,18012.23,0.01801223,2141,8.412998598785615,1,3,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000082,ZAC VALLON - BRECE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,2141,0.0,1,3,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000090,ZAC CENTRE BOURG LA LOIRIE - BRECE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,2141,0.0,1,3,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35039,Brécé,Commune,213500390,35039,21350039000108,LES PRES HAUTS - BRECE,Budget annexe,M14,Recettes totales hors emprunts,60148.68,0.06014868,2141,28.09373190098085,1,3,3,,,,,,,,,,2017,2191
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,21350047300011,BRUZ,Budget principal,M14,Recettes totales hors emprunts,18818125.47,18.81812547,17863,1053.4694883278285,1,1,3,,,,,,,,,,2017,20118
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,21350047300177,PARC GRANDES ECOLES KERN LANN - BRUZ,Budget annexe,M14,Recettes totales hors emprunts,499975.6,0.49997559999999996,17863,27.989453059396517,1,3,3,,,,,,,,,,2017,20118
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,21350047300201,CANT SCOL - BRUZ,Budget annexe,M14,Recettes totales hors emprunts,770302.11,0.77030211,17863,43.12277389016403,1,3,3,,,,,,,,,,2017,20118
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,8,Non,Non,Non,2,Non,35047,Bruz,Commune,213500473,35047,21350047300227,ZAC EPERON - BRUZ,Budget annexe,M14,Recettes totales hors emprunts,197227.26,0.19722726000000002,17863,11.041105077534569,1,3,3,,,,,,,,,,2017,20118
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,3,Non,35051,Cesson-Sévigné,Commune,213500515,35051,21350051500019,CESSON-SEVIGNE,Budget principal,M14,Recettes totales hors emprunts,25262260.16,25.26226016,17934,1408.6238519014164,1,1,3,,,,,,,,,,2017,18212
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,21350055600013,CHANTEPIE,Budget principal,M14,Recettes totales hors emprunts,10173245.68,10.173245679999999,10904,932.9829126925898,1,1,3,,,,,,,,,,2017,10391
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,21350055600146,ZAC RIVES BLOSNE BC - CHANTEPIE,Budget annexe,M14,Recettes totales hors emprunts,2410596.53,2.41059653,10904,221.0745166911225,1,3,3,,,,,,,,,,2017,10391
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,7,Non,Non,Non,2,Non,35055,Chantepie,Commune,213500556,35055,21350055600153,ZAC CENTRE VILLE - CHANTEPIE,Budget annexe,M14,Recettes totales hors emprunts,1420897.81,1.42089781,10904,130.30977714600147,1,3,3,,,,,,,,,,2017,10391
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,1,Non,35058,La Chapelle-Chaussée,Commune,213500580,35058,21350058000013,CHAPELLE-CHAUSSEE (LA ),Budget principal,M14,Recettes totales hors emprunts,1081687.35,1.0816873500000002,1282,843.7498829953199,1,1,3,,,,,,,,,,2017,1323
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,21350059800015,CHAPELLE-DES-FOUGERETZ (LA ),Budget principal,M14,Recettes totales hors emprunts,4514777.54,4.51477754,4836,933.5768279569893,1,1,3,,,,,,,,,,2017,4696
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,21350059800114,ZA CROIX ROUGE - LA CHAPELLE-DES FOUGERE,Budget annexe,M14,Recettes totales hors emprunts,81438.0,0.081438,4836,16.83995037220844,1,3,3,,,,,,,,,,2017,4696
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,21350059800122,ZA HAUT DENTE - LA CHAPELLE-DES-FOUGERET,Budget annexe,M14,Recettes totales hors emprunts,138490.0,0.13849,4836,28.637303556658395,1,3,3,,,,,,,,,,2017,4696
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35059,La Chapelle-des-Fougeretz,Commune,213500598,35059,21350059800130,LOT CLOS PASQUIER - LA CHAPELLE-DES-FOUG,Budget annexe,M14,Recettes totales hors emprunts,187790.22,0.18779022,4836,38.83172456575682,1,3,3,,,,,,,,,,2017,4696
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,21350065500013,CHAPELLE-THOUARAULT (LA ),Budget principal,M14,Recettes totales hors emprunts,1448858.66,1.44885866,2034,712.3198918387413,1,1,3,,,,,,,,,,2017,2294
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,21350065500070,GARDERIE - LA CHAPELLE-THOUARAULT,Budget annexe,M14,Recettes totales hors emprunts,46660.3,0.0466603,2034,22.940167158308753,1,3,3,,,,,,,,,,2017,2294
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35065,La Chapelle-Thouarault,Commune,213500655,35065,21350065500088,CANT SCOL - LA CHAPELLE THOUARAULT,Budget annexe,M14,Recettes totales hors emprunts,118774.9,0.11877489999999999,2034,58.39473942969518,1,3,3,,,,,,,,,,2017,2294
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,21350066300017,CHARTRES-DE-BRETAGNE,Budget principal,M14,Recettes totales hors emprunts,11225733.58,11.22573358,7504,1495.9666284648188,1,1,3,,,,,,,,,,2017,8377
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35066,Chartres-de-Bretagne,Commune,213500663,35066,21350066300132,ZAC PORTES SEICHE - CHARTRES DE BRETAGNE,Budget annexe,M14,Recettes totales hors emprunts,420514.78,0.42051478000000003,7504,56.03875,1,3,3,,,,,,,,,,2017,8377
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,21350076200017,CHAVAGNE,Budget principal,M14,Recettes totales hors emprunts,3283872.3,3.2838722999999996,3768,871.5160031847133,1,1,3,,,,,,,,,,2017,4476
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,21350076200066,LOT BOSQUET - CHAVAGNE,Budget annexe,M14,Recettes totales hors emprunts,15000.0,0.015,3768,3.9808917197452227,1,3,3,,,,,,,,,,2017,4476
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,21350076200082,LOT PARC ACT VI - CHAVAGNE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,3768,0.0,1,3,3,,,,,,,,,,2017,4476
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35076,Chavagne,Commune,213500762,35076,21350076200108,ZAC COEUR DE VILLE - CHAVAGNE,Budget annexe,M14,Recettes totales hors emprunts,2029.39,0.0020293900000000003,3768,0.5385854564755839,1,3,3,,,,,,,,,,2017,4476
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,21350079600015,CHEVAIGNE,Budget principal,M14,Recettes totales hors emprunts,2164875.85,2.16487585,2100,1030.8932619047619,1,1,3,,,,,,,,,,2017,2414
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,21350079600072,ZAC BRANCHERE - CHEVAIGNE,Budget annexe,M14,Recettes totales hors emprunts,15000.0,0.015,2100,7.142857142857143,1,3,3,,,,,,,,,,2017,2414
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,21350079600080,ZAC DES TROIS LIEUX - CHEVAIGNE,Budget annexe,M14,Recettes totales hors emprunts,39489.67,0.03948967,2100,18.804604761904763,1,3,3,,,,,,,,,,2017,2414
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Non,Non,Non,2,Non,35079,Chevaigné,Commune,213500796,35079,21350079600098,PHOTOVOLTAIQUE - CHEVAIGNE,Budget annexe,M4,Recettes totales hors emprunts,2597.84,0.00259784,2100,1.2370666666666668,1,3,3,,,,,,,,,,2017,2414
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,21350080400082,CELLULE COMMERCIALE - CINTRE,Budget annexe,M14,Recettes totales hors emprunts,19313.97,0.01931397,2254,8.568753327417925,1,3,3,,,,,,,,,,2017,2600
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,4,Oui,Non,Non,2,Non,35080,Cintré,Commune,213500804,35080,21350080400108,CINTRE,Budget principal,M14,Recettes totales hors emprunts,1772863.97,1.77286397,2254,786.541246672582,1,1,3,,,,,,,,,,2017,2600
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,3,Oui,Non,Non,2,Non,35081,Clayes,Commune,213500812,35081,21350081200010,CLAYES,Budget principal,M14,Recettes totales hors emprunts,581145.54,0.5811455400000001,778,746.9737017994859,1,1,3,,,,,,,,,,2017,969
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,21350088700103,CORPS-NUDS,Budget principal,M14,Recettes totales hors emprunts,3777030.68,3.77703068,3249,1162.5209849184364,1,1,3,,,,,,,,,,2017,3621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,5,Non,Non,Non,2,Non,35088,Corps-Nuds,Commune,213500887,35088,21350088700111,CENTRE DE SECOURS LOCATION - CORPS-NUD,Budget annexe,M14,Recettes totales hors emprunts,34909.37,0.03490937,3249,10.744650661742075,1,3,3,,,,,,,,,,2017,3621
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,21350120800010,GEVEZE,Budget principal,M14,Recettes totales hors emprunts,5069902.42,5.06990242,5246,966.432028211971,1,1,3,,,,,,,,,,2017,6000
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,21350120800093,LOT FERME COUALEUC - GEVEZE,Budget annexe,M14,Recettes totales hors emprunts,0.0,0.0,5246,0.0,1,3,3,,,,,,,,,,2017,6000
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,21350120800127,ZA DOUVE - GEVEZE,Budget annexe,M14,Recettes totales hors emprunts,1.1,1.1e-06,5246,0.0002096835684330919,1,3,3,,,,,,,,,,2017,6000
2017,Non,53,Bretagne,35,Ille-et-Vilaine,243500139,Rennes Métropole,6,Non,Non,Non,2,Non,35120,Gévezé,Commune,213501208,35120,21350120800143,LOT VIEILLE RUE - GEVEZE,Budget annexe,M14,Recettes totales hors emprunts,174975.0,0.174975,5246,33.35398398780023,1,3,3,,,,,,,,,,2017,6000
