date_mesure,geocode_commune,libelle_commune,sens_flux,valeur
2022-01-01T00:00:00.000,35132,Hirel,sortant,536.5576211774235
2022-01-01T00:00:00.000,35024,Betton,entrant,2340.30411078266
2022-01-01T00:00:00.000,35351,Le Verger,interne,74.74158129502406
2022-01-01T00:00:00.000,35210,Pacé,interne,1148.1112161323883
2022-01-01T00:00:00.000,35240,Le Rheu,sortant,3691.212676794133
2022-01-01T00:00:00.000,35235,Rannée,entrant,58.461934265615845
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,sortant,887.4881098113409
2022-01-01T00:00:00.000,35275,Saint-Gilles,sortant,2188.479001776829
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,sortant,327.73926086446545
2022-01-01T00:00:00.000,35170,Mecé,sortant,232.180200618715
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,interne,229.49311294765823
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,interne,693.3070597565534
2022-01-01T00:00:00.000,35132,Hirel,interne,80.13340540585592
2022-01-01T00:00:00.000,35047,Bruz,sortant,6135.761304762892
2022-01-01T00:00:00.000,35135,Irodouër,sortant,1004.598151276945
2022-01-01T00:00:00.000,35196,Mordelles,interne,551.6519480519485
2022-01-01T00:00:00.000,35160,Loutehel,interne,9.39514884675161
2022-01-01T00:00:00.000,35190,Monthault,interne,31.09127479913385
2022-01-01T00:00:00.000,35351,Le Verger,sortant,639.2162274451535
2022-01-01T00:00:00.000,35266,Saint-Erblon,interne,173.9344017428037
2022-01-01T00:00:00.000,35055,Chantepie,entrant,4745.461538129584
2022-01-01T00:00:00.000,35065,La Chapelle-Thouarault,entrant,92.44038965849005
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,sortant,3188.7205077517597
2022-01-01T00:00:00.000,35150,Lécousse,sortant,1070.9327870255302
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,sortant,556.185133745653
2022-01-01T00:00:00.000,35353,Vezin-le-Coquet,sortant,2085.4049586776846
2022-01-01T00:00:00.000,35039,Brécé,sortant,954.0748028638762
2022-01-01T00:00:00.000,35200,Moutiers,entrant,74.32595285895493
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,sortant,1751.564865768668
2022-01-01T00:00:00.000,35001,Acigné,interne,555.4838709677417
2022-01-01T00:00:00.000,35135,Irodouër,interne,87.90424715231838
2022-01-01T00:00:00.000,35363,Pont-Péan,interne,223.67784374264778
2022-01-01T00:00:00.000,35055,Chantepie,interne,929.8428052583522
2022-01-01T00:00:00.000,35080,Cintré,entrant,114.50635182583405
2022-01-01T00:00:00.000,35076,Chavagne,entrant,503.4322049095537
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,interne,878.934106407571
2022-01-01T00:00:00.000,35055,Chantepie,sortant,3749.831760703591
2022-01-01T00:00:00.000,35180,Miniac-sous-Bécherel,entrant,24.916737258375072
2022-01-01T00:00:00.000,35139,Laillé,interne,305.7431083248734
2022-01-01T00:00:00.000,35066,Chartres-de-Bretagne,entrant,5174.858568318939
2022-01-01T00:00:00.000,35363,Pont-Péan,sortant,1863.101375472155
2022-01-01T00:00:00.000,35245,Romillé,sortant,1737.0895712733814
2022-01-01T00:00:00.000,35047,Bruz,entrant,9035.684114379377
2022-01-01T00:00:00.000,35208,Orgères,interne,326.4333889599236
2022-01-01T00:00:00.000,35196,Mordelles,sortant,2929.085714285717
2022-01-01T00:00:00.000,35032,Bourgbarré,sortant,2003.2871136337433
2022-01-01T00:00:00.000,35189,Montgermont,entrant,1176.236478731542
2022-01-01T00:00:00.000,35266,Saint-Erblon,entrant,603.983719117345
2022-01-01T00:00:00.000,35001,Acigné,sortant,2747.414956011729
2022-01-01T00:00:00.000,35022,Bécherel,sortant,166.8076612509989
2022-01-01T00:00:00.000,35076,Chavagne,sortant,1795.0384760227967
2022-01-01T00:00:00.000,35080,Cintré,sortant,1157.324973337154
2022-01-01T00:00:00.000,35210,Pacé,sortant,4377.96720798327
2022-01-01T00:00:00.000,35266,Saint-Erblon,sortant,1548.1314749740002
2022-01-01T00:00:00.000,35160,Loutehel,entrant,0.0
2022-01-01T00:00:00.000,35170,Mecé,entrant,0.0
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,entrant,23136.799177514047
2022-01-01T00:00:00.000,35315,Saint-Sulpice-la-Forêt,sortant,595.7652733118969
2022-01-01T00:00:00.000,35032,Bourgbarré,interne,324.24984977982496
2022-01-01T00:00:00.000,35245,Romillé,entrant,422.4187401509708
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,sortant,550.8900253276475
2022-01-01T00:00:00.000,35206,Noyal-Châtillon-sur-Seiche,entrant,3344.384004260137
2022-01-01T00:00:00.000,35235,Rannée,interne,83.25384579343765
2022-01-01T00:00:00.000,35131,L'Hermitage,sortant,1598.9517271681527
2022-01-01T00:00:00.000,35310,Saint-Sauveur-des-Landes,interne,83.51031236549828
2022-01-01T00:00:00.000,35363,Pont-Péan,entrant,305.2237462505159
2022-01-01T00:00:00.000,35024,Betton,sortant,4937.495029247833
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,sortant,841.2373786259038
2022-01-01T00:00:00.000,35051,Cesson-Sévigné,interne,2747.1478503558246
2022-01-01T00:00:00.000,35080,Cintré,interne,115.12811854626207
2022-01-01T00:00:00.000,35032,Bourgbarré,entrant,1212.6254108413088
2022-01-01T00:00:00.000,35230,Poilley,interne,63.44091685011492
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,entrant,37.54526404558491
2022-01-01T00:00:00.000,35281,Saint-Jacques-de-la-Lande,entrant,9362.084076468755
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,interne,518.6518392660116
2022-01-01T00:00:00.000,35245,Romillé,interne,338.02905018656054
2022-01-01T00:00:00.000,35216,Parthenay-de-Bretagne,interne,80.83926799067218
2022-01-01T00:00:00.000,35190,Monthault,sortant,69.71746354027646
2022-01-01T00:00:00.000,35150,Lécousse,entrant,1037.9804540247223
2022-01-01T00:00:00.000,35088,Corps-Nuds,entrant,552.0411681897015
2022-01-01T00:00:00.000,35235,Rannée,sortant,434.42515084723243
2022-01-01T00:00:00.000,35039,Brécé,interne,127.90465672386271
2022-01-01T00:00:00.000,35079,Chevaigné,interne,96.37185497455047
2022-01-01T00:00:00.000,35278,Saint-Grégoire,sortant,3485.1369326225063
2022-01-01T00:00:00.000,35120,Gévezé,sortant,2501.8963848268218
2022-01-01T00:00:00.000,35238,Rennes,entrant,89384.15755727733
2022-01-01T00:00:00.000,35144,Langan,entrant,49.94164902653317
2022-01-01T00:00:00.000,35120,Gévezé,entrant,437.384256505139
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,entrant,1103.1474400327763
2022-01-01T00:00:00.000,35230,Poilley,entrant,106.31068954440542
2022-01-01T00:00:00.000,35059,La Chapelle-des-Fougeretz,interne,219.45480472014657
2022-01-01T00:00:00.000,35240,Le Rheu,interne,1218.75851231011
2022-01-01T00:00:00.000,35190,Monthault,entrant,18.51240168014741
2022-01-01T00:00:00.000,35189,Montgermont,interne,157.70622129175635
2022-01-01T00:00:00.000,35058,La Chapelle-Chaussée,interne,68.34790389530481
2022-01-01T00:00:00.000,35238,Rennes,interne,65036.43508323472
2022-01-01T00:00:00.000,35088,Corps-Nuds,sortant,1430.3594524971193
2022-01-01T00:00:00.000,35230,Poilley,sortant,139.5077651125104
2022-01-01T00:00:00.000,35334,Thorigné-Fouillard,sortant,3324.697485830943
