seqe_id,account_holder_name,installation_name,parent_company,latitude,longitude,address1,address2,city,zip_code,country,main_activity_type_code,year,emissions,main_activity
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2017,11471,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2018,11896,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2019,12358,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2020,12557,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2021,13047,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2022,13227,Combustion of fuels
204059,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,SOCIETE LAITIERE DE L'HERMITAGE,NA,NA,SOCIETE LAITIERE DE L'HERMITAGE,Place de la Gare,L'HERMITAGE,35590,FR,20,2023,5415,Combustion of fuels
215180,COGELYO OUEST,Cogelyo Ouest enceinte Citroen,ENGIE,NA,NA,"PSA LA JANAIS, Route de Nantes",NA,Chartres de Bretagne,35131,FR,20,2020,5129,Combustion of fuels
215180,COGELYO OUEST,Cogelyo Ouest enceinte Citroen,ENGIE,NA,NA,"PSA LA JANAIS, Route de Nantes",NA,Chartres de Bretagne,35131,FR,20,2021,14208,Combustion of fuels
215180,COGELYO OUEST,Cogelyo Ouest enceinte Citroen,ENGIE,NA,NA,"PSA LA JANAIS, Route de Nantes",NA,Chartres de Bretagne,35131,FR,20,2022,10706,Combustion of fuels
215180,COGELYO OUEST,Cogelyo Ouest enceinte Citroen,ENGIE,NA,NA,"PSA LA JANAIS, Route de Nantes",NA,Chartres de Bretagne,35131,FR,20,2023,4821,Combustion of fuels
