Rentrée scolaire,Code région,Région,Code de l'académie,Académie,Code du département,Département,Code INSEE de la commune,Nom de la commune,UAI,Nom de l'établissement,Secteur,IPS,IPS national privé,IPS national public,IPS national,IPS académique privé,IPS académique public,IPS académique,IPS départemental privé,IPS départemental public,IPS départemental,num_ligne
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35080,CINTRE,0350196Y,ECOLE PRIMAIRE PUBLIQUE ARC EN CIEL,public,116.6,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9497.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35081,CLAYES,0350197Z,ECOLE PRIMAIRE PUBLIQUE DE CLAYES,public,111.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9498.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35088,CORPS NUDS,0350208L,ECOLE PRIMAIRE PUBLIQUE JACQUES YVES COUSTEAU,public,113.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9500.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35132,HIREL,0350288Y,ECOLE PRIMAIRE PUBLIQUE LE LONG SILLON,public,89.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9513.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35315,SAINT SULPICE LA FORET,0350552K,ECOLE PRIMAIRE PUBLIQUE NIKI DE SAINT PHALLE,public,130.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9565.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350612A,ECOLE ELEMENTAIRE PUBLIQUE JEAN ZAY,public,138.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9578.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350615D,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,public,98.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9579.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350632X,ECOLE ELEMENTAIRE PUBLIQUE COLOMBIER,public,93.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9585.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35351,LE VERGER,0350671P,ECOLE PRIMAIRE PUBLIQUE DE LA VALLEE DU ROHUEL,public,119.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9589.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUËR,0351059L,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,110.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9613.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35150,LECOUSSE,0351072A,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,105.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9619.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35189,MONTGERMONT,0351126J,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,128.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9632.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35059,LA CHAPELLE DES FOUGERETZ,0351230X,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,129.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9658.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351515G,ECOLE PRIMAIRE PRIVEE ST LAURENT,privé sous contrat,102.6,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9735.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35353,VEZIN LE COQUET,0351561G,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,126.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9753.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35144,LANGAN,0351659N,ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR,public,111.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9784.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0351699G,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,129.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9809.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35204,NOUVOITOU,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,118.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9815.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351774N,ECOLE ELEMENTAIRE PUBLIQUE LIBERTE,public,127.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9843.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35200,MOUTIERS,0351826V,ECOLE PRIMAIRE PRIVEE STE THERESE,privé sous contrat,95.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9856.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,public,135.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9865.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351989X,ECOLE ELEMENTAIRE PUBLIQUE JULES ISAAC,public,112.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9868.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352199A,ECOLE ELEMENTAIRE PUBLIQUE GUILLEVIC,public,74.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9901.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352209L,ECOLE PRIMAIRE PUBLIQUE TREGAIN,public,73.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9903.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352308U,ECOLE PRIMAIRE PRIVEE MARCEL CALLO,privé sous contrat,136.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9920.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352329S,ECOLE ELEMENTAIRE PUBLIQUE LA GABILLAIS,public,117.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9927.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352377U,ECOLE PRIMAIRE PRIVEE STE ANNE ST JOSEPH,privé sous contrat,135.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9947.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352391J,ECOLE PRIMAIRE PUBLIQUE EUGENE POTTIER,public,99.6,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9954.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,public,113.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9964.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0352485L,ECOLE PRIMAIRE PRIVEE L IMMACULEE,privé sous contrat,111.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9972.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0352536S,ECOLE PRIMAIRE PUBLIQUE LES MEZIERES,public,117.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9984.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352667J,ECOLE ELEMENTAIRE PUBLIQUE ILLE,public,124.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9988.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35353,VEZIN LE COQUET,0351619V,ECOLE ELEMENTAIRE PUBLIQUE ERIC TABARLY,public,112.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74514.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35144,LANGAN,0351659N,ECOLE PRIMAIRE PUBLIQUE LE VIEUX MUR,public,107.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74529.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35032,BOURGBARRE,0351686T,ECOLE PRIMAIRE PUBLIQUE FRANCOISE DOLTO,public,117.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74551.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35204,NOUVOITOU,0351707R,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,115.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74560.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,public,135,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74610.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35204,NOUVOITOU,0352056V,ECOLE PRIMAIRE PUBLIQUE LE CHENE CENTENAIRE,public,117.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74618.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352209L,ECOLE PRIMAIRE PUBLIQUE TREGAIN,public,73.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74649.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352324L,ECOLE ELEMENTAIRE PUBLIQUE LE CLOS JOURY,public,118.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74670.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352329S,ECOLE ELEMENTAIRE PUBLIQUE LA GABILLAIS,public,118.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74672.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352376T,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,131.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74691.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352377U,ECOLE PRIMAIRE PRIVEE STE ANNE ST JOSEPH,privé sous contrat,137.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74692.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0352386D,ECOLE ELEMENTAIRE PUBLIQUE NOEL DU FAIL,public,124.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74695.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352391J,ECOLE PRIMAIRE PUBLIQUE EUGENE POTTIER,public,99.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74699.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352433E,ECOLE PRIMAIRE PUBLIQUE ROBERT DOISNEAU,public,110.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74709.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352517W,ECOLE PRIMAIRE PRIVEE NOTRE DAME DES MIRACLES,privé sous contrat,135.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74724.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0352520Z,ECOLE PRIMAIRE PUBLIQUE LES LANDES,public,105.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74726.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352810P,ECOLE PRIMAIRE PUBLIQUE ANDREE CHEDID,public,72.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74750.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35120,GEVEZE,0351736X,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,131.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42013.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35266,SAINT ERBLON,0351786B,ECOLE PRIMAIRE PUBLIQUE LOUISE MICHEL,public,120.9,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42033.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351806Y,ECOLE ELEMENTAIRE PUBLIQUE LES OMBLAIS,public,131,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42036.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351809B,ECOLE ELEMENTAIRE PUBLIQUE LA HAYE RENAUD,public,128.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42037.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352055U,ECOLE ELEMENTAIRE PUBLIQUE LOUISE MICHEL,public,120,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42057.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352134E,ECOLE ELEMENTAIRE PUBLIQUE GUY GERARD,public,130.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42067.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352137H,ECOLE ELEMENTAIRE PUBLIQUE OLYMPE DE GOUGES,public,107.9,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42070.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352158F,ECOLE ELEMENTAIRE PUBLIQUE JEAN ROSTAND,public,113.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42075.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352209L,ECOLE PRIMAIRE PUBLIQUE TREGAIN,public,73.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42089.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0352241W,ECOLE PRIMAIRE PUBLIQUE JACQUES PREVERT,public,119.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42094.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352271D,ECOLE ELEMENTAIRE PUBLIQUE GUYENNE,public,73.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42100.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35066,CHARTRES DE BRETAGNE,0352306S,ECOLE ELEMENTAIRE PUBLIQUE L AUDITOIRE,public,108.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42105.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352324L,ECOLE ELEMENTAIRE PUBLIQUE LE CLOS JOURY,public,119.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42111.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0352329S,ECOLE ELEMENTAIRE PUBLIQUE LA GABILLAIS,public,116.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42113.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0352362C,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,143.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42124.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352376T,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,130.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42132.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35065,LA CHAPELLE THOUARAULT,0352390H,ECOLE PRIMAIRE PUBLIQUE ROGER BEAULIEU,public,109.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42139.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352391J,ECOLE PRIMAIRE PUBLIQUE EUGENE POTTIER,public,97.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42140.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35076,CHAVAGNE,0352407B,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,117.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42145.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0352485L,ECOLE PRIMAIRE PRIVEE L IMMACULEE,privé sous contrat,112,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42158.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352667J,ECOLE ELEMENTAIRE PUBLIQUE ILLE,public,123.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42174.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0353062N,ECOLE PRIMAIRE PUBLIQUE SIMONE VEIL,public,NS,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42198.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35039,BRECE,0350153B,ECOLE PRIMAIRE PUBLIQUE AUX QUATRE VENTS,public,114.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41661.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35079,CHEVAIGNE,0350195X,ECOLE PRIMAIRE PUBLIQUE JULES VERNE,public,122.9,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41673.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35132,HIREL,0350288Y,ECOLE PRIMAIRE PUBLIQUE LE LONG SILLON,public,90,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41690.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35363,PONT PEAN,0350467T,ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC,public,117.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41723.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35278,SAINT GREGOIRE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,public,127.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41727.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350593E,ECOLE ELEMENTAIRE PUBLIQUE ALBERT DE MUN,public,136.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41751.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350635A,ECOLE ELEMENTAIRE PUBLIQUE POTERIE,public,120.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41765.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUER,0351059L,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,108.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41793.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35139,LAILLE,0351064S,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,130.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41795.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35189,MONTGERMONT,0351126J,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,132.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41815.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0351245N,ECOLE PRIMAIRE PRIVEE ST AMAND,privé sous contrat,129.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41849.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35131,L HERMITAGE,0351349B,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,117.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41871.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35230,POILLEY,0351479T,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,NS,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41914.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351498N,ECOLE PRIMAIRE PRIVEE ST MICHEL,privé sous contrat,137.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41918.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351504V,ECOLE PRIMAIRE PRIVEE ADORATION,privé sous contrat,139.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41920.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35245,ROMILLE,0351536E,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,114.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41927.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351572U,ECOLE PRIMAIRE PRIVEE MONTESSORI,privé sous contrat,143.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41945.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35139,LAILLE,0351657L,ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI,public,126,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41970.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUER,0351059L,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,109.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74349.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35080,CINTRE,0351254Y,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,110.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74407.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35278,SAINT GREGOIRE,0351372B,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,141.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74436.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351498N,ECOLE PRIMAIRE PRIVEE ST MICHEL,privé sous contrat,135.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74476.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35353,VEZIN LE COQUET,0351561G,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,124.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74498.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35039,BRECE,0350153B,ECOLE PRIMAIRE PUBLIQUE AUX QUATRE VENTS,public,116.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74217.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0350188P,ECOLE PRIMAIRE PUBLIQUE LE CHAT PERCHE,public,115.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74227.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35076,CHAVAGNE,0350192U,ECOLE ELEMENTAIRE PUBLIQUE DE CHAVAGNE,public,112.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74228.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35120,GEVEZE,0350266Z,ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI,public,119.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74243.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35363,PONT PEAN,0350467T,ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC,public,114.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74279.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350596H,ECOLE ELEMENTAIRE PUBLIQUE OSCAR LEROUX,public,109.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74309.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350612A,ECOLE ELEMENTAIRE PUBLIQUE JEAN ZAY,public,137,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74313.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350615D,ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN,public,99.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74314.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,public,130,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74317.0
