Rentrée scolaire,Code région,Région,Code de l'académie,Académie,Code du département,Département,Code INSEE de la commune,Nom de la commune,UAI,Nom de l'établissement,Secteur,IPS,IPS national privé,IPS national public,IPS national,IPS académique privé,IPS académique public,IPS académique,IPS départemental privé,IPS départemental public,IPS départemental,num_ligne
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35240,LE RHEU,0350430C,ECOLE PRIMAIRE PUBLIQUE MOIGNE,public,122.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41719.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35275,SAINT GILLES,0350479F,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,public,112.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41726.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350594F,ECOLE ELEMENTAIRE PUBLIQUE CHAMPION DE CICE,public,100.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41752.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350602P,ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL,public,115.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41754.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350607V,ECOLE PRIMAIRE PUBLIQUE MAUCONSEIL,public,126.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41756.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,public,130.9,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41761.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35170,MECE,0351099E,ECOLE PRIMAIRE PRIVEE NOTRE DAME DES VERTUS,privé sous contrat,NS,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41808.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35079,CHEVAIGNE,0351253X,ECOLE PRIMAIRE PRIVEE STE THERESE,privé sous contrat,129.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41850.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35088,CORPS NUDS,0351267M,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,120.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41853.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351494J,ECOLE PRIMAIRE PRIVEE NOTRE DAME DU VIEUX COURS,privé sous contrat,128.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41917.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35353,VEZIN LE COQUET,0351561G,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,126.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41940.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0351699G,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,130.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41996.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,privé sous contrat,81.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42007.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0351749L,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,126.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42020.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0351813F,ECOLE PRIMAIRE PUBLIQUE CHAMP L EVEQUE,public,127.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42039.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351829Y,ECOLE ELEMENTAIRE PUBLIQUE LEON GRIMAULT,public,108.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42044.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35208,ORGERES,0351862J,ECOLE ELEMENTAIRE PUBLIQUE LES GRAINS D ORGE,public,115.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42050.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35051,CESSON SEVIGNE,0351894U,ECOLE ELEMENTAIRE PUBLIQUE BOURGCHEVREUIL,public,136.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42051.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352199A,ECOLE ELEMENTAIRE PUBLIQUE GUILLEVIC,public,74.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42087.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352335Y,ECOLE PRIMAIRE PRIVEE STE BERNADETTE,privé sous contrat,130.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42114.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352353T,ECOLE PRIMAIRE PUBLIQUE LE HAUT CHEMIN,public,126.1,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42119.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35281,SAINT JACQUES DE LA LANDE,0352437J,ECOLE ELEMENTAIRE PUBLIQUE SUZANNE LACORE,public,94.4,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42152.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352517W,ECOLE PRIMAIRE PRIVEE NOTRE DAME DES MIRACLES,privé sous contrat,133.3,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42165.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352559S,ECOLE PRIMAIRE PUBLIQUE SONIA DELAUNAY,public,92.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,42171.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35058,LA CHAPELLE CHAUSSEE,0350173Y,ECOLE PRIMAIRE PUBLIQUE LE CHEMIN NEUF,public,109.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9489.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUËR,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,public,102.1,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9514.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35189,MONTGERMONT,0350362D,ECOLE ELEMENTAIRE PUBLIQUE GERARD PHILIPE,public,121.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9529.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35216,PARTHENAY DE BRETAGNE,0350395P,ECOLE PRIMAIRE PUBLIQUE LA FONTAINE,public,117.6,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9534.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35363,PONT PEAN,0350467T,ECOLE PRIMAIRE PUBLIQUE LUCIE AUBRAC,public,118.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9546.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35278,SAINT GREGOIRE,0350483K,ECOLE ELEMENTAIRE PUBLIQUE PAUL EMILE VICTOR,public,126.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9550.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350594F,ECOLE ELEMENTAIRE PUBLIQUE CHAMPION DE CICE,public,99.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9573.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350619H,ECOLE ELEMENTAIRE PUBLIQUE CHATEAUGIRON LANDRY,public,127.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9580.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350626R,ECOLE ELEMENTAIRE PUBLIQUE CAMILLE CLAUDEL,public,134.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9582.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35139,LAILLE,0351064S,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,132.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9615.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35022,BECHEREL,0351182V,ECOLE ELEMENTAIRE PRIVEE NOTRE DAME,privé sous contrat,103.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9646.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0351245N,ECOLE PRIMAIRE PRIVEE ST AMAND,privé sous contrat,127.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9664.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35131,L HERMITAGE,0351349B,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,116.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9686.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351512D,ECOLE PRIMAIRE PRIVEE STE JEANNE D ARC,privé sous contrat,138.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9734.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,privé sous contrat,80.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9820.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35120,GEVEZE,0351736X,ECOLE PRIMAIRE PRIVEE STE MARIE,privé sous contrat,130.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9827.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351806Y,ECOLE ELEMENTAIRE PUBLIQUE LES OMBLAIS,public,128.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9850.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0351809B,ECOLE ELEMENTAIRE PUBLIQUE LA HAYE RENAUD,public,126.5,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9851.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351829Y,ECOLE ELEMENTAIRE PUBLIQUE LEON GRIMAULT,public,110.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9858.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0352038A,ECOLE ELEMENTAIRE PUBLIQUE LE GRETAY,public,118.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9870.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352140L,ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY,public,103.7,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9885.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352158F,ECOLE ELEMENTAIRE PUBLIQUE JEAN ROSTAND,public,116.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9889.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352258P,ECOLE ELEMENTAIRE PUBLIQUE VOLGA,public,83.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9911.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35066,CHARTRES DE BRETAGNE,0352306S,ECOLE ELEMENTAIRE PUBLIQUE L AUDITOIRE,public,108.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9919.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35210,PACE,0352353T,ECOLE PRIMAIRE PUBLIQUE LE HAUT CHEMIN,public,126.8,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9933.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35136,JANZE,0352363D,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,115.4,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9939.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35352,VERN SUR SEICHE,0352387E,ECOLE ELEMENTAIRE PUBLIQUE LA CHALOTAIS,public,113.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9951.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35065,LA CHAPELLE THOUARAULT,0352390H,ECOLE PRIMAIRE PUBLIQUE ROGER BEAULIEU,public,109.3,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9953.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352410E,ECOLE PRIMAIRE PRIVEE ST JEAN BOSCO,privé sous contrat,104.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9961.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352411F,ECOLE PRIMAIRE PRIVEE ST YVES,privé sous contrat,132.2,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9962.0
2022-2023,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352669L,ECOLE ELEMENTAIRE PUBLIQUE PASCAL LAFAYE,public,81.9,119.3,102.9,105.4,112.1,107.1,109.1,115.6,110.4,112.4,9990.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35081,CLAYES,0350197Z,ECOLE PRIMAIRE PUBLIQUE DE CLAYES,public,114.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74231.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUER,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,public,101,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74247.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35216,PARTHENAY DE BRETAGNE,0350395P,ECOLE PRIMAIRE PUBLIQUE LA FONTAINE,public,118.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74267.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35275,SAINT GILLES,0350479F,ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT,public,111.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74282.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350607V,ECOLE PRIMAIRE PUBLIQUE MAUCONSEIL,public,131.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74312.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350619H,ECOLE ELEMENTAIRE PUBLIQUE CHATEAUGIRON LANDRY,public,126.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74315.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350638D,ECOLE ELEMENTAIRE PUBLIQUE CARLE BAHON,public,138.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74322.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0351022W,ECOLE ELEMENTAIRE PUBLIQUE LA CHESNAYE,public,107.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74338.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35022,BECHEREL,0351182V,ECOLE ELEMENTAIRE PRIVEE NOTRE DAME,privé sous contrat,107,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74385.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35032,BOURGBARRE,0351197L,ECOLE PRIMAIRE PRIVEE L ARCHE DE NOE,privé sous contrat,125.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74391.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35047,BRUZ,0351214E,ECOLE PRIMAIRE PRIVEE LA PROVIDENCE CENTRE,privé sous contrat,137.2,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74397.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35059,LA CHAPELLE DES FOUGERETZ,0351230X,ECOLE PRIMAIRE PRIVEE NOTRE DAME,privé sous contrat,132.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74399.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35131,L HERMITAGE,0351349B,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,119.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74428.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35275,SAINT GILLES,0351369Y,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,127.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74435.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35310,SAINT SAUVEUR DES LANDES,0351421E,ECOLE PRIMAIRE PRIVEE FREDERIC OZANAM,privé sous contrat,106.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74451.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35334,THORIGNE FOUILLARD,0351443D,ECOLE PRIMAIRE PRIVEE STE ANNE,privé sous contrat,138.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74459.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351515G,ECOLE PRIMAIRE PRIVEE ST LAURENT,privé sous contrat,109,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74480.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35245,ROMILLE,0351536E,ECOLE PRIMAIRE PRIVEE ST MARTIN,privé sous contrat,116.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74485.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35055,CHANTEPIE,0351699G,ECOLE PRIMAIRE PRIVEE ST JOSEPH,privé sous contrat,129.9,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74554.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0351714Y,ECOLE PRIMAIRE PRIVEE ST ARMEL,privé sous contrat,79.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74565.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35200,MOUTIERS,0351826V,ECOLE PRIMAIRE PRIVEE STE THERESE,privé sous contrat,97.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74601.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352055U,ECOLE ELEMENTAIRE PUBLIQUE LOUISE MICHEL,public,116,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74617.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352140L,ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY,public,105.8,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74631.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352308U,ECOLE PRIMAIRE PRIVEE MARCEL CALLO,privé sous contrat,136.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74665.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35065,LA CHAPELLE THOUARAULT,0352390H,ECOLE PRIMAIRE PUBLIQUE ROGER BEAULIEU,public,109.5,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74698.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352432D,ECOLE PRIMAIRE PUBLIQUE MARIE PAPE CARPANTIER,public,120.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74708.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35024,BETTON,0352536S,ECOLE PRIMAIRE PUBLIQUE LES MEZIERES,public,119.7,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74729.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35131,L HERMITAGE,0351823S,ECOLE ELEMENTAIRE PUBLIQUE EUGENE ALLANIC,public,110.1,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74600.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352258P,ECOLE ELEMENTAIRE PUBLIQUE VOLGA,public,78.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74656.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35136,JANZE,0352363D,ECOLE PRIMAIRE PRIVEE LE SACRE COEUR,privé sous contrat,117.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74684.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352411F,ECOLE PRIMAIRE PRIVEE ST YVES,privé sous contrat,137.6,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74707.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0352485L,ECOLE PRIMAIRE PRIVEE L IMMACULEE,privé sous contrat,113.3,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74717.0
2024-2025,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0352500C,ECOLE PRIMAIRE PRIVEE DIWAN,privé sous contrat,135.4,121.5,103.1,105.8,113.7,107.2,109.8,117.4,110.3,113,74720.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35001,ACIGNE,0350103X,ECOLE ELEMENTAIRE PUBLIQUE LE CHEVRE,public,130.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41653.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35206,NOYAL CHATILLON SUR SEICHE,0350188P,ECOLE PRIMAIRE PUBLIQUE LE CHAT PERCHE,public,118.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41671.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35080,CINTRE,0350196Y,ECOLE PRIMAIRE PUBLIQUE ARC EN CIEL,public,114.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41674.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35081,CLAYES,0350197Z,ECOLE PRIMAIRE PUBLIQUE DE CLAYES,public,114.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41675.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35120,GEVEZE,0350266Z,ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI,public,118.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41687.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35135,IRODOUER,0350294E,ECOLE PRIMAIRE PUBLIQUE HENRI DES,public,102.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41691.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35250,SAINT ARMEL,0350445U,ECOLE PRIMAIRE PUBLIQUE LES BOSCHAUX,public,111.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41722.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35315,SAINT SULPICE LA FORET,0350552K,ECOLE PRIMAIRE PUBLIQUE NIKI DE SAINT PHALLE,public,131.7,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41744.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350596H,ECOLE ELEMENTAIRE PUBLIQUE OSCAR LEROUX,public,105.9,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41753.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350612A,ECOLE ELEMENTAIRE PUBLIQUE JEAN ZAY,public,136.8,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41757.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350627S,ECOLE ELEMENTAIRE PUBLIQUE DUCHESSE ANNE,public,131.6,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41762.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350638D,ECOLE ELEMENTAIRE PUBLIQUE CARLE BAHON,public,139.5,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41766.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35238,RENNES,0350639E,ECOLE ELEMENTAIRE PUBLIQUE VILLENEUVE,public,143.2,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41767.0
2023-2024,03,BRETAGNE,14,RENNES,35,ILLE-ET-VILAINE,35196,MORDELLES,0351022W,ECOLE ELEMENTAIRE PUBLIQUE LA CHESNAYE,public,107,120.3,102.9,105.5,112.8,107.1,109.4,116.5,110.4,112.7,41782.0
