batiment_groupe_id;code_departement_insee;identifiant_dpe;type_dpe_tertiaire;source_nouvelle_base_ademe;version;date_etablissement_dpe;date_reception_dpe;annee_construction_dpe;shon;surface_utile;classe_conso_energie_dpe_tertiaire;classe_emission_ges_dpe_tertiaire;conso_dpe_tertiaire_ep_m2;emission_ges_dpe_tertiaire_m2;categorie_erp_dpe_tertiaire;periode_construction_dpe;type_erp_dpe_tertiaire;methode_application_dpe_tertiaire;sous_modele_dpe_tertiaire;type_energie_chauffage;type_energie_ecs;type_energie_climatisation;derniere_annee_consommation;conso_autre_fossile;conso_bois;conso_electricite;conso_fioul;conso_gaz;conso_gpl_butane_propane;conso_reseau_chaleur;conso_reseau_froid
bdnb-bg-7G7P-THCB-94HR;35;1935V8000199D;dpe 2006 tertiaire et erp;0;;;2019/05/14 00:00:00;1947;29;;C;A;94;3;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7LEC-4Y84-KF1F;35;1835V4000324O;dpe 2006 tertiaire et erp;0;;;2018/12/07 00:00:00;1947;70;;C;B;128;8;;avant 1948;;dpe tertiaire facture;;reseau de chaleur;electricite;;;;;;;;;;
bdnb-bg-7LGX-32V1-SWHM;35;2335T2229335R;dpe 2006 tertiaire et erp;1;2.2;2023/07/02 22:00:00;2023/07/03 09:44:54.489;1948;100;;G;E;860.114185094185;60.2563436527436;5ème catégorie;1948-1974;n : restaurants et débits de boisson;dpe tertiaire facture;;gaz;gaz;;2023;;;32414;;20060.3603603604;;;
bdnb-bg-7LQG-C3NK-SRX6;35;1635V8000573W;dpe 2006 tertiaire et erp;0;;;2016/11/24 00:00:00;;120;;C;A;94;3;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7LTA-ESVR-V4LV;35;1435V8000127P;dpe 2006 tertiaire et erp;0;;;2014/04/10 00:00:00;2001;;258.5;D;B;258.72;8.42;5ème catégorie;2001-2005;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7LWC-QHVU-MXYC;35;2535T0661495F;dpe 2006 tertiaire et erp;1;2.4;2025/02/25 23:00:00;2025/02/26 21:39:41.642;;101.25;;G;C;706.913131313131;19.6706262626263;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2024;;;34231.5;;;;;
bdnb-bg-7LZZ-S3VH-V687;35;1835V4000027O;dpe 2006 tertiaire et erp;0;;;2018/02/06 00:00:00;;46;;C;B;202;6;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7MST-CEJQ-G4PQ;35;1735V8000346V;dpe 2006 tertiaire et erp;0;;;2017/06/23 00:00:00;1947;20.38;;F;C;467;15;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7N18-ZNQR-KM7G;35;2335T4092422W;dpe 2006 tertiaire et erp;1;2.3;2023/11/28 23:00:00;2023/11/29 16:34:06.494;;800;;C;C;220.413755681818;35.1970525227273;5ème catégorie;1948-1974;o : hôtels et pensions de famille;dpe tertiaire facture;;fioul;fioul;;2023;;;46786.5;86355.155;;;;
bdnb-bg-7WHR-UG5R-ZYCN;35;1535V4000053K;dpe 2006 tertiaire et erp;0;;;2015/03/16 00:00:00;1986;;;C;A;131.4;4.28;;1983-1988;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-7WM6-RDTX-TAH2;35;2535T0635554M;dpe 2006 tertiaire et erp;1;2.4;2025/02/24 23:00:00;2025/02/25 14:45:02.115;1900;;35;C;A;115.988571428571;3.22750822783257;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;autres;electricite;;;2024;;;1664;;;;;
bdnb-bg-7WMY-GHLN-AWKR;35;1435V8000314N;dpe 2006 tertiaire et erp;0;;;2014/09/11 00:00:00;1947;;;E;B;277.31;9.03;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7WVV-Y8BX-3YZJ;35;1335V4000074L;dpe 2006 tertiaire et erp;0;;;2013/09/20 00:00:00;;183;;C;B;203;6;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8599-VNCZ-XJRN;35;2135T0089378O;dpe 2006 tertiaire et erp;1;1;2021/07/22 22:00:00;2021/07/23 00:00:00;1947;134;;B;B;84.5556309362279;6.09445725915875;5ème catégorie;avant 1948;j : structures d’accueil pour personnes âgées ou personnes handicapées;;;gaz;gaz;;2021;;;4215;;2769;;;
bdnb-bg-86H5-64E2-NFM9;35;2235T1445466V;dpe 2006 tertiaire et erp;1;2.1;2022/06/26 22:00:00;2022/06/27 15:15:00.083;;24.72;;B;A;52.0189761694616;1.44748455428067;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2022;;;615;;;;;
bdnb-bg-71NW-TNS9-BZKN;35;1335V8000122J;dpe 2006 tertiaire et erp;0;;;2013/10/09 00:00:00;1980;;67.7;F;C;457.13;14.88;;1978-1982;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-71UX-AWFG-FD3R;35;1635V8000656;dpe 2006 tertiaire et erp;0;;;2018/01/31 00:00:00;;380;;B;A;78;2;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-71XJ-B9KM-XECT;35;1835V3000043L;dpe 2006 tertiaire et erp;0;;;2018/07/10 00:00:00;1974;;;E;B;413.3;13.46;;1948-1974;;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-72JJ-GN1W-6UPT;35;2635T0667442Z;dpe 2006 tertiaire et erp;1;2.6;2026/03/08 23:00:00;2026/03/09 12:41:27.665;2010;;381.062;C;A;125.633886349203;4.23187847802922;;2006-2012;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2025;;;28015;;;;;
bdnb-bg-72YL-3CXW-8Y5T;35;1435V8000220J;dpe 2006 tertiaire et erp;0;;;2014/06/17 00:00:00;1947;;130;C;B;126.7;4.12;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-743Q-LBST-EJG5;35;1535C2000013D;dpe 2006 tertiaire et erp;0;;;2015/03/30 00:00:00;1997;;85;G;C;574.79;18.71;;1989-2000;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-73QQ-2NG7-E8N6;35;2435T3739146J;dpe 2006 tertiaire et erp;1;2.4;2024/10/22 22:00:00;2024/10/23 21:32:19.791;2011;50.39;;B;A;82.4496202348951;2.29425030218839;5ème catégorie;2006-2012;u : établissements de soins;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2024;;;1987;;;;;
bdnb-bg-74F8-X1DX-SA7M;35;1935V4000164R;dpe 2006 tertiaire et erp;0;;;2019/07/02 00:00:00;;1902;;D;B;303;9;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-74HY-ZNMA-42U1;35;2235T1554363E;dpe 2006 tertiaire et erp;1;2.1;2022/07/06 22:00:00;2022/07/07 11:45:08.629;;248.85;;B;A;62.9751401903301;1.75235172703527;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2022;;;7495;;;;;
bdnb-bg-751Y-9R5W-F6SJ;35;2535T1509696I;dpe 2006 tertiaire et erp;1;2.4;2025/05/05 22:00:00;2025/05/06 06:54:41.499;;325;;D;B;235.89958041958;6.56416223776224;5ème catégorie;2001-2005;locaux d'entreprise (bureaux);dpe tertiaire facture;autres;electricite;;;2025;;;36667;;;;;
bdnb-bg-7A6R-MBM1-C4AC;35;2135T0357826M;dpe 2006 tertiaire et erp;1;1;2021/09/20 22:00:00;2021/09/21 00:00:00;1989;66.72;;E;B;526.48790058862;14.6500981033355;5ème catégorie;1989-2000;ghw : bureaux;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-7ACB-PPAR-FVPC;35;2335T3591700I;dpe 2006 tertiaire et erp;1;2.3;2023/10/23 22:00:00;2023/10/24 11:00:03.728;;164.31;;B;C;104.395536173882;17.3448969410262;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;;gaz;gaz;;2022;;;2506.5;;13103.6036036036;;;
bdnb-bg-7GLT-75YZ-6HR8;35;2435T1489150B;dpe 2006 tertiaire et erp;1;2.3;2024/04/23 22:00:00;2024/04/24 20:02:33.543;2018;287;;B;A;58.3924611973392;1.62483370288248;5ème catégorie;2013-2021;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2023;;;8015;;;;;
bdnb-bg-7HN9-H9L8-FUPB;35;2235T0235784P;dpe 2006 tertiaire et erp;1;2.1;2022/02/06 23:00:00;2022/02/07 11:44:06.265;2006;154;;E;B;286.06759149941;7.96014167650531;5ème catégorie;2006-2012;n : restaurants et débits de boisson;dpe tertiaire facture;;electricite;;;2022;;;21069.5;;;;;
bdnb-bg-7PEU-PLDZ-HR7R;35;1435V3000018J;dpe 2006 tertiaire et erp;0;;;2014/03/19 00:00:00;1948;;;D;B;345.96;11.26;;1948-1974;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7PHT-CPFM-XDEZ;35;2235T0834214D;dpe 2006 tertiaire et erp;1;2.1;2022/04/19 22:00:00;2022/04/20 20:06:33.039;1948;37.14;;D;B;209.203505164733;5.821314926323;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;;;2021;;;3716;;;;;
bdnb-bg-7PMB-RNQ6-F2BV;35;2335T3533551V;dpe 2006 tertiaire et erp;1;2.3;2023/10/18 22:00:00;2023/10/19 15:30:37.544;2021;;168.3;C;A;103.585822935235;2.88238825336479;;2013-2021;autres tertiaires non erp;dpe tertiaire bâtiment neuf;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-7PPB-XR16-WTKC;35;2135T0046852Y;dpe 2006 tertiaire et erp;1;1;2021/07/14 22:00:00;2021/07/15 00:00:00;2006;103.02;;A;A;0.1;0.1;1ère catégorie;2006-2012;j : structures d’accueil pour personnes âgées ou personnes handicapées;;;electricite;;;2021;;;0.1;;;;;
bdnb-bg-7TPF-E4SK-D851;35;1435V3000009J;dpe 2006 tertiaire et erp;0;;;2014/02/26 00:00:00;1980;;;E;C;366.7;28.03;;1978-1982;;dpe tertiaire facture;;gaz;electricite;;;;;;;;;;
bdnb-bg-7UDZ-RUUF-K9J2;35;1535V8000055Q;dpe 2006 tertiaire et erp;0;;;2015/02/16 00:00:00;2008;;;C;B;127.31;4.14;;2006-2012;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7URU-17KX-S1QU;35;1635V8000062P;dpe 2006 tertiaire et erp;0;;;2016/01/29 00:00:00;2001;;1700;E;D;374.35;34.96;;2001-2005;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-7V2V-DHCS-62VT;35;1335V4000079Q;dpe 2006 tertiaire et erp;0;;;2013/09/23 00:00:00;1988;;;F;C;564.26;18.37;;1983-1988;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7V9E-C189-DF6H;35;1335V8000133L;dpe 2006 tertiaire et erp;0;;;2013/10/16 00:00:00;1800;;25.4;A;A;0;0;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7ZLG-DJ8R-R66L;35;1535V4000038N;dpe 2006 tertiaire et erp;0;;;2015/02/27 00:00:00;;234;;E;B;471;15;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7ZMX-LB49-H15G;35;1935V8000413S;dpe 2006 tertiaire et erp;0;;;2019/10/08 00:00:00;1947;340;;C;B;138;4;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-7ZT5-4YM9-SNNJ;35;1735V4000142L;dpe 2006 tertiaire et erp;0;;;2017/07/19 00:00:00;2002;;380;B;A;99.12;3.22;;2001-2005;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-81JZ-HCUT-WMFN;35;1635V8000093T;dpe 2006 tertiaire et erp;0;;;2016/02/23 00:00:00;;27;;C;B;165;5;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-83KY-FPC2-NVR6;35;1735V8000098@;dpe 2006 tertiaire et erp;0;;;2017/02/14 00:00:00;;269;;E;B;274;8;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-8BSZ-TXUS-7QXD;35;1735V8000198A;dpe 2006 tertiaire et erp;0;;;2017/04/05 00:00:00;1947;62.64;;D;D;219;39;;avant 1948;;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-8C7P-JTUM-S7J4;35;1635V8000212;dpe 2006 tertiaire et erp;0;;;2016/04/13 00:00:00;1947;;50;G;F;1187.11;74.27;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8D96-ZRZV-HAZJ;35;2435T1871509E;dpe 2006 tertiaire et erp;1;2.3;2024/05/27 22:00:00;2024/05/28 10:52:24.008;1978;275;;C;A;111.852231404959;3.11240991735537;5ème catégorie;1978-1982;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2024;;;14711;;;;;
bdnb-bg-8DHV-67SN-X762;35;2435T1033892D;dpe 2006 tertiaire et erp;1;2.3;2024/03/20 23:00:00;2024/03/21 17:32:50.881;;650;;B;C;74.5618345618345;16.9255364455364;5ème catégorie;1948-1974;autres tertiaires non erp;dpe tertiaire facture;;gaz;gaz;;2023;;;;;53311.7117117117;;;
bdnb-bg-8HND-CB3A-PDBT;35;1435V4000024H;dpe 2006 tertiaire et erp;0;;;2014/02/07 00:00:00;1999;;78.1;D;B;262.42;8.54;;1989-2000;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8J6T-2VWD-EEX8;35;1335V4000014F;dpe 2006 tertiaire et erp;0;;;2013/06/13 00:00:00;1947;14;;D;B;265;8;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8GLX-HD1Y-WECT;35;1435V8000316P;dpe 2006 tertiaire et erp;0;;;2014/09/15 00:00:00;1947;200;;G;C;538;17;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8T6E-AGR3-L8G2;35;1535V8000179X;dpe 2006 tertiaire et erp;0;;;2015/04/27 00:00:00;1977;;;F;C;425.51;13.85;;1975-1977;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8X4H-GTPS-UBKH;35;2535T1356067N;dpe 2006 tertiaire et erp;1;2.4;2025/04/21 22:00:00;2025/04/22 08:30:49.381;;1200;;G;D;979.505909090909;37.5648772727273;5ème catégorie;1948-1974;n : restaurants et débits de boisson;dpe tertiaire facture;autres;gaz;gaz;;2024;;;532446;;68322;;;
bdnb-bg-8XG3-HZNP-EWRY;35;1435V8000206N;dpe 2006 tertiaire et erp;0;;;2014/06/06 00:00:00;1947;171.33;;D;B;191;6;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8XJ7-8ULN-QCFM;35;1435V8000206N;dpe 2006 tertiaire et erp;0;;;2014/06/06 00:00:00;1947;171.33;;D;B;191;6;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-8YBY-JPPX-A6MW;35;1535V4000052J;dpe 2006 tertiaire et erp;0;;;2015/03/16 00:00:00;;323;;C;A;111;3;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9CWB-Q3UK-EQP6;35;2135T0826169R;dpe 2006 tertiaire et erp;1;1.1;2021/08/08 22:00:00;2021/12/02 10:46:50.103;1966;1847;1847;C;B;174;15;1ère catégorie;1948-1974;w : administrations, banques, bureaux;dpe tertiaire facture;;reseau de chaleur;;;2017;;;87745;;;;119931.7;
bdnb-bg-9CWV-21Z7-UGRU;35;2235T0510009S;dpe 2006 tertiaire et erp;1;2.1;2022/03/13 23:00:00;2022/03/14 14:55:06.201;1947;201;;D;B;249.66078697422;6.94708276797829;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;;electricite;;;2020;;;24000;;;;;
bdnb-bg-9D1J-WQK9-7BYC;35;2235T0090547O;dpe 2006 tertiaire et erp;1;2.1;2022/01/16 23:00:00;2022/01/17 17:26:28.030;1981;2500;;C;A;170.517818181818;4.74484363636364;5ème catégorie;1978-1982;autres tertiaires non erp;dpe tertiaire facture;;electricite;;;2021;;;203880;;;;;
bdnb-bg-9DLP-C5VB-QMEH;35;1835V8000206R;dpe 2006 tertiaire et erp;0;;;2018/05/31 00:00:00;2000;;150;C;B;150.83;4.91;5ème catégorie;1989-2000;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9JBV-AK5T-KHAV;35;2435T2391910P;dpe 2006 tertiaire et erp;1;2.4;2024/07/01 22:00:00;2024/07/02 17:14:10.953;2001;72;;A;A;48.8169191919192;1.35838383838384;5ème catégorie;2001-2005;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2024;;;1681;;;;;
bdnb-bg-9JER-RQ37-DANW;35;1835V8000365X;dpe 2006 tertiaire et erp;0;;;2018/09/14 00:00:00;1947;347;;C;C;159;22;;avant 1948;;dpe tertiaire facture;;fioul;fioul;;;;;;;;;;
bdnb-bg-9JLU-HJBF-MQ85;35;1935V8000109U;dpe 2006 tertiaire et erp;0;;;2019/03/18 00:00:00;1947;54.42;;D;B;223;7;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9JP8-SZDV-68LJ;35;1535V4000251K;dpe 2006 tertiaire et erp;0;;;2015/11/23 00:00:00;1947;;50;E;B;425.09;13.84;;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-9K68-DK3N-MP3Q;35;2535T2134118O;dpe 2006 tertiaire et erp;1;2.4;2025/06/26 22:00:00;2025/06/27 20:53:07.016;;48.39;;C;A;152.616055157903;4.24670762178512;5ème catégorie;1978-1982;locaux d'entreprise (bureaux);dpe tertiaire facture dans un bâtiment de logement;bureaux, services administratifs, enseignement;electricite;;;2024;;;3532;;;;;
bdnb-bg-9KBP-KRAA-1AMK;35;2335T4431757F;dpe 2006 tertiaire et erp;1;2.3;2023/12/20 23:00:00;2023/12/21 13:27:37.589;;250;;E;B;335.925454545455;9.34749090909091;5ème catégorie;1989-2000;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2022;;;40165;;;;;
bdnb-bg-A21P-9T36-CBUW;35;2635T0354385I;dpe 2006 tertiaire et erp;1;2.6;2026/02/05 23:00:00;2026/02/06 11:33:53.562;;275.31;;C;A;153.42242298764;5.16791319537315;5ème catégorie;avant 1948;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2026;;;24454;;;;;
bdnb-bg-A2FU-G2BU-QABY;35;2435T1939060H;dpe 2006 tertiaire et erp;1;2.3;2024/05/30 22:00:00;2024/05/31 09:40:57.098;2019;79.05;;G;C;745.903053303433;20.7555632223564;5ème catégorie;2013-2021;n : restaurants et débits de boisson;dpe tertiaire facture dans un bâtiment de logement;;electricite;;;2024;;;28200;;;;;
bdnb-bg-A2KH-JCU3-KKPU;35;2635T0545682X;dpe 2006 tertiaire et erp;1;2.6;2026/02/24 23:00:00;2026/02/25 11:20:18.138;;36.33;36.33;C;B;142.631934539449;4.80444411080249;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2025;;;3000;;;;;
bdnb-bg-A2MA-94E9-SEC6;35;1435V8000232M;dpe 2006 tertiaire et erp;0;;;2014/06/27 00:00:00;1947;;61;A;A;0;0;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-A7JR-GW1C-XTZ4;35;2135T0589199L;dpe 2006 tertiaire et erp;1;1.1;2021/10/27 22:00:00;2021/10/28 10:30:02.135;2006;140.2;;F;C;424.05291790948;11.799733367916;5ème catégorie;2006-2012;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;;;;;;;;;
bdnb-bg-A82C-7Y9X-YWXW;35;2535T3707450I;dpe 2006 tertiaire et erp;1;2.5;2025/11/24 23:00:00;2025/11/25 16:25:00.742;;86;;E;B;318.547568710359;8.86393234672304;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture;autres;electricite;;;2024;;;13102;;;;;
bdnb-bg-AJWK-VJ7M-YUQN;35;2235T1037301E;dpe 2006 tertiaire et erp;1;2.1;2022/05/12 22:00:00;2022/05/12 22:46:53.384;;206.124;;G;E;921.313392917864;70.5967542481485;5ème catégorie;avant 1948;n : restaurants et débits de boisson;dpe tertiaire facture;;gaz;gaz;;2022;;;68571;;51181.981981982;;;
bdnb-bg-AK6K-8G3E-5TZQ;35;2535T0876601N;dpe 2006 tertiaire et erp;1;2.4;2025/03/13 23:00:00;2025/03/14 16:15:34.292;1954;37.5;;D;B;245.918787878788;6.84295757575758;5ème catégorie;1948-1974;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2025;;;4410.5;;;;;
bdnb-bg-AK9D-75ER-VN7C;35;2235T2349592X;dpe 2006 tertiaire et erp;1;2.2;2022/10/09 22:00:00;2022/10/10 17:00:48.094;1973;85;;C;B;120.24385026738;10.779256684492;5ème catégorie;1948-1974;j : structures d’accueil pour personnes âgées ou personnes handicapées;dpe tertiaire facture dans un bâtiment de logement;;gaz;gaz;;2022;;;;;3489.5;;;
bdnb-bg-ARGR-EV59-JM7V;35;2435T2249591U;dpe 2006 tertiaire et erp;1;2.3;2024/06/23 22:00:00;2024/06/24 06:45:59.306;;555;;B;A;107.344635544636;2.98698116298116;5ème catégorie;2006-2012;locaux d'entreprise (bureaux);dpe tertiaire facture;;electricite;;;2024;;;28493;;;;;
bdnb-bg-ARNJ-R961-CRTK;35;2335T2211536C;dpe 2006 tertiaire et erp;1;2.2;2023/06/29 22:00:00;2023/06/30 12:43:55.008;;81.43;;C;A;134.729215276925;3.74898685987965;5ème catégorie;1989-2000;r : établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement;dpe tertiaire facture;;electricite;;;2023;;;5247;;;;;
bdnb-bg-8T6Q-6T6C-5VXY;35;2535T1731229V;dpe 2006 tertiaire et erp;1;2.4;2025/05/25 22:00:00;2025/05/26 09:00:28.974;2005;354.78;;C;C;162.515182264041;16.0994342204388;5ème catégorie;2001-2005;w : administrations, banques, bureaux;dpe tertiaire facture;bureaux, services administratifs, enseignement;reseau de chaleur;reseau de chaleur;;2025;;;;;;;49555;
bdnb-bg-8TBK-PQUF-4VYQ;35;2535T1023312G;dpe 2006 tertiaire et erp;1;2.4;2025/03/24 23:00:00;2025/03/25 16:37:34.942;;226;;G;D;1079.76025744167;30.0455028157683;5ème catégorie;avant 1948;m : magasins de vente, centres commerciaux;dpe tertiaire facture dans un bâtiment de logement;autres;electricite;;;2024;;;116708;;;;;
bdnb-bg-8TKB-6TUZ-Q5QD;35;2335T0251605D;dpe 2006 tertiaire et erp;1;2.2;2023/01/25 23:00:00;2023/01/26 12:19:11.933;;640;;B;A;65.1220170454545;1.81209090909091;5ème catégorie;2001-2005;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;;;2022;;;19933;;;;;
bdnb-bg-8TXF-KTMB-LMHH;35;2235T2701359K;dpe 2006 tertiaire et erp;1;2.2;2022/11/14 23:00:00;2022/11/15 14:57:24.035;2022;1043;1043;B;A;85;2;1ère catégorie;après 2021;w : administrations, banques, bureaux;dpe tertiaire bâtiment neuf;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-8U4E-3SZE-97Z2;35;1435V8000218Q;dpe 2006 tertiaire et erp;0;;;2014/06/17 00:00:00;1947;100;;E;B;274;8;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9RBM-WGNW-ZYXM;35;1335V8000238R;dpe 2006 tertiaire et erp;0;;;2014/01/02 00:00:00;1947;120;;F;C;390;12;;avant 1948;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9RPT-WGRW-6PZM;35;2335T3584628I;dpe 2006 tertiaire et erp;1;2.3;2023/10/23 22:00:00;2023/10/23 22:34:09.784;;120;;B;C;75.0750750750751;17.042042042042;5ème catégorie;2013-2021;n : restaurants et débits de boisson;dpe tertiaire facture;;gaz;gaz;;2023;;;;;9909.90990990991;;;
bdnb-bg-9RZP-2QQX-AH89;35;2135T0830488U;dpe 2006 tertiaire et erp;1;1.1;2021/12/01 23:00:00;2021/12/02 15:59:12.648;2013;522;;A;A;14.5721583652618;3.30787994891443;5ème catégorie;2013-2021;autres tertiaires non erp;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-9S1A-V62V-V9AB;35;2235T2037107G;dpe 2006 tertiaire et erp;1;2.2;2022/09/07 22:00:00;2022/09/08 14:09:09.334;;3746;;C;C;148.575425908848;16.7023467456196;5ème catégorie;1989-2000;m : magasins de vente, centres commerciaux;dpe tertiaire facture;;gaz;gaz;;2022;;;153133;;260014;;;
bdnb-bg-9U6W-FM37-PD6T;35;1835V8000430Q;dpe 2006 tertiaire et erp;0;;;2018/10/11 00:00:00;1947;46.49;;G;D;982;31;;avant 1948;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-9U8R-1FWX-BRTY;35;1735V8000188@;dpe 2006 tertiaire et erp;0;;;2017/03/28 00:00:00;;184.85;;C;A;96;3;;;;dpe tertiaire facture;;electricite;electricite;electricite;;;;;;;;;
bdnb-bg-9VRE-JY4U-KA9Q;35;1635V4000218;dpe 2006 tertiaire et erp;0;;;2016/12/01 00:00:00;1971;;1737.7;C;C;114.5;26.79;;1948-1974;w : administrations, banques, bureaux;dpe tertiaire facture;;gaz;gaz;;;;;;;;;;
bdnb-bg-9VZ5-LZEW-EKPJ;35;1435V8000200H;dpe 2006 tertiaire et erp;0;;;2014/06/03 00:00:00;1988;;126.73;D;B;211.83;6.89;;1983-1988;w : administrations, banques, bureaux;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
bdnb-bg-9WEF-P4CT-KQET;35;2535T2288234C;dpe 2006 tertiaire et erp;1;2.4;2025/07/09 22:00:00;2025/07/10 12:37:48.082;;59.28;;D;B;278.776121539279;7.75724859935386;5ème catégorie;1948-1974;locaux d'entreprise (bureaux);dpe tertiaire facture;bureaux, services administratifs, enseignement;electricite;;;2025;;;7903.66666666667;;;;;
bdnb-bg-9X2N-WTB7-DMRV;35;1735V8000272T;dpe 2006 tertiaire et erp;0;;;2017/05/17 00:00:00;;250;;D;C;194;13;;;;dpe tertiaire facture;;gaz;gaz;electricite;;;;;;;;;
bdnb-bg-9XAM-2CGD-HGFK;35;1535V4000041H;dpe 2006 tertiaire et erp;0;;;2015/03/03 00:00:00;;142.32;;D;B;257;8;;;;dpe tertiaire facture;;electricite;electricite;;;;;;;;;;
