annee,code_postal_acheteur,achat_etranger,amm,substance,cas,fonction,classification,classification_mention,quantite_substance
2014,35000,Non,2020224,iodosulfuron-methyl-sodium,144550-36-7,Herbicide,N Organique,,0.15
2014,35000,Non,2020224,mefenpyr-diethyl,135590-91-9,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.45
2014,35000,Non,2020224,mesosulfuron-methyl,208465-21-8,Herbicide,N Organique,,0.15
2014,35000,Non,2020238,pendimethaline,40487-42-1,Herbicide,N Organique,,4.8
2014,35000,Non,2020448,glyphosate,1071-83-6,Herbicide,N Organique,,1.35
2014,35000,Non,2030019,chlorure d'alkyl dimethyl benzyl ammonium,68424-85-1,SA non phyto - Désinfectant - Biocide,Autre,,49.92
2014,35000,Non,2030019,chlorure de didecyl dimethyl ammonium,7173-51-5,SA non phyto - Désinfectant - Biocide,Autre,,12.48
2014,35000,Non,2030019,glutaraldehyde,111-30-8,SA non phyto - Désinfectant - Biocide,Autre,,93.6
2014,35000,Non,2030056,metaldehyde,108-62-3,Molluscicide,Autre,,1.25
2014,35000,Non,2030125,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.150
2014,35000,Non,2030247,sulcotrione,99105-77-8,Herbicide,N Organique,,3
2014,35000,Non,2030273,lambda-cyhalothrine,91465-08-6,Insecticide,"T, T+, CMR",,0.015
2014,35000,Non,2030273,pyrimicarbe,23103-98-2,Insecticide,"T, T+, CMR",,0.3
2014,35000,Non,2030321,glyphosate,1071-83-6,Herbicide,N Organique,,11.52
2014,35000,Non,2030323,fludioxonil,131341-86-1,Fongicide,N Organique,,0.01125
2014,35000,Non,2040201,"2,4-mcpa",94-74-6,Herbicide,N Organique,,3.6
2014,35000,Non,2040201,dicamba,1918-00-9,Herbicide,N Organique,,0.30
2014,35000,Non,2050033,iodosulfuron-methyl-sodium,144550-36-7,Herbicide,N Organique,,0.024
2014,35000,Non,2050033,mefenpyr-diethyl,135590-91-9,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.36
2014,35000,Non,2050033,mesosulfuron-methyl,208465-21-8,Herbicide,N Organique,,0.12
2014,35000,Non,2050075,boscalid,188425-85-6,Fongicide,N Organique,,15
2014,35000,Non,2050136,fluorure de sulfuryle,2699-79-8,Insecticide,"T, T+, CMR",,283.432
2014,35000,Non,2050145,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.06
2014,35000,Non,2050145,glyphosate,1071-83-6,Herbicide,N Organique,,0.375
2014,35000,Non,2050146,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.388
2014,35000,Non,2050146,glyphosate,1071-83-6,Herbicide,N Organique,,2.4250
2014,35000,Non,2060026,flazasulfuron,104040-78-0,Herbicide,N Organique,,0.5
2014,35000,Non,2060050,metrafenone,220899-03-6,Fongicide,N Organique,,0.025
2014,35000,Non,2060084,boscalid,188425-85-6,Fongicide,N Organique,,9.345
2014,35000,Non,2060084,pyraclostrobine,175013-18-0,Fongicide,"T, T+, CMR",,2.345
2014,35000,Non,2060088,benoxacor,98730-04-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,6.0
2014,35000,Non,2060088,mesotrione,104206-82-8,Herbicide,N Organique,,12.0
2014,35000,Non,2060088,s-metolachlore,87392-12-9,Herbicide,N Organique,,120
2014,35000,Non,2060091,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.625
2014,35000,Non,2060091,isoproturon,34123-59-6,Herbicide,"T, T+, CMR",,5
2014,35000,Non,2060127,prothioconazole,178928-70-6,Fongicide,N Organique,,0.65
2014,35000,Non,2060131,"2,4-d",94-75-7,Herbicide,N Organique,,1.023
2014,35000,Non,2060131,triclopyr,55335-06-3,Herbicide,N Organique,,1.1396
2014,35000,Non,2060137,ethofumesate,26225-79-6,Herbicide,N Organique,,5
2014,35000,Non,2060175,metaldehyde,108-62-3,Molluscicide,Autre,,8.4
2014,35000,Non,2060194,tefluthrine,79538-32-2,Insecticide,"T, T+, CMR",,0.15
2014,35000,Non,2080018,acetamipride,135410-20-7,Insecticide,N Organique,,0.005
2014,35000,Non,2080053,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.00029
2014,35000,Non,2080053,glyphosate,1071-83-6,Herbicide,N Organique,,0.0048
2014,35000,Non,2080053,oxadiazon,19666-30-9,Herbicide,N Organique,,0.0048
2014,35000,Non,2080089,thiaclopride,111988-49-9,Insecticide,N Organique,,0.00030
2014,35000,Non,2080090,thiaclopride,111988-49-9,Insecticide,N Organique,,0.027
2014,35000,Non,2080101,acetamipride,135410-20-7,Insecticide,N Organique,,2
2014,35000,Non,2080102,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,4
2014,35000,Non,2080102,difenoconazole,119446-68-3,Fongicide,N Organique,,2.5
2014,35000,Non,2080103,thiophanate-methyl,23564-05-8,Fongicide,N Organique,,40
2014,35000,Non,2080112,thirame,137-26-8,Fongicide,N Organique,,0.6432
2014,35000,Non,2080117,prosulfuron,94125-34-5,Herbicide,N Organique,,0.2175
2014,35000,Non,2080133,glyphosate,1071-83-6,Herbicide,N Organique,,0.007
2014,35000,Non,2090018,bromoxynil octanoate,1689-99-2,Herbicide,"T, T+, CMR",,4.221
2014,35000,Non,2090018,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.938
2014,35000,Non,2090018,ioxynil octanoate,3861-47-0,Herbicide,"T, T+, CMR",,2.3555
2014,35000,Non,2090024,sulcotrione,99105-77-8,Herbicide,N Organique,,21
2014,35000,Non,2090037,dicamba,1918-00-9,Herbicide,N Organique,,0.5
2014,35000,Non,2090037,prosulfuron,94125-34-5,Herbicide,N Organique,,0.05
2014,35000,Non,2090041,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.45
2014,35000,Non,2090041,pyroxsulame,422556-08-9,Herbicide,N Organique,,0.45
2014,35000,Non,2090044,glyphosate,1071-83-6,Herbicide,N Organique,,1.09765
2014,35000,Non,2090050,cypermethrine,52315-07-8,Insecticide,N Organique,,0.768
2014,35000,Non,2090054,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,0.858
2014,35000,Non,2090054,tribenuron-methyle,101200-48-0,Herbicide,N Organique,,0.858
2014,35000,Non,2090057,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,0.444
2014,35000,Non,2090057,tribenuron-methyle,101200-48-0,Herbicide,N Organique,,0.888
2014,35000,Non,2090060,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.575
2014,35000,Non,2090060,thiaclopride,111988-49-9,Insecticide,N Organique,,5.75
2014,35000,Non,2090064,imazamox,114311-32-9,Herbicide,N Organique,,1
2014,35000,Non,2090070,quinoclamine,2797-51-5,Herbicide - Antimousse,N Organique,,2
2014,35000,Non,2090079,acide acetique,64-19-7,Herbicide,Autre,,0.2
2014,35000,Non,2090092,epoxiconazole,133855-98-8,Fongicide,"T, T+, CMR",,2.625
2014,35000,Non,2090092,metconazole,125116-23-6,Fongicide,N Organique,,1.925
2014,35000,Non,2090123,acide pelargonique,112-05-0,Herbicide,Autre,,13.069
2014,35000,Non,2090123,hydrazide maleique,123-33-1,Régulateur de croissance,Autre,,2.1
2014,35000,Non,2090132,cuivre du sulfate tribasique,12527-76-3,Fongicide,N minéral,,0.37324
2014,35000,Non,2090132,zoxamide,156052-68-5,Fongicide,N Organique,,0.056
2014,35000,Non,2090138,pendimethaline,40487-42-1,Herbicide,N Organique,,0.2
2014,35000,Non,2090164,glyphosate,1071-83-6,Herbicide,N Organique,,3.6
2014,35000,Non,2090172,epoxiconazole,133855-98-8,Fongicide,"T, T+, CMR",,0.415
2014,35000,Non,2090172,metrafenone,220899-03-6,Fongicide,N Organique,,0.5
2014,35000,Non,2090176,diquat,85-00-7,Herbicide,"T, T+, CMR",,0.0006
2014,35000,Non,2090176,glyphosate,1071-83-6,Herbicide,N Organique,,0.0166
2014,35000,Non,2090178,tebuconazole,107534-96-3,Fongicide,N Organique,,0.000250
2014,35000,Non,2090178,trifloxystrobine,141517-21-7,Fongicide,N Organique,,0.000250
2014,35000,Non,2100004,acetamipride,135410-20-7,Insecticide,N Organique,,0.000050
2014,35000,Non,2100004,triticonazole,131983-72-7,Fongicide,N Organique,,0.00015
2014,35000,Non,2100037,boscalid,188425-85-6,Fongicide,N Organique,,4
2014,35000,Non,2100037,dimoxystrobine,149961-52-4,Fongicide,N Organique,,4
2014,35000,Non,2100052,cyprodinil,121552-61-2,Fongicide,N Organique,,1.5
2014,35000,Non,2100056,prothioconazole,178928-70-6,Fongicide,N Organique,,2.4
2014,35000,Non,2100056,spiroxamine,118134-30-8,Fongicide,N Organique,,4.5
2014,35000,Non,2100057,prothioconazole,178928-70-6,Fongicide,N Organique,,0.875
2014,35000,Non,2100057,trifloxystrobine,141517-21-7,Fongicide,N Organique,,0.44
2014,35000,Non,2100078,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.0000080
2014,35000,Non,2100100,glyphosate,1071-83-6,Herbicide,N Organique,,4.68
2014,35000,Non,2100102,glyphosate,1071-83-6,Herbicide,N Organique,,7.2
2014,35000,Non,2100111,mesotrione,104206-82-8,Herbicide,N Organique,,1.125
2014,35000,Non,2100111,nicosulfuron,111991-09-4,Herbicide,N Organique,,0.45
2014,35000,Non,2100112,ethephon,16672-87-0,Régulateur de croissance,N Organique,,2.4
2014,35000,Non,2100121,chlorantraniliprole,500008-45-7,Insecticide,N Organique,,0.582
2014,35000,Non,2100122,chlorantraniliprole,500008-45-7,Insecticide,N Organique,,1.05
2014,35000,Non,2100138,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.3125
2014,35000,Non,2100138,pinoxaden,243973-20-8,Herbicide,N Organique,,1.25
2014,35000,Non,2100140,clodinafop-propargyl,105512-06-9,Herbicide,N Organique,,0.500
2014,35000,Non,2100140,cloquintocet-mexyl,99607-70-2,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.12500
2014,35000,Non,2100140,pinoxaden,243973-20-8,Herbicide,N Organique,,0.500
2014,35000,Non,2100177,isoxadifen-ethyl,163520-33-0,Autre usage – Coformulant / Phytoprotecteur / Synergiste,N Organique,,1.2
2014,35000,Non,2100177,tembotrione,335104-84-2,Herbicide,N Organique,,2.4
2014,35000,Non,2100181,fluopicolide,239110-15-7,Fongicide,N Organique,,0.0444
2014,35000,Non,2100181,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.6667
2014,35000,Non,2100215,pendimethaline,40487-42-1,Herbicide,N Organique,,2
2014,35000,Non,2100220,glyphosate,1071-83-6,Herbicide,N Organique,,0.0072
2014,35000,Non,2100221,ametoctradine,865318-97-4,Fongicide,Autre,,0.072
2014,35000,Non,2100221,metirame,9006-42-2,Fongicide,N Organique,,0.264
2014,35000,Non,2110084,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.0018
2014,35000,Non,2110084,pyrethrines,8003-34-7,Insecticide,N Organique,,0.00025
2014,35000,Non,2110102,difenoconazole,119446-68-3,Fongicide,N Organique,,0.017
2014,35000,Non,2110102,fludioxonil,131341-86-1,Fongicide,N Organique,,0.017
2014,35000,Non,2110102,sedaxane,874967-67-6,Fongicide,N Organique,,0.034
2014,35000,Non,2110121,thiaclopride,111988-49-9,Insecticide,N Organique,,1.204
2014,35000,Non,2110143,metribuzine,21087-64-9,Herbicide,N Organique,,0.6
2014,35000,Non,2110177,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,7.5
2014,35000,Non,2110177,cyproconazole,94361-06-5,Fongicide,N Organique,,1
2014,35000,Non,2110177,propiconazole,60207-90-1,Fongicide,N Organique,,1.25
2014,35000,Non,2110178,bixafen,581809-46-3,Fongicide,N Organique,,0.75
2014,35000,Non,2110178,prothioconazole,178928-70-6,Fongicide,N Organique,,1.5
2014,35000,Non,2110180,cuivre de l'oxyde cuivreux,1317-39-1,Fongicide,N minéral,,1.50
2014,35000,Non,2120008,glyphosate,1071-83-6,Herbicide,N Organique,,9.0
2014,35000,Non,2120015,glyphosate,1071-83-6,Herbicide,N Organique,,0.0072
2014,35000,Non,2120018,glyphosate,1071-83-6,Herbicide,N Organique,,0.48
2014,35000,Non,2120034,glyphosate,1071-83-6,Herbicide,N Organique,,2.4
2014,35000,Non,2120048,aminopyralid,150114-71-9,Herbicide,N Organique,,0.45
2014,35000,Non,2120048,triclopyr,55335-06-3,Herbicide,N Organique,,3.60
2014,35000,Non,2120066,dichlorprop-p,15165-67-0,Herbicide,Autre,,6
2014,35000,Non,2120066,picolinafen,137641-05-5,Herbicide,N Organique,,0.2
2014,35000,Non,2120070,prothioconazole,178928-70-6,Fongicide,N Organique,,0.8
2014,35000,Non,2120070,tebuconazole,107534-96-3,Fongicide,N Organique,,0.4
2014,35000,Non,2120120,bentazone,25057-89-0,Herbicide,N Organique,,19.2
2014,35000,Non,2120120,imazamox,114311-32-9,Herbicide,N Organique,,0.896
2014,35000,Non,2120126,epoxiconazole,133855-98-8,Fongicide,"T, T+, CMR",,0.5625
2014,35000,Non,2120126,metconazole,125116-23-6,Fongicide,N Organique,,0.4125
2014,35000,Non,2120157,acide pelargonique,112-05-0,Herbicide,Autre,,0.0204
2014,35000,Non,2120157,glyphosate,1071-83-6,Herbicide,N Organique,,0.0072
2014,35000,Non,2120205,epoxiconazole,133855-98-8,Fongicide,"T, T+, CMR",,1.1232
2014,35000,Non,2120205,fluxapyroxad,907204-31-3,Fongicide,N Organique,,1.1232
2014,35000,Non,2120205,pyraclostrobine,175013-18-0,Fongicide,"T, T+, CMR",,1.7982
2014,35000,Non,2130049,cyflufenamid,180409-60-3,Fongicide,N Organique,,0.003
2014,35000,Non,2130049,difenoconazole,119446-68-3,Fongicide,N Organique,,0.006
2014,35000,Non,2130063,nicosulfuron,111991-09-4,Herbicide,N Organique,,0.2
2014,35000,Non,2130084,metaldehyde,108-62-3,Molluscicide,Autre,,0.96
2014,35000,Non,2130088,metaldehyde,108-62-3,Molluscicide,Autre,,0.025
2014,35000,Non,2130151,hydrazide maleique,123-33-1,Régulateur de croissance,Autre,,0.6
2014,35000,Non,2130152,fluopyram,658066-35-4,Fongicide,N Organique,,0.025
2014,35000,Non,2130152,trifloxystrobine,141517-21-7,Fongicide,N Organique,,0.025
2014,35000,Non,6500402,"2,4-d",94-75-7,Herbicide,N Organique,,9.6
2014,35000,Non,7700078,diquat,85-00-7,Herbicide,"T, T+, CMR",,13
2014,35000,Non,7900323,"2,4-mcpa",94-74-6,Herbicide,N Organique,,3.6
2014,35000,Non,7900323,dicamba,1918-00-9,Herbicide,N Organique,,0.3
2014,35000,Non,8300243,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,10
2014,35000,Non,8400055,cyfluthrine,68359-37-5,Insecticide,"T, T+, CMR",,1.55
2014,35000,Non,8400098,bacillus thuringiensis serotype 3a 3b,68038-71-1,Insecticide,Autre,,0.02
2014,35000,Non,8400098,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,0.05
2014,35000,Non,8400098,pyrethrines,8003-34-7,Insecticide,N Organique,,0.024
2014,35000,Non,8400255,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,0.08
2014,35000,Non,8500351,acide b-indole butyrique (aib),133-32-4,Régulateur de croissance,"T, T+, CMR",,0.0075
2014,35000,Non,8500493,"2,4-mcpa",94-74-6,Herbicide,N Organique,,20.8026
2014,35000,Non,8500493,clopyralid,1702-17-6,Herbicide,Autre,,1.8174
2014,35000,Non,8500493,fluroxypyr,69377-81-7,Herbicide,N Organique,,4.68
2014,35000,Non,8600243,aclonifen,74070-46-5,Herbicide,N Organique,,24
2014,35000,Non,8600349,huile vegetale,,SA non phyto - Divers,Autre,,0.15
2014,35000,Non,8600349,resines (colophane),8050-09-7,SA non phyto - Divers,Autre,,0.4
2014,35000,Non,8700020,flurochloridone,61213-25-0,Herbicide,N Organique,,2.5
2014,35000,Non,8700111,huile de ricin,8001-79-4,SA non phyto - Divers,Autre,,0.64
2014,35000,Non,8700111,resines (colophane),8050-09-7,SA non phyto - Divers,Autre,,0.32
2014,35000,Non,8700240,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.9375
2014,35000,Non,8700240,isoproturon,34123-59-6,Herbicide,"T, T+, CMR",,7.5
2014,35000,Non,8800006,dimethoate,60-51-5,Insecticide,Autre,,28
2014,35000,Non,8800035,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,5
2014,35000,Non,8800035,pyrethrines,8003-34-7,Insecticide,N Organique,,0.5
2014,35000,Non,8800395,lambda-cyhalothrine,91465-08-6,Insecticide,"T, T+, CMR",,0.176
2014,35000,Non,8800395,pyrimicarbe,23103-98-2,Insecticide,"T, T+, CMR",,3.52
2014,35000,Non,8800504,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,4.275
2014,35000,Non,8800504,deltamethrine,52918-63-5,Insecticide,"T, T+, CMR",,0.475
2014,35000,Non,8800519,goudrons de pin,8011-48-1,SA non phyto - Divers,Autre,,2
2014,35000,Non,8800841,difenoconazole,119446-68-3,Fongicide,N Organique,,7.625
2014,35000,Non,8800939,isoproturon,34123-59-6,Herbicide,"T, T+, CMR",,70
2014,35000,Non,8820680,fer sous forme de sulfate de fer,7720-78-7,Herbicide - Antimousse,Autre,,12.2304
2014,35000,Non,9000069,ethofumesate,26225-79-6,Herbicide,N Organique,,7.5
2014,35000,Non,9000163,rimsulfuron,122931-48-0,Herbicide,N Organique,,0.05
2014,35000,Non,9000259,amidosulfuron,120923-37-7,Herbicide,N Organique,,0.18
2014,35000,Non,9000490,cycloxydime,101205-02-1,Herbicide,N Organique,,12
2014,35000,Non,9000691,butoxyde de piperonyle,51-03-6,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,12.8
2014,35000,Non,9000691,pyrethrines,8003-34-7,Insecticide,N Organique,,1.6
2014,35000,Non,9100065,bentazone,25057-89-0,Herbicide,N Organique,,184.8
2014,35000,Non,9100156,diflubenzuron,35367-38-5,Insecticide,N Organique,,24
2014,35000,Non,9100231,metaldehyde,108-62-3,Molluscicide,Autre,,1.20
2014,35000,Non,9100418,nicosulfuron,111991-09-4,Herbicide,N Organique,,6.0
2014,35000,Non,9100505,glyphosate,1071-83-6,Herbicide,N Organique,,3.6
2014,35000,Non,9100525,tebufenpyrad,119168-77-3,Insecticide - Acaricide,"T, T+, CMR",,0.4
2014,35000,Non,9200091,imidaclopride,138261-41-3,Insecticide,N Organique,,4.9455
2014,35000,Non,9200135,cypermethrine,52315-07-8,Insecticide,N Organique,,0.00375
2014,35000,Non,9200392,"2,4-mcpa",94-74-6,Herbicide,N Organique,,5.6
2014,35000,Non,9200392,clopyralid (sous forme de sel de monoethanolamine),57754-85-5,Herbicide,Autre,,0.56
2014,35000,Non,9200392,fluroxypyr,69377-81-7,Herbicide,N Organique,,1.12
2014,35000,Non,9200482,bacillus thuringiensis serotype 3a 3b,68038-71-1,Insecticide,Autre,,
2014,35000,Non,9200548,thirame,137-26-8,Fongicide,N Organique,,2.88
2014,35000,Non,9300241,glyphosate,1071-83-6,Herbicide,N Organique,,0.68
2014,35000,Non,9300396,chlormequat chlorure,999-81-5,Régulateur de croissance,Autre,,9.2
2014,35000,Non,9300396,chlorure de choline,67-48-1,Autre usage – Coformulant / Phytoprotecteur / Synergiste,Autre,,6.4
2014,35000,Non,9300504,huile de vaseline,8042-47-5,Insecticide - Acaricide,Autre,,4.085
2014,35000,Non,9300557,chlorothalonil,1897-45-6,Fongicide,"T, T+, CMR",,7.18125
2014,35000,Non,9300557,pyrimethanil,53112-28-0,Fongicide,N Organique,,2.8725
2014,35000,Non,9400039,huile de colza,8002-13-9,Insecticide,Autre,,1.58
2014,35000,Non,9400109,"2,4-d",94-75-7,Herbicide,N Organique,,1.225
2014,35000,Non,9400109,dicamba,1918-00-9,Herbicide,N Organique,,0.175
2014,35000,Non,9400134,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.1
2014,35000,Non,9400134,flurtamone,96525-23-4,Herbicide,N Organique,,0.25
2014,35000,Non,9400212,ioxynil octanoate,3861-47-0,Herbicide,"T, T+, CMR",,3.6
2014,35000,Non,9400212,mecoprop-p (mcpp-p),16484-77-8,Herbicide,N Organique,,5.8
2014,35000,Non,9400354,glyphosate,1071-83-6,Herbicide,N Organique,,7.2
2014,35000,Non,9420113,"2,4-d",94-75-7,Herbicide,N Organique,,0.042
2014,35000,Non,9420113,dicamba,1918-00-9,Herbicide,N Organique,,0.006
2014,35000,Non,9420113,sulfate de fer (sulfate ferreux heptahydrate),7782-63-0,Herbicide - Antimousse,Autre,,3
2014,35000,Non,9500002,glyphosate,1071-83-6,Herbicide,N Organique,,4.32
2014,35000,Non,9500011,prochloraze,67747-09-5,Fongicide,N Organique,,6.75
2014,35000,Non,9500135,metaldehyde,108-62-3,Molluscicide,Autre,,0.20
2014,35000,Non,9500148,metirame-zinc,9006-42-2,Fongicide,N Organique,,0.8
2014,35000,Non,9500150,isoxaben,82558-50-7,Herbicide,N Organique,,0.214
2014,35000,Non,9500150,oryzalin,19044-88-3,Herbicide,N Organique,,0.858
2014,35000,Non,9500161,glyphosate,1071-83-6,Herbicide,N Organique,,0.18
2014,35000,Non,9500269,"2,4-d",94-75-7,Herbicide,N Organique,,1.05
2014,35000,Non,9500269,dicamba,1918-00-9,Herbicide,N Organique,,0.15
2014,35000,Non,9500364,myclobutanil,88671-89-0,Fongicide,N Organique,,0.0300
2014,35000,Non,9500414,cypermethrine,52315-07-8,Insecticide,N Organique,,0.01
2014,35000,Non,9500484,"2,4-mcpa",94-74-6,Herbicide,N Organique,,0.18
2014,35000,Non,9500484,dicamba,1918-00-9,Herbicide,N Organique,,0.015
2014,35000,Non,9500568,cyprodinil,121552-61-2,Fongicide,N Organique,,15
2014,35000,Non,9500568,fludioxonil,131341-86-1,Fongicide,N Organique,,10
2014,35000,Non,9500581,chlormequat chlorure,999-81-5,Régulateur de croissance,Autre,,3
2014,35000,Non,9500581,ethephon,16672-87-0,Régulateur de croissance,N Organique,,1.5
2014,35000,Non,9500628,bentazone,25057-89-0,Herbicide,N Organique,,54.81
2014,35000,Non,9600001,cymoxanil,57966-95-7,Fongicide,N Organique,,0.032
2014,35000,Non,9600001,folpel,133-07-3,Fongicide,N Organique,,0.2
2014,35000,Non,9600001,fosetyl-aluminium,39148-24-8,Fongicide,Autre,,0.4
2014,35000,Non,9600093,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,23.75
2014,35000,Non,9600103,dimethomorphe,110488-70-5,Fongicide,N Organique,,3.528
2014,35000,Non,9600103,mancozebe,8018-01-7,Fongicide,N Organique,,23.52
2014,35000,Non,9600197,carfentrazone ethyl,128639-02-1,Herbicide,N Organique,,10
2014,35000,Non,9600197,metsulfuron-methyl,74223-64-6,Herbicide,N Organique,,2.5
2014,35000,Non,9600293,bifenox,42576-02-3,Herbicide,N Organique,,1.2
2014,35000,Non,9600293,ioxynil,1689-83-4,Herbicide,"T, T+, CMR",,0.368
2014,35000,Non,9600293,mecoprop-p (mcpp-p),16484-77-8,Herbicide,N Organique,,1.04
2014,35000,Non,9600398,kresoxim-methyl,143390-89-0,Fongicide,N Organique,,0.3
2014,35000,Non,9600550,diflufenicanil,83164-33-4,Herbicide,N Organique,,3.4
2014,35000,Non,9600550,glyphosate,1071-83-6,Herbicide,N Organique,,21.25
2014,35000,Non,9700332,azoxystrobine,131860-33-8,Fongicide,"T, T+, CMR",,5.80
2014,35000,Non,9700521,glyphosate,1071-83-6,Herbicide,N Organique,,0.72
2014,35000,Non,9700552,fenazaquin,120928-09-8,Insecticide - Acaricide,"T, T+, CMR",,0.6
2014,35000,Non,9800018,clomazone,81777-89-1,Herbicide,N Organique,,0.45
2014,35000,Non,9800018,dimethachlore,50563-36-5,Herbicide,N Organique,,2.82
2014,35000,Non,9800018,napropamide,15299-99-7,Herbicide,N Organique,,2.82
2014,35000,Non,9800107,diflufenicanil,83164-33-4,Herbicide,N Organique,,0.1
