date_mesure,geocode_commune,libelle_commune,type_installation,vecteur,valeur
2024-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2024-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2024-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2024-01-01,35238,Rennes,Photovoltaïque,Solaire,4.363239999999999
2024-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2024-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.80706
2024-01-01,35245,Romillé,Photovoltaïque,Solaire,1.4348599999999998
2024-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.49839
2024-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2024-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2024-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.97481
2024-01-01,35278,Saint-Grégoire,Cogénération à combustion,Thermique non renouvelable,0.25
2024-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,1.1986400000000001
2024-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.6859
2024-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.5593899999999999
2024-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2024-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.40119
2024-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.12332
2024-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,1.8849299999999998
2024-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2024-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2024-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.30232
2025-01-01,35001,Acigné,Photovoltaïque,Solaire,1.09088
2025-01-01,35024,Betton,Photovoltaïque,Solaire,1.34998
2025-01-01,35032,Bourgbarré,Batterie,Stockage non hydraulique,1.239
2025-01-01,35032,Bourgbarré,Photovoltaïque,Solaire,3.9297
2025-01-01,35039,Brécé,Photovoltaïque,Solaire,0.25482
2025-01-01,35047,Bruz,Batterie,Stockage non hydraulique,2.489
2025-01-01,35047,Bruz,Eclusée,Hydraulique,0.12064
2025-01-01,35047,Bruz,Moteur à piston,Thermique non renouvelable,4.2
2025-01-01,35047,Bruz,Photovoltaïque,Solaire,13.813450000000001
2025-01-01,35051,Cesson-Sévigné,Cogénération à combustion,Thermique non renouvelable,0.999
2025-01-01,35051,Cesson-Sévigné,Photovoltaïque,Solaire,2.80159
2025-01-01,35055,Chantepie,Non renseigné,Solaire,0.09487000000000001
2025-01-01,35055,Chantepie,Photovoltaïque,Solaire,1.3862199999999998
2025-01-01,35058,La Chapelle-Chaussée,Photovoltaïque,Solaire,0.42999
2025-01-01,35059,La Chapelle-des-Fougeretz,Autre,Thermique non renouvelable,7.29
2025-01-01,35059,La Chapelle-des-Fougeretz,Photovoltaïque,Solaire,0.7158699999999999
2025-01-01,35065,La Chapelle-Thouarault,Photovoltaïque,Solaire,0.45349
2025-01-01,35066,Chartres-de-Bretagne,Photovoltaïque,Solaire,1.18549
2025-01-01,35076,Chavagne,Photovoltaïque,Solaire,1.37047
2025-01-01,35079,Chevaigné,Photovoltaïque,Solaire,0.6596900000000001
2025-01-01,35080,Cintré,Cogénération à combustion,Bioénergies,0.16
2025-01-01,35080,Cintré,Photovoltaïque,Solaire,0.23657
2025-01-01,35088,Corps-Nuds,Photovoltaïque,Solaire,1.57502
2025-01-01,35120,Gévezé,Non renseigné,Bioénergies,0.15
2025-01-01,35120,Gévezé,Photovoltaïque,Solaire,1.47503
2025-01-01,35131,L'Hermitage,Batterie,Stockage non hydraulique,2.489
2025-01-01,35131,L'Hermitage,Non renseigné,Thermique non renouvelable,7.424
2025-01-01,35131,L'Hermitage,Photovoltaïque,Solaire,0.97163
2025-01-01,35132,Hirel,Photovoltaïque,Solaire,0.14237
2025-01-01,35135,Irodouër,Photovoltaïque,Solaire,0.95938
2025-01-01,35136,Janzé,Non renseigné,Thermique non renouvelable,2.5
2025-01-01,35136,Janzé,Photovoltaïque,Solaire,5.28008
2025-01-01,35139,Laillé,Batterie,Stockage non hydraulique,1.239
2025-01-01,35139,Laillé,Photovoltaïque,Solaire,1.61552
2025-01-01,35144,Langan,Photovoltaïque,Solaire,0.19526
2025-01-01,35150,Lécousse,Photovoltaïque,Solaire,0.8839400000000001
2025-01-01,35160,Loutehel,Photovoltaïque,Solaire,0.29467000000000004
2025-01-01,35170,Mecé,Photovoltaïque,Solaire,0.13749
2025-01-01,35180,Miniac-sous-Bécherel,Photovoltaïque,Solaire,0.6836700000000001
2025-01-01,35189,Montgermont,Batterie,Stockage non hydraulique,1.158
2025-01-01,35189,Montgermont,Photovoltaïque,Solaire,0.45314
2025-01-01,35190,Monthault,Photovoltaïque,Solaire,0.74419
2025-01-01,35196,Mordelles,Batterie,Stockage non hydraulique,1.158
2025-01-01,35196,Mordelles,Cogénération à vapeur,Thermique non renouvelable,2.0
2025-01-01,35196,Mordelles,Photovoltaïque,Solaire,1.53897
2025-01-01,35200,Moutiers,Photovoltaïque,Solaire,0.32282
2025-01-01,35204,Nouvoitou,Non renseigné,Thermique non renouvelable,4.401
2025-01-01,35204,Nouvoitou,Photovoltaïque,Solaire,0.75024
2025-01-01,35206,Noyal-Châtillon-sur-Seiche,Cogénération à combustion,Thermique non renouvelable,0.999
2025-01-01,35206,Noyal-Châtillon-sur-Seiche,Non renseigné,Thermique non renouvelable,14.0
2025-01-01,35206,Noyal-Châtillon-sur-Seiche,Photovoltaïque,Solaire,2.5475299999999996
2025-01-01,35208,Orgères,Batterie,Stockage non hydraulique,1.239
2025-01-01,35208,Orgères,Photovoltaïque,Solaire,1.9513699999999998
2025-01-01,35210,Pacé,Batterie,Stockage non hydraulique,1.158
2025-01-01,35210,Pacé,Photovoltaïque,Solaire,4.570860000000001
2025-01-01,35216,Parthenay-de-Bretagne,Photovoltaïque,Solaire,0.38744999999999996
2025-01-01,35230,Poilley,Photovoltaïque,Solaire,0.49017
2025-01-01,35235,Rannée,Photovoltaïque,Solaire,1.46897
2025-01-01,35238,Rennes,Autre,Bioénergies,10.627
2025-01-01,35238,Rennes,Autre,Thermique non renouvelable,8.5
2025-01-01,35238,Rennes,Cogénération à vapeur,Bioénergies,9.5
2025-01-01,35238,Rennes,Cogénération à vapeur,Thermique non renouvelable,1.454
2025-01-01,35238,Rennes,Photovoltaïque,Solaire,5.22124
2025-01-01,35238,Rennes,Turbine à combustion,Thermique non renouvelable,4.95
2025-01-01,35240,Le Rheu,Batterie,Stockage non hydraulique,2.489
2025-01-01,35240,Le Rheu,Photovoltaïque,Solaire,0.9500599999999999
2025-01-01,35245,Romillé,Photovoltaïque,Solaire,1.53386
2025-01-01,35250,Saint-Armel,Photovoltaïque,Solaire,0.49839
2025-01-01,35266,Saint-Erblon,Non renseigné,Thermique non renouvelable,4.266
2025-01-01,35266,Saint-Erblon,Photovoltaïque,Solaire,0.26195999999999997
2025-01-01,35275,Saint-Gilles,Batterie,Stockage non hydraulique,1.239
2025-01-01,35275,Saint-Gilles,Photovoltaïque,Solaire,1.97481
2025-01-01,35278,Saint-Grégoire,Cogénération à combustion,Thermique non renouvelable,0.25
2025-01-01,35278,Saint-Grégoire,Photovoltaïque,Solaire,1.3416400000000002
2025-01-01,35281,Saint-Jacques-de-la-Lande,Photovoltaïque,Solaire,0.6859
2025-01-01,35310,Saint-Sauveur-des-Landes,Photovoltaïque,Solaire,0.96939
2025-01-01,35315,Saint-Sulpice-la-Forêt,Photovoltaïque,Solaire,0.13685
2025-01-01,35334,Thorigné-Fouillard,Photovoltaïque,Solaire,0.60119
2025-01-01,35351,Le Verger,Photovoltaïque,Solaire,0.28832
2025-01-01,35352,Vern-sur-Seiche,Photovoltaïque,Solaire,2.1349299999999998
2025-01-01,35353,Vezin-le-Coquet,Batterie,Stockage non hydraulique,1.572
2025-01-01,35353,Vezin-le-Coquet,Photovoltaïque,Solaire,0.33517
2025-01-01,35363,Pont-Péan,Photovoltaïque,Solaire,0.41232
