Code INSEE commune,commune,Code INSEE département,Département,Code INSEE région,Région,Type peuplement,Essence,Développement,Diamètre moyen,Surface travaux/longueur travaux,Année coupe,Hiérarchie géographique,Géo-point commune,COMMUNE_PRINCIPALE,Méthode de coupe,Nombre d'unités,Hmax CCG-LA,Courbes hauteurs (Désignation),Courbes hauteurs (Essence),Mise en oeuvre manuel (% manuel),Travaux tiers
35275,Saint-Gilles,35,,,,Haie,"Ronces,Sureau,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2099,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,6.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35275,Saint-Gilles,35,,,,Futaie,"Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Actif,15 - 30,0,2032,,"48.1520929859, -1.85374690386",Saint-Gilles,ABATTAGE,4,10.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35275,Saint-Gilles,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Actif,,0,2023,,"48.1520929859, -1.85374690386",Saint-Gilles,DÉBROUSSAILLAGE,,9.7,D,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Cyprès,Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,9.0,C,Cyprès,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Sureau,Érable sycomore,Frêne,Noisetier (Coudrier, pourpre, tortueux),Chêne commun",Actif,15 - 30,0,2025,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,12,12.5,B,Frêne,100,Non
35278,Saint-Grégoire,35,,,,Haie,Chêne commun,Actif,15 - 30,0,2031,,"48.1588840471, -1.68571943452",Saint-Grégoire,ECIMAGE,2,8.5,C,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Ronces",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,5.0,B,"Noisetier (Coudrier, pourpre, tortueux)",,Non
35047,Bruz,35,,,,Futaie,Érable plane (Plane),Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,5,6.5,C,Érable plane (Plane),100,Non
35275,Saint-Gilles,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Ronces",Neutre,< 15,0,,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,12.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2033,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,14.5,C,Chêne commun,100,Non
35047,Bruz,35,,,,Futaie,Cyprès,Actif,15 - 30,0,2030,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,2,5.5,C,Cyprès,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Peuplier,Érable sycomore,Bouleau",Actif,< 15,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,21.0,B,Peuplier,0,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Fruitier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,9.5,B,Fruitier,100,Oui
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Pin,Actif,> 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,9.5,C,Pin,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,"Cerisier,Prunus",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,2,7.5,B,Cerisier,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Laurier sauce,Laurier,Genêt (épineux ou scorpion)",Actif,< 15,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,7.5,A,Laurier sauce,100,Non
35353,Vezin-le-Coquet,35,,,,Taillis,Laurier,Neutre,,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,9.5,A,Laurier,,Non
35210,Pacé,35,,,,Haie,"Prunellier commun (Épine noire),Ronces,Châtaignier",Actif,< 15,0,2031,,"48.152548244, -1.77716643787",Pacé,TAILLE,,16.5,B,Châtaignier,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Châtaignier,Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,8.5,D,Châtaignier,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Tilleul,Chêne commun,Bouleau",Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,7,8.5,B,Bouleau,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Haie,"Cornouiller (mâle ou sauvage),Orme",Neutre,< 15,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,TAILLE,,13.5,C,Orme,0,Non
35353,Vezin-le-Coquet,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,13.5,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Oui
35353,Vezin-le-Coquet,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Viorne (Boule de neige, Lantane),Ajonc",Actif,< 15,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,8.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Fruitier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,5,9.0,B,Fruitier,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,9.5,A,Laurier,,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Bouleau,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,6.5,C,Bouleau,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Saule marsault (des chèvres),Ronces,Noisetier (Coudrier, pourpre, tortueux)",Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,25,12.5,B,Saule marsault (des chèvres),100,Non
35047,Bruz,35,,,,Haie,Chêne commun,Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,8.5,D,Chêne commun,100,Non
35081,Clayes,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2031,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,,12.0,C,Chêne commun,100,Non
35278,Saint-Grégoire,35,,,,Haie,Aulne,Actif,< 15,0,2031,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,13.5,B,Aulne,100,Non
35278,Saint-Grégoire,35,,,,Haie,"Saule marsault (des chèvres),Aulne,Bouleau",Actif,< 15,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,8.5,B,Aulne,100,Non
35120,Gévezé,35,,,,Haie,"Chêne commun,Prunellier commun (Épine noire),Noisetier (Coudrier, pourpre, tortueux)",Actif,< 15,0,2028,,"48.2133254705, -1.79930703575",Gévezé,TAILLE,,7.2,C,Chêne commun,100,Non
35120,Gévezé,35,,,,Haie,"Merisier,Orme,Chêne rouge d'Amérique (USA)",Actif,< 15,0,2028,,"48.2133254705, -1.79930703575",Gévezé,TAILLE,,23.8,B,Chêne rouge d'Amérique (USA),0,Oui
35278,Saint-Grégoire,35,,,,Arbre isolé,Tilleul,Actif,15 - 30,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,ELAGAGE,1,12.0,C,Tilleul,100,Non
35238,Rennes,35,,,,Isolé Pied de pylône,,Neutre,< 15,0,,,"48.1119791219, -1.68186449144",Rennes,AUCUNE,,-3.5,,,0,Non
35081,Clayes,35,,,,Haie,Châtaignier,Actif,< 15,0,2032,,"48.1786926288, -1.8539725616",Clayes,TAILLE,,12.5,B,Châtaignier,100,Non
35081,Clayes,35,,,,Futaie,"Ornement,Pommier,Fruitier",Neutre,15 - 30,0,,,"48.1786926288, -1.8539725616",Clayes,ABATTAGE,3,9.0,B,Fruitier,100,Non
35047,Bruz,35,,,,Arbre isolé,Érable,Actif,> 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,1,6.0,C,Érable,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Haie,"Chêne commun,Bouleau,Saule marsault (des chèvres)",Actif,< 15,0,2025,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,TAILLE,11,11.1,A,Saule marsault (des chèvres),100,Non
35238,Rennes,35,,,,Isolé Pied de pylône,,Actif,,20,2025,,"48.1119791219, -1.68186449144",Rennes,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35081,Clayes,35,,,,Haie,"Charme commun (Charmille),Ronces,Châtaignier",Neutre,< 15,0,,,"48.1786926288, -1.8539725616",Clayes,AUCUNE,,4.5,B,Châtaignier,0,Non
35210,Pacé,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Noisetier (Coudrier, pourpre, tortueux)",Neutre,,0,,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,30.0,B,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Merisier,Actif,> 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,5.5,C,Merisier,100,Non
35210,Pacé,35,,,,Isolé Pied de pylône,,Actif,,20,2027,,"48.152548244, -1.77716643787",Pacé,DÉBROUSSAILLAGE,,0.0,,,100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Frêne,Noisetier (Coudrier, pourpre, tortueux)",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,12.1,C,Frêne,0,Non
35135,Irodouër,35,,,,Haie,"Chêne commun,Saule (blanc, argenté, vivier, Osier blanc),Frêne",Actif,< 15,0,2025,,"48.246152189, -1.95021443067",Irodouër,TAILLE,,7.0,B,Frêne,100,Non
35240,Le Rheu,35,,,,Pied de pylône,,Neutre,< 15,0,,,"48.097397419, -1.78149989185",Le Rheu,AUCUNE,,0.0,,,,Non
35353,Vezin-le-Coquet,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,8.5,A,Laurier,0,Oui
35353,Vezin-le-Coquet,35,,,,Futaie,"Chêne rouge d'Amérique (USA),Chêne commun",Actif,> 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,4,6.5,C,Chêne commun,100,Non
35047,Bruz,35,,,,Haie,Saule marsault (des chèvres),Neutre,15 - 30,0,,,"48.0261755313, -1.74817480915",Bruz,AUCUNE,3,9.5,C,Saule marsault (des chèvres),,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Futaie,"Laurier,Pêcher",Neutre,15 - 30,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ABATTAGE,17,8.0,A,Pêcher,100,Oui
35051,Cesson-Sévigné,35,,,,Arbre isolé,Bouleau,Actif,15 - 30,0,2029,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,15.0,B,Bouleau,100,Non
35245,Romillé,35,,,,Futaie,Chêne commun,Neutre,> 30,0,,,"48.2223488257, -1.87904298142",Romillé,AUCUNE,2,22.0,C,Chêne commun,,Non
35245,Romillé,35,,,,Arbre isolé,Chêne commun,Neutre,> 30,0,,,"48.2223488257, -1.87904298142",Romillé,ABATTAGE,1,20.1,D,Chêne commun,100,Non
35135,Irodouër,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Saule marsault (des chèvres)",Actif,< 15,0,2028,,"48.246152189, -1.95021443067",Irodouër,TAILLE,,7.4,A,Saule marsault (des chèvres),100,Non
35066,Chartres-de-Bretagne,35,,,,Arbre isolé,Saule marsault (des chèvres),Actif,15 - 30,0,2027,,"48.0451561683, -1.70650297343",Chartres-de-Bretagne,ECIMAGE,1,6.5,B,Saule marsault (des chèvres),100,Non
35066,Chartres-de-Bretagne,35,,,,Arbre isolé,Cerisier,Actif,15 - 30,0,2099,,"48.0451561683, -1.70650297343",Chartres-de-Bretagne,ECIMAGE,1,6.0,B,Cerisier,100,Non
35352,Vern-sur-Seiche,35,,,,Lisière,,Actif,> 30,0,2028,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ELAGAGE,3,0.0,,Charme commun (Charmille),100,Non
35210,Pacé,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2033,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,18.0,C,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Orme,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,4,11.0,C,Orme,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Orme,Saule marsault (des chèvres)",Actif,< 15,0,2032,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,11.0,C,Orme,0,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Frêne,Saule (blanc, argenté, vivier, Osier blanc),Prunellier commun (Épine noire)",Actif,< 15,0,2026,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,9.5,C,Frêne,100,Non
35240,Le Rheu,35,,,,Pied de pylône,,Neutre,,0,,,"48.097397419, -1.78149989185",Le Rheu,AUCUNE,,0.0,,,,Non
35047,Bruz,35,,,,Futaie,"Pommier,Fruitier",Neutre,15 - 30,0,,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,2,15.5,B,Fruitier,100,Non
35047,Bruz,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,13.0,A,Laurier,0,Non
35278,Saint-Grégoire,35,,,,Taillis,Prunellier commun (Épine noire),Actif,< 15,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,6,6.0,Spécifique,Prunellier commun (Épine noire),0,Non
35278,Saint-Grégoire,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux),Cornouiller (mâle ou sauvage),Saule marsault (des chèvres)",Actif,< 15,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,4.5,B,Saule marsault (des chèvres),50,Oui
35210,Pacé,35,,,,Futaie,"Pin,Chêne commun,Merisier",Actif,15 - 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,6,24.0,A,Pin,100,Non
35352,Vern-sur-Seiche,35,,,,Arbre isolé,Tilleul,Actif,15 - 30,0,2099,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ECIMAGE,1,13.5,C,Tilleul,100,Non
35210,Pacé,35,,,,Haie,"Chêne commun,Châtaignier",Actif,< 15,0,2030,,"48.152548244, -1.77716643787",Pacé,TAILLE,,13.5,B,Châtaignier,100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Chêne commun,Saule (blanc, argenté, vivier, Osier blanc),Bouleau",Actif,< 15,0,2031,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,10.3,B,Bouleau,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Érable plane (Plane),Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,1,15.5,C,Érable plane (Plane),,Non
35278,Saint-Grégoire,35,,,,Taillis,"Ronces,Sureau,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,AUCUNE,,8.5,B3,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35120,Gévezé,35,,,,Futaie,"Charme commun (Charmille),Châtaignier",Actif,> 30,0,2099,,"48.2133254705, -1.79930703575",Gévezé,ABATTAGE,3,12.4,C,Châtaignier,100,Non
35278,Saint-Grégoire,35,,,,Haie,"Cornouiller (mâle ou sauvage),Ornement,Laurier",Actif,< 15,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,6.5,A,Laurier,0,Oui
35278,Saint-Grégoire,35,,,,Futaie,"Bouleau,Merisier,Érable",Actif,15 - 30,0,2028,,"48.1588840471, -1.68571943452",Saint-Grégoire,ABATTAGE,3,7.0,B,Bouleau,100,Non
35120,Gévezé,35,,,,Lisière,,Actif,> 30,0,2028,,"48.2133254705, -1.79930703575",Gévezé,ELAGAGE,3,0.0,,Chêne commun,100,Non
35120,Gévezé,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux)",Neutre,,0,,,"48.2133254705, -1.79930703575",Gévezé,DÉBROUSSAILLAGE,,14.2,A,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35278,Saint-Grégoire,35,,,,Haie,"Prunellier commun (Épine noire),Chêne commun,Laurier",Neutre,< 15,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,14.5,E,Chêne commun,100,Non
35059,La Chapelle-des-Fougeretz,35,,,,Isolé Pied de pylône,,Actif,,100,2024,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,DÉBROUSSAILLAGE,,0.0,,,100,Non
35275,Saint-Gilles,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.1520929859, -1.85374690386",Saint-Gilles,ABATTAGE,1,14.5,E,Chêne commun,100,Non
35139,Laillé,35,,,,Futaie,"Châtaignier,Saule (blanc, argenté, vivier, Osier blanc),Chêne commun",Actif,> 30,0,2099,,"47.9672360017, -1.71452676529",Laillé,ABATTAGE,7,7.0,C,Châtaignier,100,Non
35210,Pacé,35,,,,Futaie,"Chêne rouge d'Amérique (USA),Charme commun (Charmille)",Actif,15 - 30,0,2023,,"48.152548244, -1.77716643787",Pacé,ECIMAGE,6,8.5,B,Chêne rouge d'Amérique (USA),100,Non
35204,Nouvoitou,35,,,,Taillis,"Aulne,Saule marsault (des chèvres),Frêne",Actif,< 15,0,2025,,"48.0299058856, -1.55180159639",Nouvoitou,DÉBROUSSAILLAGE,,4.0,B,Saule marsault (des chèvres),0,Non
35204,Nouvoitou,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,1,29.5,D,Chêne commun,0,Non
35278,Saint-Grégoire,35,,,,Taillis,"Chêne commun,Saule marsault (des chèvres)",Actif,,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,DÉBROUSSAILLAGE,,14.0,C,Chêne commun,100,Non
35132,Hirel,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Actif,,0,2032,,"48.5948348848, -1.80915236052",Hirel,DÉBROUSSAILLAGE,,11.5,C,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35059,La Chapelle-des-Fougeretz,35,,,,Isolé Pied de pylône,,Actif,,100,2027,,"48.1768937301, -1.74067185823",La Chapelle-des-Fougeretz,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35240,Le Rheu,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Cerisier,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2027,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,4.5,D,"Noisetier (Coudrier, pourpre, tortueux)",100,Non
35210,Pacé,35,,,,Haie,"Chêne commun,Noisetier (Coudrier, pourpre, tortueux),Fruitier",Actif,< 15,0,2026,,"48.152548244, -1.77716643787",Pacé,TAILLE,,10.5,C,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Chêne commun,Noisetier (Coudrier, pourpre, tortueux),Aulne",Actif,< 15,0,2032,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,11.6,B,Aulne,100,Non
35353,Vezin-le-Coquet,35,,,,Taillis,"Résineux inconnu,Laurier",Neutre,,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,7.0,A,Laurier,0,Oui
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cyprès,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,17.0,B,Cyprès,100,Non
35047,Bruz,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Ronces,Chêne commun",Actif,< 15,0,2027,,"48.0261755313, -1.74817480915",Bruz,TAILLE,5,7.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Noyer,Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,1,10.0,C,Noyer,,Non
35051,Cesson-Sévigné,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,2,4.0,C,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Isolé Pied de pylône,,Actif,,20,2028,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35204,Nouvoitou,35,,,,Arbre isolé,Houx,Neutre,15 - 30,0,,,"48.0299058856, -1.55180159639",Nouvoitou,AUCUNE,1,16.8,A,Houx,,Non
35204,Nouvoitou,35,,,,Haie,Merisier,Actif,< 15,0,2031,,"48.0299058856, -1.55180159639",Nouvoitou,TAILLE,,14.5,B,Merisier,100,Non
35240,Le Rheu,35,,,,Haie,Saule marsault (des chèvres),Actif,< 15,0,2030,,"48.097397419, -1.78149989185",Le Rheu,TAILLE,,6.0,B,Saule marsault (des chèvres),100,Non
35210,Pacé,35,,,,Haie,Aulne,Actif,< 15,0,2026,,"48.152548244, -1.77716643787",Pacé,TAILLE,,14.0,B,Aulne,100,Non
35047,Bruz,35,,,,Arbre isolé,Bouleau,Actif,> 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,1,5.5,B,Bouleau,100,Non
35047,Bruz,35,,,,Haie,"Merisier,Noisetier (Coudrier, pourpre, tortueux),Chêne commun",Actif,< 15,0,2032,,"48.0261755313, -1.74817480915",Bruz,TAILLE,6,9.0,C,Chêne commun,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Saule pleureur,Actif,> 30,0,2028,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ELAGAGE,1,10.0,B,Saule pleureur,100,Non
35196,Mordelles,35,,,,Haie,"Saule gris (cendré),Aulne",Actif,< 15,0,2032,,"48.0857602983, -1.84210731238",Mordelles,TAILLE,,9.0,B,Aulne,100,Non
35352,Vern-sur-Seiche,35,,,,Haie,"Ronces,Genêt (épineux ou scorpion),Frêne",Neutre,< 15,0,,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,AUCUNE,,4.0,C,Frêne,,Non
35088,Corps-Nuds,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc)",Neutre,,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,,20.5,A,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35088,Corps-Nuds,35,,,,Taillis,Aulne,Neutre,< 15,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,,24.9,B,Aulne,,Non
35088,Corps-Nuds,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"47.9823871404, -1.57026704551",Corps-Nuds,ABATTAGE,5,9.3,D,Chêne commun,100,Non
35208,Orgères,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2038,,"47.9853322097, -1.66640026267",Orgères,ABATTAGE,1,10.5,D,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,13.5,C,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Pin,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,10.5,C,Pin,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,"Bouleau,Merisier",Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,2,10.5,B,Bouleau,100,Oui
35353,Vezin-le-Coquet,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,10.0,A,Laurier,0,Oui
35353,Vezin-le-Coquet,35,,,,Haie,Thuya,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,13.5,B,Thuya,,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Orme,Actif,15 - 30,0,2026,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,10,15.0,C,Orme,100,Non
35047,Bruz,35,,,,Lisière,,Actif,> 30,0,2033,,"48.0261755313, -1.74817480915",Bruz,ELAGAGE,2,0.0,,Chêne commun,100,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Noyer,Neutre,15 - 30,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,1,13.6,B,Noyer,,Non
35024,Betton,35,,,,Futaie,Aulne,Actif,15 - 30,0,2031,,"48.1812360423, -1.64589552684",Betton,ECIMAGE,16,22.8,A,Aulne,100,Non
35024,Betton,35,,,,Futaie,Cyprès,Actif,> 30,0,2034,,"48.1812360423, -1.64589552684",Betton,ECIMAGE,8,19.4,A,Cyprès,100,Non
35208,Orgères,35,,,,Haie,"Alisier,Chêne commun,Châtaignier",Actif,< 15,0,2026,,"47.9853322097, -1.66640026267",Orgères,TAILLE,,5.0,D,Châtaignier,0,Non
35208,Orgères,35,,,,Arbre isolé,Merisier,Actif,15 - 30,0,2099,,"47.9853322097, -1.66640026267",Orgères,ABATTAGE,1,16.5,B,Merisier,100,Non
35024,Betton,35,,,,Futaie,Érable,Actif,> 30,0,2046,,"48.1812360423, -1.64589552684",Betton,ECIMAGE,7,22.0,C,Érable,100,Non
35076,Chavagne,35,,,,Futaie,Cerisier,Neutre,15 - 30,0,,,"48.0561574005, -1.78649242036",Chavagne,ABATTAGE,2,21.0,B,Cerisier,100,Non
35120,Gévezé,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux)",Neutre,,0,,,"48.2133254705, -1.79930703575",Gévezé,DÉBROUSSAILLAGE,,22.5,B,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35088,Corps-Nuds,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Chêne commun,Châtaignier",Neutre,< 15,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,,19.9,B,Châtaignier,,Non
35278,Saint-Grégoire,35,,,,Haie,Orme,Actif,< 15,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,4.5,C,Orme,100,Non
35278,Saint-Grégoire,35,,,,Haie,Liquidambar,Actif,< 15,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,TAILLE,,5.0,B,Liquidambar,100,Non
35210,Pacé,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2034,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,7.0,D,Chêne commun,100,Non
