Code INSEE commune,commune,Code INSEE département,Département,Code INSEE région,Région,Type peuplement,Essence,Développement,Diamètre moyen,Surface travaux/longueur travaux,Année coupe,Hiérarchie géographique,Géo-point commune,COMMUNE_PRINCIPALE,Méthode de coupe,Nombre d'unités,Hmax CCG-LA,Courbes hauteurs (Désignation),Courbes hauteurs (Essence),Mise en oeuvre manuel (% manuel),Travaux tiers
35088,Corps-Nuds,35,,,,Futaie,Chêne commun,Actif,> 30,0,2031,,"47.9823871404, -1.57026704551",Corps-Nuds,ECIMAGE,2,22.5,C,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,"Épicéa bleu (du Colorado, Sapin bleu)",Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,9.0,A,"Épicéa bleu (du Colorado, Sapin bleu)",100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,10.5,D,Chêne commun,100,Oui
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Fruitier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,12.0,B,Fruitier,100,Oui
35353,Vezin-le-Coquet,35,,,,Futaie,"Pêcher,Abricotier",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,3,10.0,A,Pêcher,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,Thuya,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,AUCUNE,,15.0,B,Thuya,,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Chêne rouge d'Amérique (USA),Actif,> 30,0,2033,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,17.0,C,Chêne rouge d'Amérique (USA),100,Non
35051,Cesson-Sévigné,35,,,,Taillis,"Ronces,Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,15.5,B3,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35275,Saint-Gilles,35,,,,Taillis,"Chêne commun,Aubépine",Neutre,< 15,0,,,"48.1520929859, -1.85374690386",Saint-Gilles,DÉBROUSSAILLAGE,,16.5,E,Chêne commun,0,Non
35208,Orgères,35,,,,Taillis,Tremble (Peuplier tremble),Neutre,15 - 30,0,,,"47.9853322097, -1.66640026267",Orgères,AUCUNE,,9.5,C,Tremble (Peuplier tremble),,Non
35076,Chavagne,35,,,,Arbre isolé,"Saule (blanc, argenté, vivier, Osier blanc)",Actif,> 30,0,2099,,"48.0561574005, -1.78649242036",Chavagne,ABATTAGE,1,3.5,E,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35275,Saint-Gilles,35,,,,Arbre isolé,Pommier,Neutre,15 - 30,0,,,"48.1520929859, -1.85374690386",Saint-Gilles,ABATTAGE,1,6.5,C,Pommier,100,Non
35208,Orgères,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2099,,"47.9853322097, -1.66640026267",Orgères,ABATTAGE,1,9.0,D,Chêne commun,100,Non
35210,Pacé,35,,,,Haie,"Bouleau,Saule gris (cendré)",Actif,< 15,0,2025,,"48.152548244, -1.77716643787",Pacé,TAILLE,,11.5,C,Bouleau,100,Non
35238,Rennes,35,,,,Lisière,,Actif,15 - 30,0,2029,,"48.1119791219, -1.68186449144",Rennes,ELAGAGE EN RIDEAU,,0.0,,Chêne commun,0,Non
35238,Rennes,35,,,,Haie,Noyer,Actif,< 15,0,2028,,"48.1119791219, -1.68186449144",Rennes,TAILLE,,6.5,B,Noyer,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Cerisier,Actif,15 - 30,0,2028,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,12.0,B,Cerisier,100,Non
35240,Le Rheu,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Prunellier commun (Épine noire),Ronces",Neutre,< 15,0,,,"48.097397419, -1.78149989185",Le Rheu,AUCUNE,,8.5,E,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35352,Vern-sur-Seiche,35,,,,Pied de pylône,,Actif,< 15,200,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,DÉBROUSSAILLAGE,,0.0,,,100,Non
35235,Rannée,35,,,,Haie,"Alisier,Ronces,Châtaignier",Actif,> 30,0,2032,,"47.9006592126, -1.22652975633",Rannée,ABATTAGE,4,16.5,B,Châtaignier,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Fruitier,Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,3,10.0,B,Fruitier,100,Oui
35353,Vezin-le-Coquet,35,,,,Taillis,Feuillus inconnu,Neutre,,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,,10.5,GÉNÉRIQUE,Feuillus inconnu,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,"Arbousier,Fruitier",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,4,9.0,B,Fruitier,100,Non
35353,Vezin-le-Coquet,35,,,,Taillis,"Saule (blanc, argenté, vivier, Osier blanc),Noisetier (Coudrier, pourpre, tortueux),Merisier",Actif,< 15,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,DÉBROUSSAILLAGE,5,5.5,B,"Noisetier (Coudrier, pourpre, tortueux)",100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Lisière,,Actif,> 30,0,2031,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ELAGAGE,1,0.0,,Chêne commun,100,Non
35150,Lécousse,35,,,,Lisière,,Actif,15 - 30,0,2099,,"48.3600018318, -1.22059471096",Lécousse,ELAGAGE,3,0.0,,Châtaignier,100,Non
35150,Lécousse,35,,,,Futaie,"Hêtre commun (pourpre, pleureur)",Actif,15 - 30,0,2099,,"48.3600018318, -1.22059471096",Lécousse,ABATTAGE,2,20.0,C,"Hêtre commun (pourpre, pleureur)",100,Non
35076,Chavagne,35,,,,Isolé Pied de pylône,,Actif,,20,2027,,"48.0561574005, -1.78649242036",Chavagne,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35079,Chevaigné,35,,,,Isolé Pied de pylône,,Actif,< 15,100,2024,,"48.2251828699, -1.63670416498",Chevaigné,DÉBROUSSAILLAGE,,-3.5,,,100,Non
35079,Chevaigné,35,,,,Haie,"Chêne commun,Prunellier commun (Épine noire),Ronces",Neutre,< 15,0,,,"48.2251828699, -1.63670416498",Chevaigné,TAILLE,,16.5,E,Chêne commun,0,Non
35250,Saint-Armel,35,,,,Arbre isolé,Thuya,Neutre,15 - 30,0,,,"48.0133072658, -1.58086136058",Saint-Armel,AUCUNE,1,21.8,A,Thuya,,Non
35250,Saint-Armel,35,,,,Arbre isolé,Prunus,Neutre,15 - 30,0,,,"48.0133072658, -1.58086136058",Saint-Armel,AUCUNE,1,20.2,A,Prunus,,Non
35250,Saint-Armel,35,,,,Haie,Thuya,Neutre,15 - 30,0,,,"48.0133072658, -1.58086136058",Saint-Armel,AUCUNE,12,19.8,A,Thuya,,Non
35250,Saint-Armel,35,,,,Futaie,"Tulipier (de Virginie, du Gabon ou de Chine)",Neutre,15 - 30,0,,,"48.0133072658, -1.58086136058",Saint-Armel,ABATTAGE,1,12.5,B,"Tulipier (de Virginie, du Gabon ou de Chine)",100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Haie,"Laurier,Noisetier (Coudrier, pourpre, tortueux),Sureau",Neutre,< 15,0,,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,TAILLE,,6.5,A,Laurier,100,Non
35278,Saint-Grégoire,35,,,,Arbre isolé,Chêne commun,Neutre,> 30,0,,,"48.1588840471, -1.68571943452",Saint-Grégoire,AUCUNE,1,19.0,C,Chêne commun,,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Robinier,Actif,15 - 30,0,2040,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,,18.7,B,Robinier,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Cerisier,Neutre,> 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,AUCUNE,,19.0,A,Cerisier,,Non
35334,Thorigné-Fouillard,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.1566082899, -1.58409867633",Thorigné-Fouillard,ABATTAGE,1,6.0,C,Chêne commun,100,Non
35136,Janzé,35,,,,Haie,Ronces,Neutre,< 15,0,,,"47.9428950804, -1.50038718382",Janzé,TAILLE,,14.5,A,Ronces,0,Non
35136,Janzé,35,,,,Haie,"Châtaignier,Chêne commun",Actif,< 15,0,2025,,"47.9428950804, -1.50038718382",Janzé,TAILLE,,11.5,B,Châtaignier,100,Non
35132,Hirel,35,,,,Futaie,"Peuplier,Saule (blanc, argenté, vivier, Osier blanc)",Actif,> 30,0,2099,,"48.5948348848, -1.80915236052",Hirel,ABATTAGE,6,7.0,B,Peuplier,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,ABATTAGE,1,7.5,E,Chêne commun,100,Non
35210,Pacé,35,,,,Haie,"Saule marsault (des chèvres),Ronces,Cornouiller (mâle ou sauvage)",Actif,< 15,0,2099,,"48.152548244, -1.77716643787",Pacé,TAILLE,,5.5,B,Saule marsault (des chèvres),0,Non
35204,Nouvoitou,35,,,,Arbre isolé,Châtaignier,Actif,15 - 30,0,2099,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,1,27.5,A,Châtaignier,100,Non
35204,Nouvoitou,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.0299058856, -1.55180159639",Nouvoitou,ECIMAGE,17,13.5,D,Chêne commun,100,Non
35204,Nouvoitou,35,,,,Haie,Saule marsault (des chèvres),Actif,< 15,0,2025,,"48.0299058856, -1.55180159639",Nouvoitou,TAILLE,,4.0,B,Saule marsault (des chèvres),100,Non
35278,Saint-Grégoire,35,,,,Lisière,,Actif,> 30,0,2027,,"48.1588840471, -1.68571943452",Saint-Grégoire,ELAGAGE,1,0.0,,Chêne commun,100,Non
35139,Laillé,35,,,,Haie,"Ajonc,Ronces",Neutre,< 15,0,,,"47.9672360017, -1.71452676529",Laillé,TAILLE,,5.0,A,Ronces,0,Non
35132,Hirel,35,,,,Haie,"Cornouiller (mâle ou sauvage),Cerisier,Noisetier (Coudrier, pourpre, tortueux)",Actif,< 15,0,2026,,"48.5948348848, -1.80915236052",Hirel,TAILLE,,8.5,B,Cerisier,100,Non
35238,Rennes,35,,,,Lisière,,Actif,> 30,0,2030,,"48.1119791219, -1.68186449144",Rennes,ELAGAGE,2,0.0,,Chêne commun,100,Non
35240,Le Rheu,35,,,,Arbre isolé,Chêne commun,Neutre,15 - 30,0,,,"48.097397419, -1.78149989185",Le Rheu,ABATTAGE,1,9.5,D,Chêne commun,100,Non
35240,Le Rheu,35,,,,Lisière,,Actif,15 - 30,0,2027,,"48.097397419, -1.78149989185",Le Rheu,ELAGAGE EN RIDEAU,,0.0,,Chêne commun,0,Non
35352,Vern-sur-Seiche,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux),Chêne commun,Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2099,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,DÉBROUSSAILLAGE,,5.0,D,"Saule (blanc, argenté, vivier, Osier blanc)",100,Non
35352,Vern-sur-Seiche,35,,,,Taillis,"Noisetier (Coudrier, pourpre, tortueux),Chêne commun,Saule marsault (des chèvres),Saule (blanc, argenté, vivier, Osier blanc)",Actif,< 15,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,DÉBROUSSAILLAGE,,5.0,B,Saule marsault (des chèvres),100,Non
35210,Pacé,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,9.5,D,Chêne commun,100,Non
35204,Nouvoitou,35,,,,Futaie,Cerisier,Actif,15 - 30,0,2099,,"48.0299058856, -1.55180159639",Nouvoitou,ABATTAGE,3,14.0,A,Cerisier,0,Non
35047,Bruz,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.5,A,Laurier,0,Oui
35051,Cesson-Sévigné,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,,7.0,D,Chêne commun,100,Non
35189,Montgermont,35,,,,Isolé Pied de pylône,,Actif,,100,2030,,"48.1538376773, -1.71729477816",Montgermont,DÉBROUSSAILLAGE,,0.0,,,100,Non
35131,L'Hermitage,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2043,,"48.1221023417, -1.8166504183",L'Hermitage,ABATTAGE,1,18.0,C,Chêne commun,100,Non
35210,Pacé,35,,,,Haie,Aulne,Actif,< 15,0,2026,,"48.152548244, -1.77716643787",Pacé,TAILLE,,7.5,B,Aulne,100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Bouleau,Érable,Saule (blanc, argenté, vivier, Osier blanc)",Neutre,< 15,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,,21.9,B,Bouleau,100,Non
35136,Janzé,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Genêt (épineux ou scorpion),Ajonc",Neutre,< 15,0,,,"47.9428950804, -1.50038718382",Janzé,AUCUNE,,11.5,E,"Saule (blanc, argenté, vivier, Osier blanc)",,Non
35136,Janzé,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2099,,"47.9428950804, -1.50038718382",Janzé,ABATTAGE,1,21.5,C,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,"Saule marsault (des chèvres),Érable champêtre,Chêne commun",Actif,< 15,0,2025,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,6.5,A,Érable champêtre,0,Non
35210,Pacé,35,,,,Haie,Châtaignier,Actif,< 15,0,2026,,"48.152548244, -1.77716643787",Pacé,TAILLE,,5.0,B,Châtaignier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Cerisier,Actif,15 - 30,0,2030,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,,7.0,C,Cerisier,100,Non
35210,Pacé,35,,,,Haie,"Frêne,Robinier,Chêne commun,Bouleau,Saule gris (cendré)",Actif,< 15,0,2025,,"48.152548244, -1.77716643787",Pacé,TAILLE,3,6.0,B,Robinier,100,Non
35196,Mordelles,35,,,,Haie,"Saule (blanc, argenté, vivier, Osier blanc),Prunellier commun (Épine noire),Chêne commun",Neutre,< 15,0,,,"48.0857602983, -1.84210731238",Mordelles,TAILLE,,16.0,E,"Saule (blanc, argenté, vivier, Osier blanc)",0,Non
35352,Vern-sur-Seiche,35,,,,Futaie,Chêne commun,Actif,> 30,0,2099,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ABATTAGE,2,9.0,C,Chêne commun,100,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Chêne commun,Neutre,15 - 30,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,1,18.5,C,Chêne commun,,Non
35088,Corps-Nuds,35,,,,Arbre isolé,Merisier,Neutre,15 - 30,0,,,"47.9823871404, -1.57026704551",Corps-Nuds,AUCUNE,1,17.8,B,Merisier,,Non
35076,Chavagne,35,,,,Arbre isolé,Chêne commun,Actif,15 - 30,0,2099,,"48.0561574005, -1.78649242036",Chavagne,ABATTAGE,1,12.5,E,Chêne commun,100,Non
35275,Saint-Gilles,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,7.5,A,Laurier,100,Non
35275,Saint-Gilles,35,,,,Futaie,Cyprès,Neutre,15 - 30,0,,,"48.1520929859, -1.85374690386",Saint-Gilles,ABATTAGE,4,12.5,B,Cyprès,100,Non
35352,Vern-sur-Seiche,35,,,,Haie,Cyprès,Actif,< 15,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,TAILLE,,5.5,C,Cyprès,0,Non
35024,Betton,35,,,,Haie,"Tremble (Peuplier tremble),Aulne,Bouleau",Actif,< 15,0,2025,,"48.1812360423, -1.64589552684",Betton,TAILLE,,12.0,A,Aulne,100,Non
35210,Pacé,35,,,,Arbre isolé,Prunier,Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,22.0,B,Prunier,0,Non
35210,Pacé,35,,,,Arbre isolé,"Noisetier (Coudrier, pourpre, tortueux)",Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,22.0,B,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35210,Pacé,35,,,,Arbre isolé,Chêne commun,Neutre,15 - 30,0,,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,22.8,D,Chêne commun,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Bouleau,Actif,> 30,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ECIMAGE,1,8.5,C,Bouleau,100,Non
35353,Vezin-le-Coquet,35,,,,Haie,Thuya,Neutre,< 15,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,TAILLE,,7.5,B,Thuya,0,Oui
35353,Vezin-le-Coquet,35,,,,Arbre isolé,Platane,Actif,> 30,0,2027,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ELAGAGE,1,6.5,B,Platane,100,Non
35353,Vezin-le-Coquet,35,,,,Futaie,Érable sycomore,Actif,15 - 30,0,2099,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,5,6.0,B,Érable sycomore,100,Non
35047,Bruz,35,,,,Futaie,"Frêne,Tilleul,Sapin de Douglas (Pin d'Oregon)",Actif,15 - 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,3,13.0,B,Sapin de Douglas (Pin d'Oregon),100,Non
35051,Cesson-Sévigné,35,,,,Isolé Pied de pylône,,Actif,,100,2026,,"48.1202268032, -1.59714447272",Cesson-Sévigné,DÉBROUSSAILLAGE,,0.0,,,100,Non
35206,Noyal-Châtillon-sur-Seiche,35,,,,Haie,Laurier,Actif,< 15,0,2099,,"48.0524815273, -1.6633106381",Noyal-Châtillon-sur-Seiche,TAILLE,,6.0,A,Laurier,0,Oui
35051,Cesson-Sévigné,35,,,,Futaie,"Érable,Frêne,Saule (blanc, argenté, vivier, Osier blanc)",Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,17,12.0,C,Érable,100,Non
35245,Romillé,35,,,,Haie,"Châtaignier,Sureau",Actif,< 15,0,2025,,"48.2223488257, -1.87904298142",Romillé,TAILLE,,4.0,B,Châtaignier,100,Non
35245,Romillé,35,,,,Haie,"Cornouiller (mâle ou sauvage),Viorne (Boule de neige, Lantane),Noisetier (Coudrier, pourpre, tortueux)",Actif,< 15,0,2031,,"48.2223488257, -1.87904298142",Romillé,TAILLE,,7.5,A,"Noisetier (Coudrier, pourpre, tortueux)",0,Non
35245,Romillé,35,,,,Futaie,"Châtaignier,Chêne commun",Actif,> 30,0,2055,,"48.2223488257, -1.87904298142",Romillé,ABATTAGE,4,18.4,C,Chêne commun,100,Non
35081,Clayes,35,,,,Arbre isolé,Érable,Actif,15 - 30,0,2023,,"48.1786926288, -1.8539725616",Clayes,ECIMAGE,1,9.0,C,Érable,100,Non
35047,Bruz,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.0261755313, -1.74817480915",Bruz,ABATTAGE,1,10.5,D,Chêne commun,100,Non
35066,Chartres-de-Bretagne,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2027,,"48.0451561683, -1.70650297343",Chartres-de-Bretagne,ELAGAGE,1,5.0,D,Chêne commun,100,Non
35352,Vern-sur-Seiche,35,,,,Futaie,"Érable,Peuplier,Charme commun (Charmille)",Actif,15 - 30,0,2099,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,ABATTAGE,3,7.5,C,Érable,100,Non
35210,Pacé,35,,,,Arbre isolé,Charme commun (Charmille),Actif,> 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,1,18.0,B,Charme commun (Charmille),100,Non
35216,Parthenay-de-Bretagne,35,,,,Haie,"Noyer,Chêne commun",Actif,< 15,0,2028,,"48.1884515911, -1.829797127",Parthenay-de-Bretagne,TAILLE,,12.4,C,Chêne commun,100,Non
35208,Orgères,35,,,,Futaie,"Frêne,Chêne commun",Actif,15 - 30,0,2099,,"47.9853322097, -1.66640026267",Orgères,ABATTAGE,2,15.5,D,Frêne,100,Non
35275,Saint-Gilles,35,,,,Haie,"Prunellier commun (Épine noire),Saule marsault (des chèvres),Ronces",Actif,< 15,0,2032,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,10.1,B,Saule marsault (des chèvres),0,Non
35120,Gévezé,35,,,,Haie,Thuya,Actif,< 15,0,2031,,"48.2133254705, -1.79930703575",Gévezé,TAILLE,40,15.5,A,Thuya,100,Non
35275,Saint-Gilles,35,,,,Haie,"Noisetier (Coudrier, pourpre, tortueux),Saule marsault (des chèvres)",Actif,< 15,0,2032,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,8.1,B,Saule marsault (des chèvres),100,Non
35275,Saint-Gilles,35,,,,Futaie,Cyprès,Actif,15 - 30,0,2026,,"48.1520929859, -1.85374690386",Saint-Gilles,ECIMAGE,6,10.0,C,Cyprès,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Prunus,Actif,15 - 30,0,2031,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,13.0,B,Prunus,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Cerisier,Actif,15 - 30,0,2028,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,9.0,B,Cerisier,100,Non
35047,Bruz,35,,,,Taillis,"Chêne commun,Prunellier commun (Épine noire),Saule (blanc, argenté, vivier, Osier blanc)",Neutre,,0,,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,20.0,D,Chêne commun,0,Non
35051,Cesson-Sévigné,35,,,,Futaie,Tilleul,Actif,> 30,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,9,12.0,C,Tilleul,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Marronnier,Actif,> 30,0,2027,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ECIMAGE,1,10.0,B,Marronnier,100,Non
35278,Saint-Grégoire,35,,,,Arbre isolé,Chêne commun,Actif,> 30,0,2099,,"48.1588840471, -1.68571943452",Saint-Grégoire,ABATTAGE,1,20.8,C,Chêne commun,100,Non
35275,Saint-Gilles,35,,,,Haie,"Ronces,Chêne commun,Noisetier (Coudrier, pourpre, tortueux)",Actif,< 15,0,2026,,"48.1520929859, -1.85374690386",Saint-Gilles,TAILLE,,7.0,C,"Noisetier (Coudrier, pourpre, tortueux)",100,Non
35051,Cesson-Sévigné,35,,,,Haie,"Chêne commun,Merisier",Actif,< 15,0,2030,,"48.1202268032, -1.59714447272",Cesson-Sévigné,TAILLE,4,10.0,D,Chêne commun,0,Non
35047,Bruz,35,,,,Haie,"Laurier,Merisier",Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,6.0,C,Merisier,0,Non
35047,Bruz,35,,,,Taillis,"Merisier,Chêne commun,Sureau",Actif,< 15,0,2030,,"48.0261755313, -1.74817480915",Bruz,DÉBROUSSAILLAGE,,7.5,C,Merisier,100,Non
35051,Cesson-Sévigné,35,,,,Futaie,"Frêne,Châtaignier",Actif,> 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,9,5.0,B,Châtaignier,0,Non
35024,Betton,35,,,,Isolé Pied de pylône,,Actif,,150,2025,,"48.1812360423, -1.64589552684",Betton,DÉBROUSSAILLAGE,,-6.0,,,100,Non
35024,Betton,35,,,,Haie,"Sureau,Saule marsault (des chèvres)",Actif,< 15,0,2025,,"48.1812360423, -1.64589552684",Betton,TAILLE,,4.3,A,Saule marsault (des chèvres),100,Non
35352,Vern-sur-Seiche,35,,,,Haie,"Chêne commun,Peuplier,Saule (blanc, argenté, vivier, Osier blanc),Merisier",Actif,< 15,0,2025,,"48.0525245014, -1.60521106164",Vern-sur-Seiche,TAILLE,,6.5,C,Peuplier,100,Non
35353,Vezin-le-Coquet,35,,,,Arbre isolé,"Cerisier du Japon (des collines, à fleurs ou oriental)",Neutre,15 - 30,0,,,"48.1171829255, -1.74956473355",Vezin-le-Coquet,ABATTAGE,1,11.0,Bi,"Cerisier du Japon (des collines, à fleurs ou oriental)",100,Non
35210,Pacé,35,,,,Futaie,"Chêne commun,Merisier",Actif,> 30,0,2099,,"48.152548244, -1.77716643787",Pacé,ABATTAGE,2,13.5,C,Merisier,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Aulne,Actif,15 - 30,0,2099,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,23.0,B,Aulne,100,Non
35210,Pacé,35,,,,Haie,"Bouleau,Saule gris (cendré),Frêne,Robinier,Chêne commun",Actif,< 15,0,2025,,"48.152548244, -1.77716643787",Pacé,TAILLE,3,6.0,B,Robinier,100,Non
35047,Bruz,35,,,,Arbre isolé,Mimosa,Actif,15 - 30,0,2026,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,1,4.5,C,Mimosa,100,Oui
35047,Bruz,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,AUCUNE,,4.0,A,Laurier,,Non
35047,Bruz,35,,,,Futaie,"Tamaris,Feuillus inconnu,Aubépine",Actif,15 - 30,0,2026,,"48.0261755313, -1.74817480915",Bruz,ECIMAGE,6,4.5,B,Tamaris,100,Non
35051,Cesson-Sévigné,35,,,,Arbre isolé,Chêne commun,Neutre,15 - 30,0,,,"48.1202268032, -1.59714447272",Cesson-Sévigné,ABATTAGE,1,16.5,F,Chêne commun,100,Non
35047,Bruz,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,14.0,A,Laurier,0,Non
35047,Bruz,35,,,,Haie,"Thuya,Laurier",Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,14.5,B,Thuya,0,Oui
35047,Bruz,35,,,,Haie,Laurier,Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,TAILLE,,14.5,A,Laurier,0,Oui
35047,Bruz,35,,,,Futaie,Pommier,Neutre,15 - 30,0,,,"48.0261755313, -1.74817480915",Bruz,AUCUNE,7,11.0,C,Pommier,,Non
35047,Bruz,35,,,,Haie,"Viorne (Boule de neige, Lantane),Aubépine,Alisier",Neutre,< 15,0,,,"48.0261755313, -1.74817480915",Bruz,AUCUNE,,18.9,A,Alisier,,Non
35001,Acigné,35,,,,Arbre isolé,Érable sycomore,Actif,15 - 30,0,2028,,"48.1464008617, -1.51879762112",Acigné,ABATTAGE,1,8.5,C,Érable sycomore,100,Non
35001,Acigné,35,,,,Arbre isolé,Érable champêtre,Actif,15 - 30,0,2025,,"48.1464008617, -1.51879762112",Acigné,ABATTAGE,1,8.5,A,Érable champêtre,100,Non
