Cote Archives nationales,Cote Précision,Nom Auteur,Prénom Auteur,Genre Auteur,Auteur copié,Exécutant,Bénéficiaire,Titre,Thème représenté,Dénomination,Matériau et technique,Dimensions,Etape œuvre,Exposition,Prix,N° dépôt,Nature de l'acte,Etape de la procédure,Date(s) de l'acte,Date arrêté d'acquisition,Date arrêté attribution,Pays,Département,Ville,Latitude ville,Longitude ville,Type d'édifice,Edifice d'affectation,Affectataire,Provenance,Observations,Image,Liens photos Archim,REF mistral
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Jourjon (M.),,homme,"Raphaël [Santi, Sanzio, Raffaello]",,,Le repas des dieux,scène mythologique ou légendaire,tableau,,,copie,,,,attribution,aboutissement positif,1855,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021361
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Anastasi (M.),,homme,,,,Vue de Hollande,paysage des Pays-Bas,tableau,,,,,,,attribution,aboutissement positif,1857,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021362
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Marquis (M.),,homme,,,,Saint Louis se rendant à Notre-Dame,scène historique ; vie de saint,tableau,,,,,,,attribution,aboutissement positif,1857 ; 1859,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021363
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Marchal (M.),,homme,,,,Dernier baiser d'une mère,mort,tableau,,,,,,,attribution,aboutissement positif,1858,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021364
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Frémiet (M.),,homme,,,,Carabinier,personnage militaire,statuette,bronze ; fonte,,épreuve,,,,attribution,aboutissement positif,1858,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021365
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Frémiet (M.),,homme,,,,Cuirassier,personnage militaire,statuette,bronze ; fonte,,épreuve,,,,attribution,aboutissement positif,1858,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021366
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Frémiet (M.),,homme,,,,Artilleur,personnage militaire,statuette,bronze ; fonte,,épreuve,,,,attribution,aboutissement positif,1858,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021367
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Penguilly L'Haridon (M.) [Penguilly-L'Haridon],,homme,,,,Les petites mouettes,sujet animalier ; paysage,tableau,,,,,,,attribution,aboutissement positif,1861 ; 1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021368
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Barbalonga (M.) [Ricci],,homme,,,,Sainte Barbe,saint,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021369
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Panniciati (M.) [Pannicciati],,homme,,,,L'arrivée des mages,adoration des mages,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021370
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Van Dyck (M.) [Dyck (Van)],,homme,,,,Sainte Famille,Sainte Famille,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021371
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Le roi David,roi d'Israël ou de Juda,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021372
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,César Borgia,portrait ; personnage historique,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021373
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Tête et fruits,tête ; nature morte,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021374
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Ménélas et Hélène,scène mythologique ou légendaire,bas-relief,terre cuite,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021375
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Jeux du cirque,scène antique ; spectacle,bas-relief,terre cuite,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021376
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Masque de satyre,tête ; silène,buste,terre cuite,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021377
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Tête de femme,tête ; femme,buste,terre cuite,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; deux têtes ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021378
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Femme drapée,tête ; femme,buste,terre cuite,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; deux bustes ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021379
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Diane chasseresse,personnage mythologique ou légendaire,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021380
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Junon,personnage mythologique ou légendaire,buste,marbre ; taille,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021381
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Femme,femme ; tête,buste,marbre ; taille,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,"Paris ; Musée du Louvre, coll. Campana","Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021382
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Blin (M.),,homme,,,,Souvenir de la Creuse,paysage du Limousin,tableau,,,,,,,attribution,aboutissement positif,1863,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021383
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Busson (M.),,homme,,,,Un soir sur les bords du Loir,cours d'eau ; paysage du Centre,tableau,,,,,,,attribution,aboutissement positif,1864,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021384
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Duveau (M.),,homme,,,,Une messe en mer,scène de la vie chrétienne,tableau,,,,,,,attribution,aboutissement positif,1864,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021385
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,Flandrin,,,Portrait de Napoléon III,portrait ; chef d'Etat,tableau,,,copie,,,,attribution,aboutissement positif,1864,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021386
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Baader (M.),,homme,,,,Le rappel des abeilles,sujet animalier,tableau,,,,,,,attribution,aboutissement positif,1865,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021387
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Chaigneau (M.),,homme,,,,Décembre ; Le carrefour de l'Epine (forêt de Fontainebleau),paysage d'Ile-de-France,tableau,,,,,,,attribution,aboutissement positif,1865,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021388
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Malknecht (M.) [Mahlknecht],,homme,,,,Louis XVI,portrait en pied ; chef d'Etat,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1866,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; statue colossale ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021389
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Mouchot (M.),,homme,,,,Le bazar des tapis dans le khan des califes au Caire,scène orientale ; scène de la vie urbaine,tableau,,,,,,,attribution,aboutissement positif,1866,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021390
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Travaux (M.),,homme,,,,La rêverie,allégorie individuelle,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1867,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021391
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Jolin (M.),,homme,,,,Après la bataille d'Auray,combat,tableau,,,,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021392
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Voillemot (M.),,homme,,,,Velleda,personnage littéraire,tableau,,,,,,,attribution,aboutissement positif,1869,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021393
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Ginain (M.),,homme,,,,Cheval de soumission (Algérie),scène orientale,tableau,,,,,,,attribution,aboutissement positif,1871,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021394
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Thomas (M.),G. J.,homme,,,,La pensée,allégorie individuelle,statue,marbre ; taille,,,,,,attribution,aboutissement positif,1871,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021395
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Albane (M.) [Albani],Francesco,homme,,,,Actéon métamorphosé,scène mythologique ou légendaire,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021396
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Corrège (M.) [Correggio, Allegri]",Antonio,homme,,,,Nativité,Nativité,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021397
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Parmesan (M.) [Parmigiano, Mazzola]",,homme,,,,Christ au tombeau,mise au tombeau,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021398
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Parmesan (M.) [Parmigiano, Mazzola]",,homme,,,,Mariage de sainte Catherine,vie de saint,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021399
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,"Dominiquin [Domenichino, Domenico Zampieri]",,,Le miracle de saint Nil,vie de saint,tableau,,,copie,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021400
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Van Artois (M., attribué à) [Van Arthois, Arthois (d'); Artois (Van)]",,homme,,,,Paysage avec figures,paysage,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021401
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Van Dyck (M.) [Dyck (Van)],,homme,,,,Tête de vieillard,tête ; vieux,tableau,,,esquisse,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021402
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Maes (M.),,homme,,,,Magistrat,portrait ; personnage de la justice,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021403
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Devuez (M.) [Vuez, de]",A.,homme,,,,Saint Bonaventure prêchant,vie de saint,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021404
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Gué (M.),,homme,,,,Les saintes femmes au tombeau,les Saintes Femmes au tombeau,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021405
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Van Loo (M.) [Loo (Van)],L. M.,homme,,,,Louis XV,portrait ; chef d'Etat,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021406
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Restout (M.),,homme,,,,Orphée aux enfers,scène mythologique ou légendaire,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021407
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Madeleine dans le désert,vie de saint,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021408
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Paysage montagneux,montagne,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021409
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Poissons,nature morte,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021410
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Saints,saint,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; 4 tableaux ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021411
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Histoire de Suzanne,Suzanne au bain,tableau,,,,,,,dépôt,aboutissement positif,1872,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,Paris ; musée du Louvre,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021412
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Blin (M.),Francis,homme,,,,Vue prise en Bretagne,paysage de Bretagne,tableau,,,,,,,attribution,aboutissement positif,1873,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021413
