Cote Archives nationales,Cote Précision,Nom Auteur,Prénom Auteur,Genre Auteur,Auteur copié,Exécutant,Bénéficiaire,Titre,Thème représenté,Dénomination,Matériau et technique,Dimensions,Etape œuvre,Exposition,Prix,N° dépôt,Nature de l'acte,Etape de la procédure,Date(s) de l'acte,Date arrêté d'acquisition,Date arrêté attribution,Pays,Département,Ville,Latitude ville,Longitude ville,Type d'édifice,Edifice d'affectation,Affectataire,Provenance,Observations,Image,Liens photos Archim,REF mistral
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Pingret (M.),,homme,,,,Colonisation française en Algérie,histoire coloniale,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008169
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Bovy (M.),,homme,,,,Mariage du prince Napoléon,scène historique,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008170
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Borrel (M.),,homme,,,,Distribution des aigles,manifestation officielle militaire ; emblême,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008171
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Caqué (M.),,homme,,,,Prise de Bomarsund,combat,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008172
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Oudiné (M.),,homme,,,,Bataille d'Inkermann,combat,médaille,,,,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008173
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Borrel (M.),,homme,,,,Le maréchal de Saint-Arnaud,personnage de l'armée,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008174
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Depaulis (M.),,homme,,,,Prise de Sébastopol,prise de place,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008175
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Caqué (M.),,homme,,,,Election du Prince Président,histoire politique,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008176
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Borrel (M.),,homme,,,,Exposition de 1855,manifestation officielle civile,médaille,,,épreuve,,,,attribution,aboutissement positif,1868,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008177
F/21/450,dossier 2 ; [Dossier par musée (attributions)],Voillemot (M.),,homme,,,,Velleda,personnage littéraire,tableau,,,,,,,attribution,aboutissement positif,1869,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée,,,,,,AR008178
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Jourjon (M.),,homme,"David, L.",,,Bélisaire demandant l'aumône,scène mythologique ou légendaire,tableau,,,copie,,,,attribution,aboutissement positif,,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021302
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Cazes (M.),P. J.,homme,,,,Télémaque raconte ses aventures à Calypso,scène mythologique ou légendaire,tableau,,,,,,,attribution,aboutissement positif,1790 ; 1793,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021303
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Spiereckx (M.) [Spierinckx, Spierinck]",,homme,,,,Nymphes et satyres,scène mythologique ou légendaire,tableau,,,,,,,attribution,aboutissement positif,1795 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021304
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Vignon (M.),Claude,homme,,,,Sainte Catherine martyre,saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021305
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Natoire (M.),,homme,,,,Saint Etienne prêchant l'Evangile,vie de saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021306
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Le Brun (M.),,homme,,,,Descente de croix,descente de croix,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021307
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Galloche (M.),L.,homme,,,,Saint Pierre captif,vie de saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021308
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Cousin (M., attribué à)",J.,homme,,,,Jésus aux noces de Cana,noces de Cana,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021309
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Corneille (M.),Michel,homme,,,,Jésus apparait à saint Pierre sous les traits d'un jardinier,apparition aux apôtres,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021310
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Casanova (M.),,homme,,,,Rupture d'un pont,histoire anecdotique,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021311
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Casanova (M.),,homme,,,,Attaque de voleurs pendant la nuit,scène de genre,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021312
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Casanova (M.),,homme,,,,Scène d'ouragan ; Mort d'un cavalier,catastrophe naturelle ; mort,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021313
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Casanova (M.),,homme,,,,Voyageurs surpris par un orage,scène de genre,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021314
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Boulogne (M., de) [Boullongne, Boullogne]",Louis,homme,,,,La femme malade guérie par le Christ,guérison,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021315
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Blanchard (M.),J.,homme,,,,La flagellation,flagellation du Christ,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021316
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Baugin (M.),,homme,,,,"La Vierge, l'Enfant Jésus et saint Jean",Vierge à l'enfant ; saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021317
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Seghers (M.),Gérard,homme,,,,Saint Marc,saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021318
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Seghers (M.),Gérard,homme,,,,Saint Ambroise,saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021319
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Seghers (M.),Gérard,homme,,,,Saint Jean l'évangéliste,saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021320
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Heemskerk (M.) [Van Heemskerck],,homme,,,,Saint Luc peignant la Vierge,vie de saint,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021321
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Schwartz (M.),Christophe,homme,,,,Jésus crucifié entre les deux larrons,Crucifixion,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021322
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Sandrart (M.),,homme,,,,Sainte Famille dans un paysage,Sainte Famille ; paysage,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021323
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],,,,,,,Mariage de l'électeur de Brandebourg avec la fille du prince d'Orange,scène historique,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021324
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Loth (M.),Karl,homme,,,,La femme adultère,la femme adultère,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021325
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Jordaens (M.),,homme,,,,"Christ en croix, entouré des saintes femmes",Crucifixion,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021326
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Van Dyck (M.) [Dyck (Van)],,homme,,,,Sainte Famille,Sainte Famille,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021327
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],Delorme (M.),,homme,,,,Intérieur d'un temple protestant,vue d'intérieur,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021328
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Crayer (M., de)",Gaspard [Caspar ; Jasper],homme,,,,Résurrection de Lazare,résurrection de Lazare,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021329
F/21/4909/B,dossier 10 ; pièce 87 ; [Registre d'attribution aux musées],"Crayer (M., de)",Gaspard [Caspar ; Jasper],homme,,,,L'élévation en croix,Elévation de la croix,tableau,,,,,,,attribution,aboutissement positif,1800 ; 1801,,,,Ille-et-Vilaine,Rennes,48.091924,-1.681752,musée,musée municipal des beaux-arts,,,"Historique du musée ; ces informations scrupuleusement retranscrites ici, proviennent du cahier d'enregistrement des dépôts faits par les Beaux-Arts au musée ; le document original n'est pas communicable à cause de son mauvais état matériel",,,AR021330
