codgeo,libgeo,population,can,dept,reg,superf,geom
35136,Janzé,8618,3512,35,53,4130,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x002\x00\x00\x00JU\xeaA\xed{\xf7\xbf\xbf\xee\xa9u\xb6\xfcG@\xafSc\x19Ad\xf7\xbf\xa9\x805U\xa1\xfcG@xu\xb3]eX\xf7\xbf\x81\x85\x9f\x86\xba\xfcG@\xd8AO\'\xe5J\xf7\xbfF3\xf8$S\xfeG@\xae\x1a\x86\xd9\x97.\xf7\xbf\xa8\x9a(+\xf3\xfdG@\xd8\x8d\x1b\x91\x00\x11\xf7\xbf\x9a:{\xd0\x9f\xfcG@\xd9\xcdh\x10\x8fi\xf7\xbf\xf1i\xd7\x81\x08\xfbG@\x96\xc3\xec`6\x9f\xf7\xbf}\x8cn\xc9\xa2\xf9G@\xb2R\xd1?I\xa9\xf7\xbf\xa7\x81\x7f\xc2\x86\xf8G@@\xe1\xed\xe7\x1f\xa9\xf7\xbf\x89`\x14\xf5\xa8\xf7G@\xe4\x1f\xb4`>\xa3\xf7\xbfgu\xed\xcfP\xf7G@O\xfev\xb5u\x95\xf7\xbf\xa9\x86`dE\xf7G@i(\x19\xd5\xb8\xa5\xf7\xbfna\x11]\xdd\xf6G@\xe7,\xe2\x9b4\x8c\xf7\xbf\xe1XYI\x82\xf6G@\xdf\xd4\r\x8ems\xf7\xbf\xd3&A9\xbb\xf5G@?\xaa\x9a\xdf\xcdd\xf7\xbf\xba\xc4N6\xa5\xf4G@\xfb\xc9\xfb(\xc8d\xf7\xbf\xa7\x9fC\xeb4\xf4G@\x05\xf8\\""\xf1\x93\xf7\xbf\x8dZ98U\xf4G@s\xdcFZ8\x9e\xf7\xbf\xa5/h\x97#\xf4G@\xdbt\x19\x176\xab\xf7\xbf\xb0\xfe\'C\x02\xf3G@\xf4\x99\xab\x06\x88\xc1\xf7\xbf\x88\xa7\xd9\xfd|\xf3G@\xb7C\x9b\x9b\x8f\xdb\xf7\xbf\x17d\xafU\\\xf4G@j\xedlD)\xf0\xf7\xbfc]\xec\x91\x8a\xf4G@=\xd6$\xc1\xf0\x18\xf8\xbfxn\xb8)\xb3\xf4G@Y\xea\xee\x1c\xfe#\xf8\xbf\x9d\\\t\xaan\xf4G@\x95X\xde""\x9f]\xf8\xbfF{\xac\x1c\xfa\xf3G@G\xc7\xb5\x0b\xd3\x9d\xf8\xbf(R;\xc3W\xf4G@9\xe3\x9b0]\xab\xf8\xbf\xb7J\x9eB;\xf4G@\xe9\x95/:\x14\xc1\xf8\xbf\x9d+\xae\x95R\xf5G@\xc0\xec\xd1t\xa5\xd2\xf8\xbf\xfd\xa9\xf4q\xb0\xf5G@\xbb\xb4\xb8\x99s\xdd\xf8\xbfb\xc6\x9eX\xbf\xf5G@\xe0\xf7\x15\x11\xf5\xd4\xf8\xbf\xae\x97\xc0\xbf/\xf6G@\xe9\x08\x881\x8d\xb4\xf8\xbf:\x83\xf9\xc69\xf7G@I\x0b\xacA\x89\x9a\xf8\xbf\x89\x02&4\x99\xf7G@v\xc8\xdf\xb0~\x81\xf8\xbf\xf5{\xd1\x1a \xf8G@d\xddZ\xdd\x83o\xf8\xbf\xff/\xf5\x92\xd9\xf9G@g\x02qY\x0fp\xf8\xbf\xea[\xe8\xad\x9c\xfaG@\x85\xf7\xcb\xf1\xfez\xf8\xbf\r\x86\x8b\xa9\xa0\xfbG@m\x99\x0b\x191\x89\xf8\xbf\x1b5.C""\xfcG@\x17\xf1\x81\xbfq\x9d\xf8\xbfZ\xd3\x91\xfb\x92\xfcG@\x19>\x17{,\x93\xf8\xbf\x9fB^\x12\xd5\xfdG@<D=4\xa0\x8e\xf8\xbf\xeecbh\x19\xfeG@\xbfQ\xe1\xfb\xf1\x83\xf8\xbf\x87\xe38T\x17\xfeG@\xc7NzPoX\xf8\xbf\x90Gg/\xa8\xfcG@L?\xf9\x0fm9\xf8\xbf\xd8\xd1\xc8u\xaa\xfcG@\x96\xb6\x90\xach\xed\xf7\xbfS\x86\x11\xb0D\xfdG@\xd9+\xcb\xda\xf8\xc7\xf7\xbf\xdd^<\xcf\xc3\xfcG@i\xc6\xf3{+\xbc\xf7\xbf\x18\xbe\xa7s\xa6\xfcG@\xe2~\xa3\xca\xfd\xb4\xf7\xbf\xa6;\t\xa9\xb3\xfcG@JU\xeaA\xed{\xf7\xbf\xbf\xee\xa9u\xb6\xfcG@'"
35139,Laillé,5154,3504,35,53,3200,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00!\x00\x00\x00\xb1!b\x17#\xac\xfa\xbfACx\xddY\xf9G@1\x17W\x8b\x9d\xb1\xfa\xbf\xa0gVBH\xf9G@\x80\xa8\x8c\xd6\x82\xbc\xfa\xbfk\xd6\xfe\xcf\xae\xf8G@!W\x16g\xae\xc1\xfa\xbf\xe8i""\xd1\xc2\xf7G@\x8c\x009r\xd4\xce\xfa\xbf$\x97\x8eI\xad\xf7G@F\xe7_\xc4\xdf\xf2\xfa\xbf\xa0\xe7g\'\xee\xf7G@\x87\xd5\x81\xcd\xebP\xfb\xbf\x94kw\x9d\xc3\xf7G@~[f\xc67\x89\xfb\xbfBy\xe0\r\xe0\xf7G@}\xb8\xba||\xd3\xfb\xbf\xd02\xe4/\xd6\xf8G@O\xb7fi\x84\xe0\xfb\xbf}\xae\x96.(\xf9G@\xc0YH@D\xff\xfb\xbfP\xd3+\x06\x87\xf9G@l\x8a\xa4@p\xf0\xfb\xbf`\\J\xe6\xc1\xfaG@#_4\xc8q\xeb\xfb\xbf\xbd\xc9\xb1\x97\xa3\xfbG@wh\x07\xc7\x01\xfa\xfb\xbf\xa2*\xcf\xfek\xfcG@\x97\xf2N\x87\xe5\x0c\xfc\xbf\x1cp\xec\x1a`\xfdG@\xb2vo[\x08\xe8\xfb\xbf\xa1R\\\xff\xa7\xfdG@\xc4\xed\x81A\x8b\xd4\xfb\xbf\x94^\x03\xafC\xfeG@?\xf2\xce\xb5\x1c\xc2\xfb\xbf\t]\x98j\xcc\xffG@\xf9\xb6\xf4\x82+\xc5\xfb\xbf\x1c}*\x07\xd3\x00H@r\xc9\x05\xd7\xe9\xae\xfb\xbf\x16|n\xc1R\x01H@\xa0[tf\x89\x98\xfb\xbf\x1f\xcb6j\x86\x01H@\xb3\x91\xa2k\xaf\x97\xfb\xbf\xfb\xd5\xc7\xa5[\x01H@[Z\x7f\xa5|\x8c\xfb\xbf\xee\xbf\xc8\xd3\x05\x01H@/\xf7\xe3\xde\x85\x81\xfb\xbf\xc6k\xc8\xe2\xef\x00H@\x07\x8a\x8a\x93\xa6X\xfb\xbf] \xdaX\x16\x00H@\xab\x9e\xa8\xfb\xd78\xfb\xbfYn\xda\xa6\x12\xffG@XG\x0e\xc5\x06\r\xfb\xbf\xcf\xd5\xb5\'\x04\xffG@\xc0\xa2\xcdU#\x07\xfb\xbf\x93 ;\xefg\xfeG@\xdc\xe2\xbdn\x06\x0f\xfb\xbff=\x9aBI\xfbG@+\xc9N\x9e\xd0\n\xfb\xbf\xe5l\x7f\xc8\xbd\xfaG@\xfd\xbaS\xd8_\xe2\xfa\xbf\xc4\x1a/\x05{\xfaG@U\xc4]wd\xd4\xfa\xbf\n\xe2\xed\x02D\xfaG@\xb1!b\x17#\xac\xfa\xbfACx\xddY\xf9G@'"
35144,Langan,1090,3515,35,53,780,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x14\x00\x00\x00\x1e\x9fi\xbe\x858\xfd\xbfIib\x97\xca\x1bH@\xcci\xa2&=i\xfd\xbf\x08\x8fL\xea\xe0\x1bH@\x90\xbd\xeek\xab\x8c\xfd\xbfK\xe2\xc0\x88#\x1cH@\xa5)\xf9r\xcd\xa3\xfd\xbf\x97\x06n\x8e\xf7\x1cH@\xbe/\x1a\xe1\xde\xa5\xfd\xbf\xcb\x8a\x89[_\x1dH@\xa2\xca\x1a\xb3\x12\x9a\xfd\xbf\x16Y\x81\xe4\xb6\x1dH@\xfe\x98\xae\xba^\x99\xfd\xbfo\xf6\xbe\xb3\xdd\x1dH@\xc9\xcc\x90R(\xb3\xfd\xbfz\x1f\xe6h\n\x1fH@\xc5\x18\x03\x86\x19\x07\xfe\xbf\xb0\xd5\xa4\x98\xdf\x1fH@\xd6\xfc\xe10\xde\x06\xfe\xbf\xdb\x805\xbf\x12 H@\x1bM\xb4\'\x1d\xce\xfd\xbf\x1e\xf7\xef\x9fV H@u\xa7h`\x1a\x7f\xfd\xbf\xc9.^\x85\x12 H@\xe0\xaa\xd0\xb0Db\xfd\xbf\xe9\xb8\x0e\xc1\x81\x1fH@\xa5\xc5\x00\\\xedL\xfd\xbfh\x03+29\x1fH@""\x17\xff\xc7:_\xfd\xbf\t\xc0\x9e\xa8\xc2\x1eH@O\x8e\x92\x01\t]\xfd\xbfs\x85\xfd\xe3_\x1eH@\xcb_/`mD\xfd\xbf\xe3\x8b\xfb\xc4\xae\x1dH@*Q\xd6\xab8\x1c\xfd\xbf{\xdb\x19^\x1a\x1dH@w\x13R}\xdf$\xfd\xbf\x15\xf7\xcb\x08r\x1cH@\x1e\x9fi\xbe\x858\xfd\xbfIib\x97\xca\x1bH@'"
35150,Lécousse,3423,3508,35,53,1110,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x1b\x00\x00\x000K\x83<w\xc9\xf3\xbf\xa2\x83\xe3\x82\xbe/H@\xa9VN\x8a\xecr\xf3\xbf\xb6g\x89\x80\xb60H@\xf4\x93\xb5e\x92=\xf3\xbf\x95\x99\xc6\x1by1H@\xa7\xdb\xd1\xb7*/\xf3\xbf\x0c\xe8,\xcf\x151H@t\xf6\xe4_\x9b0\xf3\xbf\x8d\xf2n\n\xbd0H@\xf4\xdfd*q*\xf3\xbf\x1d_U\x0f\x990H@\xeb\xc7\n |!\xf3\xbf\x15-2\x8a\x930H@\x01ek\xe1T(\xf3\xbf\x9a\xee\xc45u/H@;\x8d\x1bl\xd4I\xf3\xbf\xae\xcc\xfci\x1f/H@d\xcfR\xc2 c\xf3\xbf\xe3S\xee\x91k.H@y\xe4\xba\x05\x10n\xf3\xbf\xdf\xbd5\x12\xdb-H@\xba\xd9\x93\x91dp\xf3\xbf\xd4\xff\xc0C\x01-H@Fv\\\x0b\xc6\\\xf3\xbfm\xca\x98\xec\x8d,H@\x87\x90\xf8\xecAU\xf3\xbf\xa1.n\xebq,H@\x85\xcb-\xde\xf6q\xf3\xbf\xfer\x90\xb72+H@\xfd\x8e=\xad\xb5j\xf3\xbf\x82\xc0[\xf8\xba*H@^\xf3\x0e\x12mj\xf3\xbf\x02\x15\x89H\xba*H@\x07\x03\xff\x08gt\xf3\xbf\x98y#\xa8l*H@\xf3\x87V\xd00\x7f\xf3\xbf Q\x83>G*H@\xd8\xb4\xb9A\x86\x8e\xf3\xbf\x1c\xab\xad\xd5\x7f*H@r5\xf8\x93\x82\x95\xf3\xbf\xee6U\xf0\xd5*H@\xc1\xf4\xf1[\x1d\xb1\xf3\xbf\xba\xcb[]@+H@W\xbf\x88\x1c\xd2\xc6\xf3\xbf\x1cK\xeatk+H@T\xc7H<6\xd0\xf3\xbf\xacg\xd4\xf4\x0e,H@\xa6\xfd\xa8%\xec\xd5\xf3\xbf]\xab\xb8\xba\xc6,H@\xddw\x08q\x00\xc7\xf3\xbf\xf7#@\x10\x87/H@0K\x83<w\xc9\xf3\xbf\xa2\x83\xe3\x82\xbe/H@'"
35160,Loutehel,235,3511,35,53,720,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x11\x00\x00\x00(lr\x83%\x88\x00\xc0[b2\xa3L\xf9G@\xdb\xb3\xf2j\xae|\x00\xc0\t\xd7\x7f\xad\x99\xf8G@\xe8?\x1a\xd8\x9eo\x00\xc0\xf4?\xc5\'\n\xf7G@\x14gB\x1d\xb5v\x00\xc0\x08\xe9(\x8e\xbe\xf6G@G\xf9A6\xce\x9d\x00\xc0\xa0j\xd6\xce:\xf6G@\xce\xb7\xc7\x15\x9e\xa0\x00\xc0\xa5\xbb\xfd\x10\xa9\xf5G@\x9e\xca\xe9\xea\xdc\xbd\x00\xc0/1\xc7\x12C\xf7G@\x12\xc3\xb5E?\xc8\x00\xc0\x9e\xf9\xbd\xa1o\xf7G@\xb7\xcc\x8d$\x92\xcb\x00\xc0S%\xc1\xce\xa8\xf8G@|\x91\xd6\xa7\x16\xd6\x00\xc0\x1a\x01\xfe\xf3\xdd\xf9G@(R\x9a\xe1\xa6\xd5\x00\xc0\x1b\x1e\x0f\xe3\xf9\xf9G@]\xdbO2\xb9\xcd\x00\xc0\xa7`\xaap\x1a\xfaG@\xd0\x0f\xa7\xe6n\xc1\x00\xc0!}\xe7\'\xf7\xf9G@X\xc8Y:""\xc1\x00\xc0?\xd1Y\xcb\xd5\xf9G@\xe3\xdfkB\xb6\xba\x00\xc0\xfeAj\x0c\x83\xf9G@\x80\xa9\x8fi.\xa1\x00\xc0\xc7\xc37:\r\xf9G@(lr\x83%\x88\x00\xc0[b2\xa3L\xf9G@'"
35170,Mecé,613,3527,35,53,1560,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x1a\x00\x00\x00s\xb8\x99S.8\xf4\xbfWqU_@\x1cH@\x9b\x1dw\xae\xf5\xd2\xf4\xbf\xa8\x1b\x86u\xc3\x1bH@)~\x9d\xa9P\xad\xf4\xbf\xfdv\xd8\x8b1\x1cH@n\x8c\xd0\xbc\xd7\x93\xf4\xbf\x11\xd7W\x92\xe6\x1cH@?\xae\x96F\x00\x8b\xf4\xbf\xf1\xd9%\xe4\x83\x1dH@\x8a\x04I}/\x94\xf4\xbf\xd8-\xf9\x0f\xc1\x1dH@*\x05q\xde\xa0\x9d\xf4\xbf\xd8^\x83:\xd4\x1dH@\xc4?\n\xc2\x00\xb5\xf4\xbf\x19\x96Y,@\x1dH@\x9d\xd1\xb0sT\xdf\xf4\xbf6\x9e\x9a\xd1Z\x1dH@\x85\xd3\x0f\x02\xfb\xeb\xf4\xbf\xa6\x0e\x8d\xc2\xff\x1dH@\x82\xe1\x81B)I\xf5\xbf\xa7w%\xf1\x0f H@6\x97J\xd0\xaaJ\xf5\xbf\xaaCT\xdaC H@\x83\n\xef\xb6$\x0b\xf5\xbf\x9a\xc7\xc0^\xee H@\xff^Jl\xd3\xe2\xf4\xbf\x14\xda5\x95/!H@Y\x01v\x80w\xd1\xf4\xbfl\xa5-\x8f\x1f!H@\xb5\xd4""\xd6\x1a\xc8\xf4\xbf\x1b\xc7oD4!H@\xfbh\x86R\xe6\xb7\xf4\xbfC\xdb[E\xc6 H@2R\xdf\xf16\\\xf4\xbf\xe8\xab\x12+\xe2 H@D\xc5\x16[\x90\t\xf4\xbf$\x9c2S\x89 H@T\xb6\x1a\xa1\xad\x03\xf4\xbf\x8dL\x0b\x97o H@a\xab\xad\xeb^\x05\xf4\xbf\xfb\xe2\x1cW^\x1fH@<\xcb\xb5\xe0_\x0f\xf4\xbf\xc9\x1c[<f\x1fH@\x06u\xc8\x06\x85 \xf4\xbf\xd9m\x19g\xa9\x1eH@\x0b\xac\x08\xf05,\xf4\xbf\xa3\x83\xfc\xa6\xd3\x1dH@2\xa5>\xf7\xa4\x1f\xf4\xbf!\xf1`\x9f\x97\x1cH@s\xb8\x99S.8\xf4\xbfWqU_@\x1cH@'"
35180,Miniac-sous-Bécherel,788,3515,35,53,1360,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x19\x00\x00\x00L\xbf\xbf\xa4T4\xff\xbfJ\xfa\xab\xf1\xc5""H@\x0b\\\xd9&\xbcJ\xff\xbf\xc5\xe6\xab\xf1\x98$H@S0!\xaf\xf0L\xff\xbf\x98\xbc\xca\x18(%H@\xf8w\xfbo3+\xff\xbf!x\xa8\xcbH%H@\xcd\xea*gR\x0e\xff\xbf\xe4\x9e\x97Y\xb2%H@\xf6\xd4\xab\xe1\xf7\xf5\xfe\xbf\xf5M\xd8\xf3?&H@M\x90\xbcr\xe0\xc9\xfe\xbfytl\xcc\t\'H@\x9e\xfb\xf5\xfb{\xc7\xfe\xbf\x17\xd99\xaf,\'H@\xde\xf4{\xc0\xd9\xa9\xfe\xbf@0y\x90\xee&H@\x0c\xe94\x1d\xdd\x81\xfe\xbf\x19\x99\xe9\xa3:&H@\xefWE\xa9\xb8z\xfe\xbf\x85\xc4w43&H@+\xe0\xec\x8d\xd2\x89\xfe\xbf6\x89\xcd\xe4|%H@1\xf6@0\xe3\x95\xfe\xbf\x83\xc9}\xa7&$H@\xeeT\x1bi!n\xfe\xbf\xc2d\xfe\x95:""H@\x04\xc3\x11\x152j\xfe\xbfd\x05n\x9c\xcb!H@\x96+m;\xe8t\xfe\xbf\xb4\x0b\x85\x16O!H@\r\xe5\xc4\x0eR{\xfe\xbfaIW\x9aL!H@\x88\x99\n)\xb4\x84\xfe\xbf\xf2\xfdaz:!H@\xa7\x91\xb0\x8d\xfe\x7f\xfe\xbf4l\xf4L9 H@JN\x91\xc1\x15\x9b\xfe\xbfe\xb9\x0b\xf1\x8f H@\xfb\xc5\xfc_\xab\xbf\xfe\xbf{\xa1p\x1e\x80!H@\xc7\xeek\x93m\xdf\xfe\xbfq\x1b\xd7.!""H@\xe3t~\x80\xe6\xf9\xfe\xbf\x9c2\xd8\x05k""H@\xe6\xb6N\xee\xb1*\xff\xbf\xde\x1c\x94\xc2\xc8""H@L\xbf\xbf\xa4T4\xff\xbfJ\xfa\xab\xf1\xc5""H@'"
35189,Montgermont,3777,3503,35,53,470,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x14\x00\x00\x00\x95\x16]\x14J=\xfb\xbf\x84g\xa9\x13g\x12H@\xd3\xefU^]Q\xfb\xbf\xe2\x80\xc4jr\x12H@&\x00A\xe2u\x82\xfb\xbf\xad\x1e\xde\x9e@\x12H@\xbe\xeb\x07\xc3\x05\x9a\xfb\xbf\xb1Z\xd2Zu\x12H@F\xa3\xe6W.\x95\xfb\xbf\x16~d\xc7\xf6\x12H@\xd2\xcb\x1b\xf6v\x9c\xfb\xbf\x1dt\x0e\xf5W\x13H@D\x19\xfaZ\xf8\xac\xfb\xbf\x13?\n*\x98\x13H@\xb9\xceX\xc3\xf5\xc0\xfb\xbf\xe6\xf9\n\xb2F\x14H@3O\x13\xb5\x8d\xc3\xfb\xbf\x84\r\x91\r%\x15H@\xc6G\x18,q\xba\xfb\xbf""\xe4\xe68>\x15H@\xa5\n\'(\xa5\xaa\xfb\xbf\x0b\xf3s\'>\x15H@\xc8\x92FOH\x88\xfb\xbf\xf9(\x01\xb1\x16\x15H@\x15\x13L\x89\xf9e\xfb\xbf\x19O<9\x88\x14H@&3G\x97\xaab\xfb\xbf\xc9D\x92\xc4\x9a\x14H@y\xf6\xaf\xd2O_\xfb\xbf\xb0\x10\xcd\xcdp\x14H@\x94\x9b\\\x8f\xe4K\xfb\xbfe\xae,C{\x14H@\x95\xfcF\xaf\x895\xfb\xbfk\x14\xa2\x84\x83\x13H@\x9c\x80\rl\x0b-\xfb\xbf\xfcd.\x00\x89\x12H@(\x9b\x08\xa013\xfb\xbf\xc1\xc4F\x9bf\x12H@\x95\x16]\x14J=\xfb\xbf\x84g\xa9\x13g\x12H@'"
35190,Monthault,250,3509,35,53,820,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x15\x00\x00\x00S\t\xad\xc4Z(\xf3\xbfM\x85\xf5B\xab@H@$\x92\x80\x17,1\xf3\xbf\x87N(\xe9\xa7@H@\x06\xb92ZN2\xf3\xbf\xdd\xa3\x12\xa4\xbd@H@\xc0\x8d\xd2\xd0u7\xf3\xbf\x9cG)2QAH@\xaa\x92\x82\x9fv3\xf3\xbf\xe8\x1b\x0bb\xb2AH@\xbaJ\x8f%f\xfb\xf2\xbfcXG\xf4%CH@V\xca\xf3\x07\xa0\xf9\xf2\xbf\xa7\x9b\x95\xd8aCH@jd\xbbL\x17\x04\xf3\xbf\x13\x1b\xa5\x08\xaeCH@a\xab\x1a\x8e\x8f\xd0\xf2\xbf\x07\xfe_\xb9\xe4CH@\xa33E\x86\xd8\xaa\xf2\xbfU\xbe\x074\xdfCH@\xd1!<\xae\xbe\x9b\xf2\xbf\x95\xdf\xfbf\x7fCH@l\xf3\xfc\x04x\x97\xf2\xbf~\xec\xd5\x10\x1dCH@\x0b}\xd2\xbe+\x9d\xf2\xbf\x8f\xc8\x0c\xa5/BH@r9\xc4\x9b\x9c\x96\xf2\xbf\x01\xf07@\rAH@\x900\x86\x9a\xacx\xf2\xbf\xc9\xda\xc5\xee\xf0?H@0&\xb8\x90\x92{\xf2\xbfJ\xb0!\xf7s?H@\xf2`\xe3\xe3\x8d\x8f\xf2\xbf\x19\xbdm\xd1\xf7>H@\xb2A\x05\xd0m\xa6\xf2\xbf\x86\xb2\xd9j\xa5>H@\xb9\x806\xce\xbd\xc0\xf2\xbf-\x07H\x19\x90@H@\xfc\xc2\xd8\xdc\xeb\xce\xf2\xbfu\xec\xbfu\xa3@H@S\t\xad\xc4Z(\xf3\xbfM\x85\xf5B\xab@H@'"
35196,Mordelles,7831,3524,35,53,2980,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00,\x00\x00\x00\xec\x10\xeca\xa2\xb3\xfc\xbf\xa5t\xef\t\x98\nH@\xe8\xf03\xb4n\xb4\xfc\xbf\xa8\t\xba\xaa\\\nH@A\x0b\xe8n\x83\xc8\xfc\xbf\x1e$a$\xdd\x08H@G\xd1\x89\x14\xdf\xe7\xfc\xbfY\xee\x85L\x95\x07H@R\xe7\x06\x9d\xb0\x10\xfd\xbfCW\xa3\xf4\x86\x06H@~\xe1\x88s\x85\n\xfd\xbf\xaa.\xc2_\xf3\x05H@\xff\x1a\x97j\x90#\xfd\xbf\xb5\x12\x02\x9d\r\x06H@\x9d\xc2\x98\x82T-\xfd\xbfC\nE\x9a<\x06H@\xb7\xc1\x8bV`/\xfd\xbfA\xdbK\x92o\x06H@\xbaD\x9a5\x99\x1d\xfd\xbf\x12g\x9a\x83j\x07H@v\x87\x16W\x96\x1c\xfd\xbfO\xca`\xc9\xce\x07H@\xa8\x19\xf7\xbb\x9e5\xfd\xbf\xa9\x87m\xa2\xa8\x08H@T+$\x19\xbb@\xfd\xbf\x1c\xf6_""\xb2\x08H@m[\n\xea\xcaQ\xfd\xbf\x8e\xad\x1e\x14\x96\x08H@f\xc1\xf1\xde!v\xfd\xbf\xc6\xf0\xd9\xd6\'\x08H@\xa9\xae\xf2\xe1C\x8e\xfd\xbf\x1e+P\xaad\x08H@\x91z\xf5\xc1\xc0\x8b\xfd\xbf\xd3 I2\xbb\x08H@S\xfaf\xe1f\xfc\xfd\xbf\xe2`\xa7{*\tH@\x98\x8d\x8ay\x0c\x03\xfe\xbf\xf7\x84H\x99 \tH@\x19,\x80O\x9b\x1d\xfe\xbf""7\xe1\xa3\x87\tH@\xaekM\x84\xe0d\xfe\xbfA\xff\xd3x=\x0bH@\xe2\x07\xae\xaa\x98\x8d\xfe\xbfr\xc0\xf7^\x94\x0cH@t\x92L0\xb2r\xfe\xbf\xa0\xef.\xa9\xb0\x0cH@\x90[\xd9QOA\xfe\xbfM~\xea\x06\x9e\x0cH@^n\x88N\xb3\x1d\xfe\xbf\x0et#Ok\x0cH@\x9f\x18\x1cj\xd5\xcf\xfd\xbf\x18\xad\xc4\xcf\xff\x0cH@\xea\xec\xb6M@\xbe\xfd\xbf0\xbe+z\xf9\x0cH@\xf0Ff2X\xa2\xfd\xbf\xa0\xf1\xa4\xab\xdb\rH@=NZQ\xd0\xa6\xfd\xbfnPN\t\xa6\x0eH@\xa10\xc1\x10S\xb8\xfd\xbf\xc9\x86\x1e\x81\xc3\x0eH@\xa6N\xac\x800\xa3\xfd\xbf\xba\xdc\xea:\x0b\x0fH@x\x17\x9c^*\x85\xfd\xbf \xdb{\xa6\x15\x0fH@\xb2\x85\xf8\xe8Ba\xfd\xbf\xb6\xf0\x8b!P\x0fH@O\x01t#\xb0d\xfd\xbf\xf7\xe7\xb7\xca\xe0\x0fH@\xc8s\x07\\3>\xfd\xbf\x8e\xb4\xed\xb6\x01\x0fH@%8\xd7\x90\xb48\xfd\xbf\x1b\x17\xa5\x19\xc6\x0eH@}\xc1\xf7\xc3\x965\xfd\xbfx\xc3\x07)(\x0eH@H\xe9uc\xd4>\xfd\xbf\xa2\xcd`\x92\xac\rH@\x1f\xef\xd2\xde\xe8R\xfd\xbfzJHTT\rH@oE\xa9$\xfeL\xfd\xbf\x94\x9f\xb9o\xd4\x0cH@\x13\xcc\xed\x0c\x8e\x0b\xfd\xbf\xe0\x8ei\x99s\x0cH@\xed\x9b\x19\xf2\x13\xc8\xfc\xbf\xab1\xecx\xe3\x0bH@\x82\xc7\x0f\xdcQ\xc2\xfc\xbf\xfe\x86wIW\x0bH@\xec\x10\xeca\xa2\xb3\xfc\xbf\xa5t\xef\t\x98\nH@'"
35216,Parthenay-de-Bretagne,1802,3514,35,53,480,"b'\x01\x06\x00\x00\x00\x01\x00\x00\x00\x01\x03\x00\x00\x00\x01\x00\x00\x00\x0e\x00\x00\x00L\x8a\xa9Z\x0cX\xfd\xbf\xef\x95\x0e;4\x16H@\xe4a\xc0H\xacY\xfd\xbfQ\xf7\x17\xf3\x9c\x16H@\x12\xe9""\x90\xf0\x83\xfd\xbf|JB\xfc\xd3\x17H@\x8f\x82\xcf\x12\x87\x82\xfd\xbf\xc9f\xbf\xea\xd4\x18H@\x0b9\x12k\xd7j\xfd\xbf=\xec\x04\x90\xd2\x18H@\x95\xeeB\xdb\xfaI\xfd\xbf\xa1\xb1\xd6+\xb2\x19H@R\xaa\xe4Y,F\xfd\xbf\xf20\xc4\x16\xf6\x19H@\xe7\x04L\xf4\x82,\xfd\xbf\xadh\x90\xb2\xad\x19H@s\xed\x00\xcbB\x1f\xfd\xbfE\x0e\x9bXC\x19H@\xcb\x1e\xffw\xfe\x04\xfd\xbf\xdf\xcf\x1a\xd2\x07\x18H@ow_2\xfb\x03\xfd\xbf\xe7>#\xcb\xa7\x17H@N\x9d\xa1\xfa\xd13\xfd\xbf"" FjD\x16H@\xc9q]Bn;\xfd\xbf\x07D\xc4\x11V\x16H@L\x8a\xa9Z\x0cX\xfd\xbf\xef\x95\x0e;4\x16H@'"
